frame,particulas,parede_us,cic_total,cic_vizinhanca,cic_transicao,cic_update,cic_movimento,tp_portao_visto,tp_portao_passou,cic_tp_conveccao,cic_tp_calor,cic_tp_mudanca,conf_particulas,conf_celulas,conf_marcas,tp_isotermico,checksum
216,144480,37243.4,126627086,10216662,37182838,4173458,47901209,144480,53850,7492802,10462129,1761232,53300,781223,2600640,0,0
217,144480,32118.3,109202390,9709686,32609895,2769852,37947085,144480,53483,7042973,9486283,1562771,53325,781799,2600640,0,0
218,144480,32679.0,111108054,9844496,33291662,2806132,38632194,144480,53749,7129033,9898101,1578684,53334,782282,2600640,0,0
219,144480,32304.4,109834586,9794686,33046949,2808332,38063548,144480,53880,7098176,9729301,1568918,53414,783365,2600640,0,0
220,144480,32210.3,109514544,9764256,32985172,2789361,37920910,144480,54050,7163897,9604137,1559090,53423,783698,2600640,0,0
221,144480,32238.1,109608996,9761434,32909155,2781049,38085354,144480,53606,7099666,9564477,1558402,53469,784409,2600640,0,0
222,144480,32342.0,109962188,9741850,33059621,2799248,38152613,144480,53419,7270057,9696223,1554365,53493,784836,2600640,0,0
223,144480,37185.4,126429987,10027484,37852095,4104601,46964593,144480,53525,7781211,11125405,1873960,53503,784636,2600640,0,0
224,144480,47881.1,162794076,14013270,48560045,4941649,55974143,144480,53724,9617369,17014800,1946219,53540,785264,2600640,0,0
225,144480,41239.5,140213829,11286742,42327307,4643910,50970110,144480,53708,8960382,13027109,2073227,53602,786412,2600640,0,0
226,144480,32411.0,110196890,9804682,32917966,2816354,38169647,144480,53475,7130530,9643534,1555517,53673,787380,2600640,0,0
227,144480,32604.1,110853362,9805396,33217431,2832625,38405436,144480,53751,7178082,9805442,1601996,53685,787739,2600640,0,0
228,144480,35314.9,120068620,10600622,36444477,3186533,41257822,144480,53951,7605855,11416414,1662451,53719,788506,2600640,0,0
229,144480,32220.6,109549802,9701696,32782722,2796235,38165698,144480,53765,7078574,9606690,1563163,53779,789278,2600640,0,0
230,144480,32339.3,109953008,9781290,33059258,2893153,38009284,144480,53667,7048482,9707747,1575542,53829,790418,2600640,0,0
231,144480,36362.8,123633146,9853200,36468798,4077065,46495688,144480,53676,7576242,9996676,1696303,53836,790526,2600640,0,0
232,144480,36986.1,125752884,9938882,36859858,4164223,47718951,144480,53852,7390366,10227840,1732362,53847,791188,2600640,0,0
233,144480,32320.0,109887728,9776564,32879445,2809844,38086408,144480,53684,7037334,9663522,1555465,53845,791209,2600640,0,0
234,144480,32250.8,109652448,9774660,32904381,2788176,38040773,144480,53647,7087702,9560661,1580808,53869,791515,2600640,0,0
235,144480,33930.0,115361420,10130640,34982270,3180388,39803900,144480,53992,7507149,10533276,1682515,53865,791754,2600640,0,0
236,144480,36295.3,123403926,9841402,36442876,4029130,46310906,144480,53768,7323978,10395679,1692434,53937,792771,2600640,0,0
237,144480,33875.9,115177074,10279254,34687219,3032509,39901985,144480,53612,7394820,10349227,1692730,53952,792895,2600640,0,0
238,144480,32415.4,110211850,9773130,32935720,2858204,38450747,144480,53908,7014464,9677490,1575850,53958,793067,2600640,0,0
239,144480,32189.2,109443552,9712916,32727736,2778253,38110496,144480,53852,7039746,9596740,1553484,54003,793558,2600640,0,0
240,144480,32228.1,109575098,9804376,32998979,2792520,37890578,144480,53714,7109120,9797445,1557412,54020,793842,2600640,0,0
241,144480,32166.0,109363856,9728284,32868524,2776466,37772160,144480,53821,7101672,9656967,1575566,54060,794156,2600640,0,0
242,144480,36313.9,123467430,9923580,36262703,4058940,46621447,144480,53661,7342899,10087930,1678357,54069,794271,2600640,0,0
243,144480,36836.2,125242796,9879176,37059562,4164879,47328530,144480,53921,7401429,10324704,1739323,54095,794739,2600640,0,0
244,144480,32166.1,109364944,9738552,32916049,2797744,37873115,144480,53665,7063019,9743020,1552707,54107,794636,2600640,0,0
245,144480,32721.1,111251060,9884446,33475411,2853363,38394686,144480,53684,7230625,9889769,1593881,54143,795028,2600640,0,0
246,144480,32356.5,110011964,9778604,33116575,2796814,38211245,144480,53549,7170146,9747147,1592053,54170,795803,2600640,0,0
247,144480,36776.2,125038452,9851296,36985133,4044227,47191336,144480,53630,7378928,10482019,1785758,54201,796507,2600640,0,0
248,144480,43713.1,148624336,13118798,44139282,4593191,51405470,144480,53588,8698538,14773046,2074202,54208,796753,2600640,0,0
249,144480,36244.8,123231572,9932352,36653973,3831058,45614660,144480,53602,7607441,10621623,1808743,54210,797099,2600640,0,0
250,144480,32726.1,111268162,9952208,33291825,2823918,38572229,144480,53737,7172368,9798992,1582824,54253,797541,2600640,0,0
251,144480,32390.7,110127802,9891178,33003656,2790670,38216490,144480,53503,7113698,9767571,1574537,54278,798106,2600640,0,0
252,144480,32164.1,109357974,9738110,32843312,2787490,37991932,144480,53660,7157068,9596041,1576744,54343,799248,2600640,0,0
253,144480,33606.8,114262276,10086032,34312103,2981587,39503006,144480,53502,7331199,10258107,1638718,54362,799611,2600640,0,0
254,144480,32526.2,110588566,9847522,33385637,2801759,38191615,144480,53620,7340739,9680798,1572999,54397,799922,2600640,0,0
255,144480,33515.0,113950428,10006710,34656854,3091888,39279805,144480,53766,7495092,10330362,1680218,54377,799724,2600640,0,0
256,144480,32612.0,110880188,10026872,33285403,2827565,38398330,144480,53880,7165076,9812850,1599843,54383,799471,2600640,0,0
257,144480,52412.6,178198802,15066964,56289737,4985716,62004187,144480,53876,11136308,20220796,1972120,54377,799784,2600640,0,0
258,144480,43014.0,146247226,12569834,44321118,4307533,49944638,144480,53847,8835359,14990538,2019525,54398,799863,2600640,0,0
259,144480,37770.3,128418577,10144274,38398478,4118729,47487664,144480,53621,7950389,11413267,1856338,54411,799862,2600640,0,0
260,144480,36608.4,124468260,9895530,36775327,4063502,46978513,144480,53861,7476115,10229849,1742902,54461,800821,2600640,0,0
261,144480,33668.1,114470860,10165864,34435966,2926484,39528169,144480,53769,7293430,10432228,1608524,54534,801757,2600640,0,0
262,144480,32140.9,109278788,9731718,32858824,2747523,37773726,144480,53887,7014001,9661543,1558263,54527,801795,2600640,0,0
263,144480,32508.7,110529102,9947108,33155615,2796915,38331741,144480,53700,7161265,9773884,1574427,54534,801699,2600640,0,0
264,144480,36229.4,123179586,11076044,36818911,3345799,42638867,144480,53835,7644944,11323775,1637239,54574,802403,2600640,0,0
265,144480,32293.3,109796642,9801248,32993008,2807726,37935224,144480,53707,7108642,9634906,1607886,54580,802184,2600640,0,0
266,144480,32163.5,109355968,9686124,32835441,2761683,37809967,144480,53813,7088205,9530483,1575305,54581,802502,2600640,0,0
267,144480,32250.7,109651768,9732330,32823398,2772445,38174835,144480,53696,7116190,9623021,1558194,54577,802757,2600640,0,0
268,144480,32339.4,109953382,9779930,33082127,2823902,38017997,144480,53618,7085585,9706247,1565311,54597,803077,2600640,0,0
269,144480,32375.4,110076020,9820798,33038284,2861952,38156809,144480,54067,7080928,9712134,1595477,54646,803606,2600640,0,0
270,144480,32496.7,110488508,9824062,33069438,2831777,38323389,144480,53458,7147519,9731104,1556139,54682,804053,2600640,0,0
271,144480,32193.6,109457628,9865406,32784793,2764687,38006079,144480,53807,7076200,9604837,1556691,54712,804462,2600640,0,0
272,144480,32414.7,110208042,9940886,33133617,2780500,38122454,144480,53696,7145574,9707278,1571823,54702,804753,2600640,0,0
273,144480,32370.7,110059904,9767282,32993641,2796339,38230210,144480,53538,7082874,9718815,1571560,54718,805011,2600640,0,0
274,144480,32310.1,109853864,9797712,32884067,2787439,38025876,144480,53690,7080572,9575286,1556977,54710,804998,2600640,0,0
275,144480,32164.2,109358416,9732126,32747343,2776049,37767898,144480,53537,7100365,9550444,1552914,54734,805206,2600640,0,0
276,144480,33397.1,113549596,10022282,33985317,2928511,39651502,144480,53853,7254541,10153852,1601584,54838,806319,2600640,0,0
277,144480,34851.7,118494280,10397846,35750432,3126518,40777018,144480,53690,7509453,10777635,1642543,54839,806536,2600640,0,0
278,144480,36525.8,124187587,10023472,36494219,4057223,46888354,144480,53680,7328568,10130401,1716675,54884,806904,2600640,0,0
279,144480,32394.4,110140314,9822260,33100337,2787799,38190821,144480,53843,7111328,9759839,1559650,54873,806381,2600640,0,0
280,144480,32304.4,109834212,9724816,33160911,2781379,37967890,144480,53689,7195220,9805064,1577475,54892,807079,2600640,0,0
281,144480,32376.1,110078032,9750044,33013258,2838372,38271077,144480,53758,7066930,9742654,1561111,54917,807423,2600640,0,0
282,144480,32855.2,111707408,9986202,33433096,2834266,38736669,144480,53811,7187419,9857209,1591510,54947,808393,2600640,0,0
283,144480,32373.7,110069798,9796794,32953842,2790739,38237252,144480,53896,7096663,9704843,1558905,54916,807491,2600640,0,0
284,144480,32503.9,110513056,9822872,33136051,2801851,38249341,144480,53854,7189303,9742819,1570018,54945,807877,2600640,0,0
285,144480,32432.8,110270874,9849086,33130029,2807348,38182640,144480,53579,7113101,9823537,1571088,54972,808087,2600640,0,0
286,144480,32582.4,110779548,9878938,33349404,2834061,38287847,144480,53736,7132979,9903928,1600855,54988,808746,2600640,0,0
287,144480,37223.7,126560348,10084474,37616473,4157766,47535836,144480,53670,7774862,10509533,1789041,55025,809444,2600640,0,0
288,144480,33571.4,114142046,10116122,34224022,2951116,39534959,144480,53534,7297848,10139555,1611202,55050,809425,2600640,0,0
289,144480,36609.9,124473493,9908620,36738448,4032153,46886974,144480,53743,7343787,10313144,1843648,55077,809636,2600640,0,0
290,144480,32612.2,110880868,9804580,33493190,2784614,38355411,144480,53707,7178379,9914894,1618152,55120,810318,2600640,0,0
291,144480,37021.4,125872188,10093240,36885531,4278896,47266778,144480,53979,7491164,10347479,1747410,55130,810706,2600640,0,0
292,144480,37203.9,126492688,10147810,37661108,3983174,46898964,144480,53898,7729256,10855046,1882249,55128,810802,2600640,0,0
293,144480,36468.0,123990980,10004126,36546024,4010994,46386273,144480,53917,7375453,10351850,1733277,55154,810991,2600640,0,0
294,144480,32497.0,110489324,9839124,33309879,2798011,38136933,144480,53862,7099501,9801286,1570921,55144,811182,2600640,0,0
295,144480,36804.4,125134490,9998182,36962918,4009606,46986339,144480,53545,7460687,10438561,1778275,55176,811580,2600640,0,0
296,144480,32776.7,111440882,9906512,33427732,2848510,38505665,144480,53764,7223658,9776080,1588314,55197,812183,2600640,0,0
297,144480,32637.0,110965336,9895032,33428295,2828382,38334188,144480,53765,7120165,9788153,1830095,55259,812850,2600640,0,0
298,144480,32261.7,109688930,9819710,32970649,2793072,37980513,144480,53773,7072006,9600499,1567684,55285,813594,2600640,0,0
299,144480,34228.5,116376152,10351606,34890574,3115107,40280514,144480,53775,7396433,10643026,1621580,55316,813690,2600640,0,0
300,144480,33243.5,113024192,9913210,33767979,2877422,39642162,144480,53384,7271015,10046729,1614134,55352,814310,2600640,0,11958040267600208660
301,144480,36172.8,122985891,10052202,37449161,3652340,44127163,144480,53522,7861870,11302964,1922233,55387,814837,2600640,0,0
302,144480,36422.7,123836642,9994164,36748850,3873889,45807476,144480,53884,7514208,10665477,1760873,55400,815289,2600640,0,0
303,144480,32462.8,110372908,9811618,33392968,2786917,38080363,144480,53922,7142971,9892578,1575497,55455,816078,2600640,0,0
304,144480,32628.9,110937644,9909062,33380753,2806378,38231069,144480,53789,7128691,9741492,1804004,55466,816027,2600640,0,0
305,144480,32452.7,110339158,9846808,33156435,2796849,38150694,144480,53639,7123811,9697340,1573958,55481,816235,2600640,0,0
306,144480,32657.5,111034820,9886554,33421942,2843957,38339880,144480,53890,7232429,9863681,1611028,55528,816779,2600640,0,0
307,144480,34351.1,116793468,10389788,35382127,3041297,40145844,144480,54009,7579383,10692901,1639712,55554,816959,2600640,0,0
308,144480,38942.3,132403582,11680800,39516942,3740201,45518326,144480,53723,8042125,12874037,1811671,55580,817605,2600640,0,0
309,144480,34358.4,116818084,10337462,35439481,3137840,40139414,144480,53909,7453818,10768712,1715659,55621,817669,2600640,0,0
310,144480,32989.5,112163552,9960130,33749627,2849001,38775463,144480,53852,7209145,10093298,1591046,55657,817890,2600640,0,0
311,144480,32742.5,111323900,9920656,33398309,2812410,38551671,144480,53700,7246015,9860988,1582716,55685,818888,2600640,0,0
312,144480,33444.8,113711884,10308058,34051983,2934095,39291701,144480,53958,7296837,10114094,1596925,55702,819280,2600640,0,0
313,144480,32882.6,111800568,9937520,33408027,2841213,38750976,144480,53764,7239098,9834063,1579820,55734,819258,2600640,0,0
314,144480,37801.9,128526092,10313934,38546528,4077864,47354827,144480,53665,8035207,11265975,1912157,55773,819811,2600640,0,0
315,144480,34195.9,116265784,10324916,35229775,3081684,39966543,144480,53988,7493881,10629954,1698101,55796,819830,2600640,0,0
316,144480,32401.7,110165406,9778536,33180650,2796362,38029995,144480,54013,7050369,9807712,1563217,55792,819905,2600640,0,0
317,144480,32289.3,109783416,9763202,32987588,2782125,37921213,144480,53648,7113691,9763533,1553273,55794,820029,2600640,0,0
318,144480,33726.3,114668984,10057336,34444618,3058071,39594452,144480,53840,7342027,10270377,1680309,55848,820675,2600640,0,0
319,144480,37233.6,126593974,10069304,37735396,4082984,47030348,144480,53891,7862163,10657506,1772303,55864,820958,2600640,0,0
320,144480,32771.1,111421228,9905866,33452053,2815556,38506344,144480,53795,7150131,9943132,1574374,55901,821309,2600640,0,0
321,144480,32747.1,111339596,9889682,33351142,2856004,38539151,144480,53828,7122725,9882965,1605243,55910,821668,2600640,0,0
322,144480,32258.6,109678764,9862278,32998186,2788522,37815460,144480,53457,7079219,9739075,1546845,55908,821781,2600640,0,0
323,144480,32758.2,111377300,9948196,33456297,2824869,38445852,144480,53561,7347888,9853936,1567096,55946,822277,2600640,0,0
324,144480,32432.4,110269344,9977436,33114452,2792220,38046403,144480,53696,7048899,9751757,1570233,55972,822385,2600640,0,0
325,144480,32460.4,110364850,9991172,33132479,2788057,38017716,144480,53546,7133929,9789178,1564725,56015,822912,2600640,0,0
326,144480,36268.0,123310730,9840416,36473131,3960739,46180602,144480,53790,7335028,10284671,1720654,56025,823383,2600640,0,0
327,144480,32327.7,109913704,9791490,32886914,2789398,38134472,144480,53661,7088468,9636608,1574910,55992,822909,2600640,0,0
328,144480,32607.2,110863868,9876796,33345622,2785411,38315874,144480,53668,7128705,9997330,1563921,56045,823469,2600640,0,0
329,144480,32617.5,110898786,9899270,33291611,2820269,38339173,144480,53686,7105181,9888950,1576974,56094,824359,2600640,0,0
330,144480,33114.6,112589028,10023336,33815065,2897721,38890028,144480,53728,7188922,10177069,1591481,56145,825275,2600640,0,0
331,144480,32574.0,110750954,9950950,33315902,2818155,38130390,144480,53739,7250563,9803223,1580141,56143,825617,2600640,0,0
332,144480,32515.9,110553550,9811686,33255170,2830069,38330125,144480,54029,7128203,9885102,1577618,56190,826023,2600640,0,0
333,144480,36689.3,124743706,9982570,36781850,3976910,46636230,144480,53863,7539369,10365995,1758535,56232,826264,2600640,0,0
334,144480,32677.0,111101324,9942314,33278923,2830985,38341526,144480,53653,7160984,9759214,1574116,56247,826570,2600640,0,0
335,144480,34050.4,115770884,10234748,35234230,3123963,39818427,144480,54347,7436522,10730373,1742287,56265,826703,2600640,0,0
336,144480,33649.9,114408840,10208262,34551841,2956615,39366361,144480,53517,7294371,10263132,1730688,56264,826838,2600640,0,0
337,144480,32374.6,110073198,9834670,33111492,2778321,37956211,144480,53690,7089702,9754249,1553791,56283,827129,2600640,0,0
338,144480,32223.6,109560376,9721518,32824877,2763642,37903090,144480,54020,7034231,9621519,1573123,56341,827914,2600640,0,0
339,144480,32279.6,109749926,9772314,33118424,2785423,37834776,144480,53747,7104640,9675935,1666681,56368,828461,2600640,0,0
340,144480,32358.2,110017234,9792986,32827877,2809208,38222635,144480,53301,7071332,9584863,1555545,56385,828715,2600640,0,0
341,144480,32427.1,110251630,9906818,33198560,2805061,37952366,144480,54008,7203337,9773464,1569616,56369,828554,2600640,0,0
342,144480,34367.3,116847154,10574272,35037833,3050128,40218999,144480,53771,7411807,10590393,1619493,56408,829336,2600640,0,0
343,144480,33101.0,112540918,9744944,34461192,2957018,38977998,144480,53660,7230136,10526448,1742761,56433,829958,2600640,0,0
344,144480,47440.7,161294952,13305804,51084501,5039266,55610932,144480,53886,11166542,17066738,2780229,56463,830153,2600640,0,0
345,144480,32541.4,110640216,9861666,33162011,2793501,38262988,144480,53728,7081645,9691110,1689371,56499,830247,2600640,0,0
346,144480,32302.3,109827650,9920860,32965182,2790684,37803403,144480,53605,7108596,9663028,1578075,56497,830399,2600640,0,0
347,144480,32284.3,109766348,9788022,32805366,2798888,37924882,144480,53513,7064270,9557511,1569077,56488,830429,2600640,0,0
348,144480,32207.1,109504106,9770750,32854310,2895238,37748802,144480,53652,7084410,9650011,1556964,56503,830758,2600640,0,0
349,144480,33954.6,115445164,10314444,34495525,3021955,39781527,144480,53620,7301967,10439565,1615514,56524,831312,2600640,0,0
350,144480,32522.6,110576194,9829638,33292396,2820160,38162301,144480,53767,7067241,9792975,1594798,56549,831567,2600640,0,0
351,144480,32654.7,111025538,9857790,33245765,2839874,38528990,144480,53624,7151012,9811500,1565207,56591,832261,2600640,0,0
352,144480,36801.0,125123400,9981822,36851485,4017315,47068790,144480,53682,7524311,10345654,1700409,56633,832548,2600640,0,0
353,144480,34737.0,118105188,10175418,35204083,3622676,41626344,144480,53498,7432949,10318395,1643817,56654,832800,2600640,0,0
354,144480,51427.0,174849046,15025756,52264358,5412889,60018780,144480,53844,9938427,18887697,2051988,56687,833066,2600640,0,0
355,144480,32869.8,111756470,9898080,33632294,2832009,38482753,144480,53636,7273160,9953319,1627158,56709,833851,2600640,0,0
356,144480,32347.1,109980140,9757898,33055689,2771593,38041027,144480,53967,7142323,9775727,1558104,56698,833523,2600640,0,0
357,144480,32394.2,110139600,9786186,32981375,2780664,38157037,144480,53656,7092751,9697176,1557261,56765,834466,2600640,0,0
358,144480,32440.6,110297598,9919908,33132823,2755194,38043189,144480,53626,7056677,9794954,1576348,56769,835217,2600640,0,0
359,144480,36385.8,123711352,9947244,36395292,3983647,46407131,144480,53781,7328733,10135788,1706263,56761,835392,2600640,0,0
360,144480,36550.6,124271774,9998516,36936156,3956111,46114916,144480,53607,7427382,10562813,1762709,56776,835784,2600640,0,0
361,144480,36933.5,125573532,9907906,37089380,4047153,47335464,144480,53837,7423644,10562845,1742862,56775,835577,2600640,0,0
362,144480,32916.1,111914196,10053392,33392993,2859684,38781733,144480,53672,7108942,9912860,1577963,56787,836055,2600640,0,0
363,144480,39889.4,135623524,10800412,40829081,4358081,49707223,144480,53733,8394459,12436081,2054630,56818,836694,2600640,0,0
364,144480,32678.4,111105812,9808422,33613427,2837933,38343914,144480,53813,7107378,9840049,1584849,56831,836944,2600640,0,0
365,144480,38777.3,131842072,11624090,39658453,3641411,45097609,144480,53591,8083718,12857962,1782558,56869,837419,2600640,0,0
366,144480,32480.6,110433666,9843136,33191895,2791489,38094472,144480,53878,7143059,9815356,1599366,56933,838241,2600640,0,0
367,144480,32405.0,110176320,9834398,33030575,2804078,37970874,144480,53668,7156430,9701972,1557038,57003,839019,2600640,0,0
368,144480,32404.0,110172682,9805090,33192021,2782404,38033283,144480,53723,7108639,9724419,1564638,57018,838844,2600640,0,0
369,144480,32518.8,110563376,9862346,33159899,2818538,38203385,144480,53762,7171242,9665554,1599277,57039,838984,2600640,0,0
370,144480,32383.1,110102540,9821614,33219339,2777085,37797989,144480,53797,7083943,9660984,1770821,57036,839053,2600640,0,0
371,144480,36551.3,124273690,9961932,36646292,3933105,46651660,144480,53609,7361291,10289750,1746172,57060,839958,2600640,0,0
372,144480,32461.4,110368046,9809918,33064310,2798823,38167943,144480,53739,7102290,9732876,1584246,57058,839537,2600640,0,0
373,144480,32398.8,110155852,9874042,33014789,2772855,37942298,144480,53568,7126608,9730252,1558314,57084,840056,2600640,0,0
374,144480,36081.2,122676114,9888968,36026469,3882081,45923765,144480,53212,7313873,10072124,1667862,57077,840166,2600640,0,0
375,144480,53865.5,183140150,16076968,55877857,5808760,61782039,144480,53564,10682559,20108932,2232534,57139,841012,2600640,0,0
376,144480,33311.0,113253150,9918616,34750054,2803216,38883027,144480,53644,7547939,10545546,1737862,57163,841758,2600640,0,0
377,144480,36651.5,124610680,10557612,39526012,3044257,42531436,144480,53652,8363671,12807688,2013042,57178,841820,2600640,0,0
378,144480,48441.9,164698516,14046012,53265824,4499791,56572365,144480,53897,10735090,18766725,2097778,57196,842376,2600640,0,0
379,144480,41028.5,139496120,11614332,42057761,4306845,49500611,144480,53623,8701633,13453246,2038446,57207,842493,2600640,0,0
380,144480,34125.2,116025342,10207242,34989302,2963841,40195009,144480,53711,7480074,10506580,1659457,57264,843434,2600640,0,0
381,144480,36262.7,123292908,10041696,36441780,3776114,45341795,144480,53691,7432239,10628245,1702645,57287,843792,2600640,0,0
382,144480,34952.4,118837718,10339094,36201145,3190737,41029707,144480,53603,7961485,10735164,1747909,57320,844588,2600640,0,0
383,144480,54838.0,186447194,16127934,58485007,5372052,64591020,144480,53530,11309114,21267674,2050448,57359,845029,2600640,0,0
384,144480,50677.4,172300548,14884622,52626275,5171110,58629181,144480,53726,9915718,19299404,2020655,57388,845558,2600640,0,0
385,144480,33349.0,113385852,10252564,33979196,2913637,38904132,144480,53892,7178373,10208900,1616704,57406,845491,2600640,0,0
386,144480,41173.0,139985820,12182778,42771063,3909138,48177303,144480,53990,8713834,14281619,1817499,57407,845367,2600640,0,0
387,144480,37426.7,127250584,10149374,38065979,4046856,47266589,144480,53798,7608299,11017217,1826385,57416,845492,2600640,0,0
388,144480,32889.1,111822464,9923648,33690867,2841591,38637058,144480,53609,7285853,9982071,1581915,57420,845590,2600640,0,0
389,144480,32549.1,110666328,9897808,33005853,2863993,38272158,144480,53513,7102014,9650601,1566572,57412,845752,2600640,0,0
390,144480,32741.4,111320286,10101536,33207103,2816813,38235343,144480,53641,7089123,9796068,1570725,57430,845939,2600640,0,0
391,144480,32876.1,111778434,9949488,33653731,2899852,38449062,144480,53834,7149493,9944763,1598232,57463,846079,2600640,0,0
392,144480,32761.9,111390188,9892708,33491400,2853366,38454308,144480,53950,7110242,9963488,1600396,57511,847126,2600640,0,0
393,144480,36747.4,124940454,10001202,37283466,3925184,46214774,144480,53649,7722399,10718746,1768044,57525,847493,2600640,0,0
394,144480,32777.4,111442650,9897876,33491338,2832258,38519331,144480,53686,7128704,9974135,1572928,57523,847481,2600640,0,0
395,144480,32553.6,110682104,9851262,33222361,2819153,38077148,144480,53934,7092983,9758368,1580290,57564,848156,2600640,0,0
396,144480,32909.4,111891076,9957648,33633116,2820842,38626050,144480,53632,7319238,9903674,1608349,57566,848006,2600640,0,0
397,144480,35226.3,119769114,10115000,35519405,3576642,43244787,144480,53855,7327615,10143273,1645850,57587,848164,2600640,0,0
398,144480,33238.6,113010596,10036494,33991975,2925428,38788790,144480,53547,7225514,10256690,1579598,57608,848792,2600640,0,0
399,144480,32293.4,109782294,9957750,32825609,2761637,37778219,144480,53447,7115046,9541829,1551703,57596,848772,2600640,0,0
400,144480,32498.5,110494424,9846230,33270902,2799265,38049102,144480,53835,7061983,9781632,1572966,57582,848929,2600640,0,12213242257682058640
