frame,particulas,parede_us,cic_total,cic_vizinhanca,cic_transicao,cic_update,cic_movimento
456,144480,26467.7,89987223,9092920,24850557,2714433,37719202
457,144480,26568.8,90330997,9139333,25034902,2686567,37814730
458,144480,26471.1,89998742,9114347,24794334,2729170,37797735
459,144480,26226.4,89166871,9078214,24376059,2676060,37587699
460,144480,26741.7,90919196,9128368,25272079,2679161,38173141
461,144480,27841.8,94658551,9352523,26734368,2744460,39497760
462,144480,27174.9,92391594,9215004,25865586,2730658,38615728
463,144480,27000.2,91797673,9292868,25666031,2654335,38335147
464,144480,26875.7,91374110,9234988,25469002,2739756,38189130
465,144480,26856.5,91311318,9215788,25476314,2683935,38188326
466,144480,26650.9,90612788,9104357,25216552,2680878,37944174
467,144480,26826.5,91208231,9136083,25518342,2673025,38157389
468,144480,26533.4,90212098,9184671,24886491,2717176,37807355
469,144480,26230.0,89179054,9088708,24439433,2703835,37608959
470,144480,27572.7,93743951,9187193,26717892,2712606,38935969
471,144480,26649.7,90606974,9193925,25065603,2698304,38043806
472,144480,26959.2,91659472,9309088,25708554,2722540,38223736
473,144480,27348.5,92982140,9329806,25968022,2759488,38996879
474,144480,27969.8,95094327,9340596,26983810,2766696,39631938
475,144480,30757.2,104570088,9651937,30712681,2844480,43307044
476,144480,26475.9,90014893,9215390,24461106,2768884,38001140
477,144480,26573.8,90348098,9125725,24958933,2667565,37970358
478,144480,27486.8,93452639,9228050,26231654,2713080,39181183
479,144480,26651.4,90612195,9203307,25028495,2706233,38056024
480,144480,26673.1,90685601,9241449,24841583,2722157,38218599
481,144480,27096.5,92125408,9212781,25891226,2719373,38478035
482,144480,27492.9,93472590,9384150,26090685,2750833,39174064
483,144480,26186.8,89030440,9281324,24167522,2714812,37366824
484,144480,26152.4,88915146,9070029,24195792,2684283,37490518
485,144480,26378.5,89684554,9069143,24807520,2677480,37612754
486,144480,26690.0,90742628,9183269,25128419,2723107,37939218
487,144480,26963.0,91671141,9153412,25723563,2699318,38214230
488,144480,26905.5,91475974,9240099,25415607,2724273,38391258
489,144480,26700.7,90780646,9131829,25275769,2670244,37983910
490,144480,26626.3,90527856,9179155,25076758,2697322,37953728
491,144480,26541.6,90238510,9228950,24834019,2714532,37917208
492,144480,27419.2,93222470,9584416,25759960,2809631,39083664
493,144480,27178.9,92406663,9413965,25479046,2775265,38815284
494,144480,27268.8,92711846,9287171,25872962,2729747,38734304
495,144480,27251.9,92654216,9245481,26055109,2702988,38674050
496,144480,27227.7,92570894,9370596,25748081,2722070,38789014
497,144480,26839.4,91249847,9176764,25479053,2680293,38132196
498,144480,26842.2,91260006,9262376,25313236,2738166,38136247
499,144480,26562.0,90306857,9241345,24873398,2685151,37914486
500,144480,26470.9,89999632,9131519,24706936,2713209,37958367
501,144480,26954.0,91641322,9179582,25611909,2715439,38385193
502,144480,26533.0,90209712,9181322,24748363,2738074,38084881
503,144480,26860.1,91322158,9192806,25348924,2709341,38337408
504,144480,26897.9,91450039,9298547,25302905,2685797,38274600
505,144480,27339.8,92951812,9220393,26134781,2709234,38968217
506,144480,26885.6,91407600,9185890,25510283,2687580,38252721
507,144480,26692.9,90753820,9129292,25376239,2710984,37920999
508,144480,26705.4,90795505,9086485,25216965,2704740,38026102
509,144480,27563.5,93713114,9249487,26740628,2712180,38783688
510,144480,26434.2,89873935,9134603,24700423,2672522,37706601
511,144480,26901.8,91463598,9341596,25193414,2792791,38494462
512,144480,26486.3,90050633,9159426,24842625,2680653,37763859
513,144480,26674.2,90689520,9179211,24972450,2711764,38227645
514,144480,26982.3,91737033,9240844,25573638,2680329,38465844
515,144480,26785.1,91066750,9209788,25233754,2764878,38172544
516,144480,26954.4,91641860,9278626,25401382,2759454,38474188
517,144480,26656.4,90628592,9211436,25168425,2730880,38008641
518,144480,26809.2,91147745,9126202,25360465,2874834,38063472
519,144480,27339.4,92950690,9274324,26050079,2805151,38881773
520,144480,26509.2,90128255,9161799,24853112,2688361,37772564
521,144480,26865.1,91338036,9258016,25115422,2761781,38477934
522,144480,26929.4,91555677,9178026,25464936,2706788,38366566
523,144480,27351.7,92992891,9233533,26137713,2710525,38922747
524,144480,26722.3,90853044,9252660,24827028,2715280,38415005
525,144480,26522.7,90174359,9226562,24764501,2689331,37778391
526,144480,27161.7,92346788,9510753,25670277,2778493,38647948
527,144480,26637.8,90566304,9105302,25013520,2724575,38114748
528,144480,26622.8,90515005,9294916,24765676,2704218,37963694
529,144480,26812.5,91159876,9255000,25369621,2730523,38157870
530,144480,26516.7,90152701,9162800,24770132,2695457,37913787
531,144480,26498.4,90093404,9215282,24786304,2672289,37862989
532,144480,27008.5,91825868,9252144,25524140,2742447,38623869
533,144480,26616.2,90492463,9168377,25202537,2698332,37821301
534,144480,27206.5,92499720,9348796,25730262,2726347,38772196
535,144480,26923.9,91538065,9194255,25402187,2698731,38404072
536,144480,27752.5,94355610,9519691,26122942,3075749,38686512
537,144480,28271.7,96120751,9799408,26671105,2696326,39936625
538,144480,29085.8,98888527,9686495,28135853,2739920,41010171
539,144480,27325.0,92902314,9505626,25086505,2766302,39311304
540,144480,28438.5,96688517,10162188,25898088,2899283,41077476
541,144480,28868.1,98148310,10258983,27788057,2767892,40238310
542,144480,29441.2,100096272,10099333,27963460,2915121,41939851
543,144480,27147.7,92300956,9585833,24912500,2754369,38698772
544,144480,27240.5,92614402,9522071,25011459,2771056,39062249
545,144480,27397.8,93149698,9513522,25533210,2777588,39250305
546,144480,28594.4,97218920,9571382,26373476,3245011,41305568
547,144480,28699.0,97573880,9609330,26742093,2774739,41178591
548,144480,27060.2,92002130,9568765,24735896,2817209,38979054
549,144480,27110.0,92172028,9443470,24648380,2761122,39026286
550,144480,27104.2,92152988,9571712,25015101,2913697,38718460
551,144480,28034.2,95313628,9742425,26056854,2824301,39823293
552,144480,27495.0,93480858,9644089,25510256,2777427,39405513
553,144480,29726.3,101067142,10289484,27918150,2894054,42401912
554,144480,28124.6,95621260,9814516,26238979,2787948,40090967
555,144480,28855.2,98105433,9614702,26893705,2762487,41433872
556,144480,29453.8,100140846,10427653,28781762,2777821,40625545
557,144480,27254.7,92664008,9577240,25544088,2738246,38560004
558,144480,26897.9,91450987,9693609,24349155,2646738,37865365
559,144480,27246.6,92636842,9164557,25227141,2675478,39611854
560,144480,25770.6,87618204,9182359,23642035,2638183,36887389
561,144480,26150.3,88909456,8982050,24777771,2656669,37087897
562,144480,26699.5,90773707,9107083,24456615,2777247,38891809
563,144480,26880.4,91388770,9094928,25062574,2652791,38659431
564,144480,28107.9,95564069,9165630,27904957,2652311,40046972
565,144480,27882.1,94796179,9637855,26707265,2678424,39670050
566,144480,26989.8,91762634,9379676,25010609,2648172,38868102
567,144480,27788.4,94477735,9126787,27033542,2690576,39398752
568,144480,27060.9,92004850,9131105,25988718,2656617,38326359
569,144480,28035.2,95316957,9672934,26772449,2929706,39911028
570,144480,26575.7,90355986,9231360,24999214,2657744,37649455
571,144480,26844.4,91268954,9055760,25226622,2694810,38535433
572,144480,27080.9,92072884,9182136,25554307,2686362,38793801
573,144480,28918.0,98317627,10044827,27949854,3065727,40330596
574,144480,28127.2,95629213,10367917,25747222,2783656,40179157
575,144480,28613.7,97283690,9943238,27108233,2653799,41276781
576,144480,26801.4,91122244,9097620,25019354,2668801,38026559
577,144480,26745.8,90933612,9070732,25286938,2684154,38187980
578,144480,27514.0,93543993,9656800,25830372,2667750,39234430
579,144480,26600.6,90439558,9448534,25058623,2629765,37629314
580,144480,27521.5,93572522,9601719,26269039,2739949,38104144
581,144480,27371.4,93060958,9615608,25983008,2703578,38752782
582,144480,26533.6,90211145,9024190,24970428,2682508,37906281
583,144480,27474.9,93412413,9272158,25522205,2734587,39722008
584,144480,27890.6,94825351,9738045,25902958,3049125,39257729
585,144480,26694.0,90756370,9054136,24981388,2646530,38223646
586,144480,27776.0,94435133,9087008,25888983,2651259,40551584
587,144480,26504.3,90112614,9003236,25077892,2635924,37471139
588,144480,27253.3,92659010,9606855,25889178,3315449,38253304
589,144480,26867.6,91347321,9465631,24636302,2645528,38809875
590,144480,26411.7,89797128,9077182,24506696,2676942,37507413
591,144480,27288.7,92779336,9114975,25257018,2652730,39933774
592,144480,28075.9,95455136,9338876,26746680,2711595,40331350
593,144480,27648.0,94000378,9248149,25997415,2695869,39679554
594,144480,26929.5,91556849,9198838,25206766,2677518,38642664
595,144480,27581.5,93772816,9584493,25831223,2822828,39326260
596,144480,31931.3,108562989,10452362,30268008,3022080,46112266
597,144480,27367.2,93045114,9468849,25895874,2666754,38950550
598,144480,27148.0,92299899,9768202,24836281,2666613,39124384
599,144480,27864.3,94735118,9510824,26038490,2638579,40300153
600,144480,26545.2,90251606,9562140,24797738,2630936,37993455
