frame,particulas,parede_us,cic_total,cic_vizinhanca,cic_transicao,cic_update,cic_movimento,tp_portao_visto,tp_portao_passou,cic_tp_conveccao,cic_tp_calor,cic_tp_mudanca,conf_particulas,conf_celulas,conf_marcas,tp_isotermico,checksum
208,144480,30581.8,103975808,9563588,28057527,2757605,37783056,144480,53651,5167920,7896386,1580180,53114,777093,2600640,18945,0
209,144480,30145.3,102490858,9556788,27367491,2741002,37288750,144480,53500,5015372,7558818,1545064,53132,778110,2600640,18978,0
210,144480,34532.3,117404323,10067479,34336738,2900146,42307530,144480,53814,6477873,10519503,2017484,53151,778702,2600640,18751,0
211,144480,31479.7,107029654,9675856,29805635,2794288,38767860,144480,53758,5464801,8675785,1728527,53192,779408,2600640,18826,0
212,144480,35047.4,119158872,9683132,31763136,4519065,46724293,144480,53647,5903979,9093788,1817908,53215,779656,2600640,18674,0
213,144480,35179.5,119610212,9728285,32154869,4381746,46651119,144480,53823,6171600,9319724,1882690,53225,780054,2600640,18787,0
214,144480,34807.2,118344480,9774082,30298767,4871232,46593318,144480,53755,5690364,8260822,1675580,53301,781307,2600640,18549,0
215,144480,34745.3,118133544,10039010,29991253,4560303,46559241,144480,53585,5624721,8077465,1663375,53306,781401,2600640,18597,0
216,144480,31145.2,105893476,9840586,28112899,2854162,38633756,144480,53850,5079309,7820111,1563999,53300,781223,2600640,18817,0
217,144480,34425.0,117044864,9808490,29730380,4556719,46089285,144480,53483,5582492,8148823,1628593,53325,781799,2600640,18520,0
218,144480,36004.7,122416155,10232470,31916351,4693939,47476143,144480,53749,5727844,8849775,1807962,53334,782282,2600640,18507,0
219,144480,35140.3,119476821,10185555,30839676,4598561,46385945,144480,53880,5727314,8583754,1765281,53414,783365,2600640,18505,0
220,144480,34518.7,117363274,9869418,29919550,4581616,46054081,144480,54050,5740045,8139079,1640710,53423,783698,2600640,18438,0
221,144480,36153.1,122920344,10129076,32212386,4655295,47858155,144480,53606,5924743,9160560,1824868,53469,784409,2600640,18179,0
222,144480,34681.8,117917816,10103882,29985141,4553978,45984824,144480,53419,5627527,8213047,1671852,53493,784836,2600640,18364,0
223,144480,35420.7,120429565,10081306,31035472,4628831,47156209,144480,53525,5722629,8765610,1698918,53503,784636,2600640,18181,0
224,144480,35398.8,120355687,10173893,30596064,4849292,47416069,144480,53724,5667911,8382153,1699149,53540,785264,2600640,18139,0
225,144480,51335.7,174540496,15552110,48749380,5293437,63472347,144480,53708,7353584,16572721,2157800,53602,786412,2600640,18122,0
226,144480,44545.5,151451744,13096770,42869626,4714080,54827180,144480,53475,7018066,13810061,2450178,53673,787380,2600640,17994,0
227,144480,36113.4,122785206,10093172,32518702,4662595,47469358,144480,53751,5936222,9185242,1833852,53685,787739,2600640,18092,0
228,144480,34583.8,117584512,9933440,30098337,4582513,45834755,144480,53951,5598283,8254920,1668568,53719,788506,2600640,18089,0
229,144480,34586.9,117595902,9851398,29840033,4605560,46376006,144480,53765,5574665,8213716,1631178,53779,789278,2600640,18062,0
230,144480,30687.9,104338486,9757966,27830239,2794714,38023843,144480,53667,5048217,7810262,1530113,53829,790418,2600640,17934,0
231,144480,35286.2,119972913,9993178,30633734,4778587,47138721,144480,53676,5646204,8505667,1680580,53836,790526,2600640,17924,0
232,144480,35319.2,120085178,9928034,30404455,4944697,47537766,144480,53852,5608885,8340493,1673675,53847,791188,2600640,18028,0
233,144480,30885.4,105010496,9843546,28080434,2807883,38108051,144480,53684,5078858,7771302,1562659,53845,791209,2600640,17930,0
234,144480,34624.1,117721634,9857110,29842145,4581523,46557771,144480,53647,5559334,8202593,1650126,53869,791515,2600640,17716,0
235,144480,34818.4,118382356,10936372,31631722,3379610,42692702,144480,53992,5374424,9516971,1705855,53865,791754,2600640,17714,0
236,144480,30969.6,105296572,9835690,28032170,2809576,38306857,144480,53768,5078211,7876079,1542301,53937,792771,2600640,17592,0
237,144480,35262.1,119890907,9898590,30317794,4930495,47533710,144480,53612,5603002,8302286,1644986,53952,792895,2600640,17619,0
238,144480,35072.9,119247491,9840892,30252436,4899089,47362451,144480,53908,5596817,8290988,1764485,53958,793067,2600640,17538,0
239,144480,34494.1,117279906,9853472,29825560,4549636,46181150,144480,53852,5569207,8300573,1676762,54003,793558,2600640,17439,0
240,144480,37799.0,128516132,10744136,33935956,5089919,49778869,144480,53714,5778584,9416942,1851116,54020,793842,2600640,17466,0
241,144480,30830.1,104822000,9842626,28011495,2803352,38060530,144480,53821,5081252,7847839,1548491,54060,794156,2600640,17253,0
242,144480,34923.1,118737826,10063762,30486518,4524782,46348176,144480,53661,5545019,8540757,1631043,54069,794271,2600640,17336,0
243,144480,30674.2,104292314,9869350,27829039,2797911,37811109,144480,53921,5037275,7787531,1544914,54095,794739,2600640,17320,0
244,144480,30759.1,104580566,9734880,28131452,2785716,37907440,144480,53665,5085509,7952347,1541995,54107,794636,2600640,17196,0
245,144480,30938.7,105191104,9795706,28140899,3013146,38093260,144480,53684,5055315,7856430,1535489,54143,795028,2600640,17318,0
246,144480,30997.4,105390888,9781494,28273873,2816218,38268002,144480,53549,5085049,7958740,1540774,54170,795803,2600640,17083,0
247,144480,30792.2,104693004,9870200,27968188,2797959,38047752,144480,53630,5053882,7821333,1549421,54201,796507,2600640,17023,0
248,144480,35255.7,119869246,9882576,30393588,5060935,47281572,144480,53588,5649171,8474508,1648682,54208,796753,2600640,17018,0
249,144480,32520.7,110569904,10065972,29825556,3157094,40315345,144480,53602,5491083,8609833,1663325,54210,797099,2600640,16900,0
250,144480,31291.0,106388756,9865542,28467638,3026293,38616119,144480,53737,5149422,8011232,1585753,54253,797541,2600640,16894,0
251,144480,35375.4,120276345,9915726,30661488,4894815,47559737,144480,53503,5729718,8582877,1671006,54278,798106,2600640,16817,0
252,144480,30728.8,104478260,9817568,27904443,2794922,37933645,144480,53660,5039373,7815417,1540922,54343,799248,2600640,16810,0
253,144480,30768.2,104611506,9776258,27923660,2777983,38001797,144480,53502,5053329,7889305,1530227,54362,799611,2600640,16768,0
254,144480,35390.2,120326722,10055568,30684639,4830167,47462521,144480,53620,5695229,8537397,1664855,54397,799922,2600640,16788,0
255,144480,32155.2,109327884,10003412,29569073,3071506,39514947,144480,53766,5356296,8439727,1637464,54377,799724,2600640,16725,0
256,144480,30875.2,104975646,9745828,28127073,2899024,38132780,144480,53880,5078405,8007845,1569867,54383,799471,2600640,16851,0
257,144480,30743.6,104527968,9734642,27996431,2787109,38023919,144480,53876,5031386,7950726,1540496,54377,799784,2600640,16664,0
258,144480,30912.3,105101446,9857076,28167135,3013720,38021075,144480,53847,5044941,8016008,1541005,54398,799863,2600640,16751,0
259,144480,31658.7,107638866,10134516,28842769,2896958,39009406,144480,53621,5160416,8300370,1563791,54411,799862,2600640,16448,0
260,144480,31191.0,106048966,9844904,28552187,2811359,38518758,144480,53861,5112976,8183436,1603794,54461,800821,2600640,16550,0
261,144480,30886.3,105013284,9781052,28412612,2782746,37973067,144480,53769,5049053,7965272,1535977,54534,801757,2600640,16462,0
262,144480,30770.5,104619292,9749160,28117642,2797006,37969620,144480,53887,5078091,8052604,1540408,54527,801795,2600640,16404,0
263,144480,30789.5,104684266,9690408,28181676,2771779,38015307,144480,53700,5037636,8124716,1555288,54534,801699,2600640,16365,0
264,144480,39590.7,134607977,11106542,36608302,4891335,51121239,144480,53835,6075001,10876089,2291300,54574,802403,2600640,16403,0
265,144480,31112.1,105780834,9915182,28449399,2849592,38239913,144480,53707,5108969,8136412,1548268,54580,802184,2600640,16196,0
266,144480,33895.1,115242864,9946258,29802345,4172660,44415142,144480,53813,5379717,8416056,1624797,54581,802502,2600640,16306,0
267,144480,35415.7,120413250,10042954,30902066,4941809,47353464,144480,53696,5717529,8719149,1700453,54577,802757,2600640,16166,0
268,144480,33687.6,114537058,10615820,30860242,3232968,41422829,144480,53618,5385623,9059481,1717064,54597,803077,2600640,16189,0
269,144480,34798.1,118313608,9976994,30344844,4478109,46263035,144480,54067,5582809,8579307,1662111,54646,803606,2600640,16247,0
270,144480,30889.7,105024572,9780848,28189915,2793763,38003728,144480,53458,5107103,8023507,1560886,54682,804053,2600640,15935,0
271,144480,30889.1,105023144,9747766,28437891,2775742,37844442,144480,53807,5065738,8264092,1552140,54712,804462,2600640,16013,0
272,144480,30776.8,104641120,9746576,28123316,2774315,37805070,144480,53696,5060625,8069845,1544378,54702,804753,2600640,15973,0
273,144480,30815.1,104771170,9789620,28072426,2785103,37851682,144480,53538,5056033,7982707,1531126,54718,805011,2600640,15946,0
274,144480,35273.4,119929289,9918990,30386536,4848022,47555032,144480,53690,5594737,8558064,1663908,54710,804998,2600640,15923,0
275,144480,33559.3,114101246,9925110,29628579,4053146,43742102,144480,53537,5314095,8368429,1591697,54734,805206,2600640,15857,0
276,144480,30916.5,105115590,9837594,28356522,2782576,38011920,144480,53853,5049844,8211597,1545217,54838,806319,2600640,15786,0
277,144480,30834.9,104838898,9755076,28340175,2778248,37870109,144480,53690,5069934,8067769,1540722,54839,806536,2600640,15771,0
278,144480,30922.7,105136806,9766704,28245451,2789279,38186190,144480,53680,5068674,8105129,1533928,54884,806904,2600640,15695,0
279,144480,31581.7,107377338,9985222,28854033,2835459,39042677,144480,53843,5132079,8359626,1563260,54873,806381,2600640,15697,0
280,144480,30782.8,104660874,9781664,28070943,2768648,37884303,144480,53689,5042023,8033857,1551910,54892,807079,2600640,15620,0
281,144480,31091.5,105710758,9826680,28545321,2797619,38300709,144480,53758,5084095,8233975,1569144,54917,807423,2600640,15586,0
282,144480,31088.8,105701338,9873528,28413601,2796238,38132630,144480,53811,5098765,8184862,1555530,54947,808393,2600640,15563,0
283,144480,30862.6,104932228,9756640,28234399,2788229,38115447,144480,53896,5059223,8105736,1557557,54916,807491,2600640,15606,0
284,144480,37290.5,126787513,10498588,34428551,4612801,48258437,144480,53854,5991897,10194253,1911310,54945,807877,2600640,15365,0
285,144480,31512.9,107143214,9997972,28971371,2895304,38728399,144480,53579,5246083,8330468,1574503,54972,808087,2600640,15433,0
286,144480,31073.7,105649900,9876762,28457091,2847914,38216758,144480,53736,5064790,8291458,1575933,54988,808746,2600640,15362,0
287,144480,50949.6,173224900,15506652,49002681,5246891,62159779,144480,53670,7354383,17161596,2177326,55025,809444,2600640,15338,0
288,144480,52569.4,178732327,15178994,53042865,5766604,63995171,144480,53534,7763181,17809190,2895216,55050,809425,2600640,15183,0
289,144480,32938.2,111989472,10440380,30017078,3072789,40467796,144480,53743,5175034,8877907,1619291,55077,809636,2600640,15212,0
290,144480,31313.2,106464608,9875912,28741789,2847912,38474111,144480,53707,5190484,8343740,1554348,55120,810318,2600640,15238,0
291,144480,31026.6,105489658,9771226,28473789,2823323,38192952,144480,53979,5069371,8197547,1546553,55130,810706,2600640,15349,0
292,144480,34044.4,115750688,10006234,29857974,4265682,44812029,144480,53898,5474191,8533991,1631293,55128,810802,2600640,15012,0
293,144480,31020.7,105470074,9885296,28411888,2792460,37983544,144480,53917,5080733,8197902,1544890,55154,810991,2600640,15228,0
294,144480,34465.2,117181986,9799650,29920152,4516559,45947802,144480,53862,5572193,8582823,1617900,55144,811182,2600640,14910,0
295,144480,30816.2,104774604,9738280,28251642,2790817,37955784,144480,53545,5083441,8139883,1539284,55176,811580,2600640,14927,0
296,144480,31559.1,107300430,9946700,29095973,2883120,38812249,144480,53764,5108792,8652546,1571691,55197,812183,2600640,14853,0
297,144480,31848.9,108286022,10010450,29119818,2897602,39521726,144480,53765,5263083,8531844,1587276,55259,812850,2600640,14836,0
298,144480,35098.3,119334152,10079708,30965001,4500980,46478142,144480,53773,5686538,9032568,1743843,55285,813594,2600640,14754,0
299,144480,30976.0,105317890,9745318,28332982,2889470,38155988,144480,53775,5046759,8236795,1542014,55316,813690,2600640,14759,0
300,144480,31178.3,106006084,9881114,28569403,2854431,38319035,144480,53384,5086159,8336582,1534592,55352,814310,2600640,14605,4285852905068109949
301,144480,35567.5,120929166,10059240,31189595,4772426,47548088,144480,53522,5741952,9108528,1714358,55387,814837,2600640,14574,0
302,144480,31044.4,105550654,9910388,28514391,2809667,38167396,144480,53884,5071618,8306346,1550554,55400,815289,2600640,14602,0
303,144480,54185.4,184226757,15956268,52719010,6196238,65630052,144480,53922,7249745,18189715,2615077,55455,816078,2600640,14582,0
304,144480,48017.0,163257018,14889450,43720047,5258871,58251880,144480,53789,6281721,15183213,2011281,55466,816027,2600640,14411,0
305,144480,32560.7,110705462,10434090,29918439,3004269,39924024,144480,53639,5296296,8950141,1601616,55481,816235,2600640,14564,0
306,144480,31544.3,107248586,9955846,29019197,2861525,38808098,144480,53890,5118491,8581467,1563092,55528,816779,2600640,14595,0
307,144480,34661.0,117846924,9864318,30327078,4648685,45956276,144480,54009,5596443,8775461,1654152,55554,816959,2600640,14547,0
308,144480,35750.2,121549626,11158596,33470784,3381278,43616438,144480,53723,5630238,10594569,1750732,55580,817605,2600640,14333,0
309,144480,51547.1,175258916,15529568,50000274,5235330,63305177,144480,53909,7429155,17654272,2118160,55621,817669,2600640,14409,0
310,144480,46484.3,158044345,13437956,45885161,4865793,56503488,144480,53852,6936162,16183730,2498561,55657,817890,2600640,14344,0
311,144480,32372.1,110064562,10275072,29904275,3029978,39595276,144480,53700,5403969,8873888,1651191,55685,818888,2600640,14264,0
312,144480,35785.4,121670054,10219720,31458242,4626231,47239029,144480,53958,5705549,9136055,1704190,55702,819280,2600640,14292,0
313,144480,31896.2,108446264,10118978,29246980,2916409,39289598,144480,53764,5188835,8664607,1573612,55734,819258,2600640,14288,0
314,144480,36481.1,124035100,10309548,32823590,4736840,48045651,144480,53665,5824278,9952924,1820369,55773,819811,2600640,14181,0
315,144480,35296.3,120006026,10224208,31658760,4356608,45754340,144480,53988,5774588,9355078,1767712,55796,819830,2600640,14219,0
316,144480,32363.6,110035696,10224684,29990375,2968387,39369141,144480,54013,5315738,9029276,1584134,55792,819905,2600640,14243,0
317,144480,35853.1,121899676,10472238,32414177,4436283,46501043,144480,53648,5800050,9719338,1823792,55794,820029,2600640,14106,0
318,144480,32662.7,111052772,10422904,30261751,3047905,39713068,144480,53840,5454606,9031295,1593670,55848,820675,2600640,14046,0
319,144480,32046.8,108958820,10110682,29761979,2929446,39109199,144480,53891,5174340,8948719,1593766,55864,820958,2600640,13880,0
320,144480,36244.4,123230218,10298464,32262043,4556141,47719285,144480,53795,5794296,9609704,1825137,55901,821309,2600640,14165,0
321,144480,31639.9,107575252,9999842,29293079,2894546,38654861,144480,53828,5123064,8774513,1562179,55910,821668,2600640,13986,0
322,144480,31051.4,105574590,9937894,28489720,2796824,38112468,144480,53457,5079851,8372231,1531818,55908,821781,2600640,13945,0
323,144480,30910.2,105094612,9821172,28385440,2770454,37968357,144480,53561,5075731,8320910,1533114,55946,822277,2600640,13849,0
324,144480,31023.7,105480204,9840992,28580632,2842281,37957916,144480,53696,5096583,8376299,1544793,55972,822385,2600640,13844,0
325,144480,30931.9,105168460,9870540,28509998,2771620,37787526,144480,53546,5089534,8375738,1531159,56015,822912,2600640,13671,0
326,144480,35114.1,119387572,9979952,30921740,4610762,46497769,144480,53790,5614668,9020290,1679668,56025,823383,2600640,13772,0
327,144480,30975.5,105316598,9931162,28601276,2796411,37873147,144480,53661,5072930,8442382,1553022,55992,822909,2600640,13660,0
328,144480,33295.4,113203204,10552444,30643261,3136324,40572030,144480,53668,5258956,9385458,1612418,56045,823469,2600640,13593,0
329,144480,32154.3,109324450,10110376,29804171,2965173,39180565,144480,53686,5180394,8868483,1570371,56094,824359,2600640,13600,0
330,144480,39954.6,135842988,11550888,37295696,4776872,50656119,144480,53728,6268185,11570286,1984605,56145,825275,2600640,13356,0
331,144480,37428.3,127254452,11717488,34282887,3788099,45616305,144480,53739,5563849,10878686,1701595,56143,825617,2600640,13492,0
332,144480,40595.3,138023578,12342584,38722409,4119204,49382458,144480,54029,6228735,12877813,1930408,56190,826023,2600640,13517,0
333,144480,41508.1,141127376,11601990,38596658,5272299,53273758,144480,53863,6360061,11484085,2163438,56232,826264,2600640,13494,0
334,144480,49153.4,167121736,13524248,48792668,5866255,61183078,144480,53653,6906557,15203678,2623817,56247,826570,2600640,13243,0
335,144480,41401.5,140765001,11888069,38482707,5086308,52673921,144480,54347,6038826,11499719,2081876,56265,826703,2600640,13373,0
336,144480,50527.4,171790069,13559537,50217290,6258325,63037314,144480,53517,7084093,15275541,2673319,56264,826838,2600640,13175,0
337,144480,34992.2,118970689,10804897,32531384,3566443,43269026,144480,53690,5698457,9780553,1807650,56283,827129,2600640,13205,0
338,144480,37137.6,126267534,10822234,33503595,4568304,47660114,144480,54020,5724925,9817428,1810136,56341,827914,2600640,13284,0
339,144480,42509.4,144531859,12196072,40668005,5092070,53666861,144480,53747,6332709,12374519,2228198,56368,828461,2600640,13289,0
340,144480,54049.2,183763407,15835908,54628814,5641757,65627262,144480,53301,7865456,19054782,2468982,56385,828715,2600640,13026,0
341,144480,43814.2,148965119,12790052,42307117,4413997,53309369,144480,54008,6936407,14541063,2034920,56369,828554,2600640,13230,0
342,144480,46995.9,159783476,12975074,46616478,5390227,58660501,144480,53771,6885086,14857924,2560594,56408,829336,2600640,12976,0
343,144480,33283.8,113164478,10314818,30296708,3327920,41308096,144480,53660,5346860,9192938,1644081,56433,829958,2600640,12929,0
344,144480,45182.8,153618188,13491098,45978066,4440235,53837958,144480,53886,7159525,16237500,2351940,56463,830153,2600640,12928,0
345,144480,32504.2,110513192,10316246,30235884,3049362,39499304,144480,53728,5168003,9240930,1600743,56499,830247,2600640,12881,0
346,144480,35556.6,120892406,10061654,31300454,4861308,47181402,144480,53605,5614803,9280491,1688040,56497,830399,2600640,12781,0
347,144480,37212.9,126523758,11195415,35475203,4065502,45095288,144480,53513,5813732,11239179,2012020,56488,830429,2600640,12656,0
348,144480,32130.4,109242720,10065768,29830730,3133658,39232001,144480,53652,5177322,8997512,1575943,56503,830758,2600640,12921,0
349,144480,31972.4,108705718,10104868,29537811,2919302,39026861,144480,53620,5156474,8932673,1558355,56524,831312,2600640,12866,0
350,144480,32195.7,109464870,10187726,29828429,2939932,39243903,144480,53767,5150305,9042988,1574291,56549,831567,2600640,12783,0
351,144480,38301.1,130221326,10899448,36874517,4293062,47992984,144480,53624,6267684,11911046,2102623,56591,832261,2600640,12644,0
352,144480,32577.6,110763398,10282416,30292775,3045242,39533171,144480,53682,5235894,9361821,1582677,56633,832548,2600640,12696,0
353,144480,31795.0,108102558,10045504,29308267,2901917,38893492,144480,53498,5161189,8780454,1555693,56654,832800,2600640,12645,0
354,144480,35464.9,120578926,11002944,33590535,3283174,43021769,144480,53844,5576760,10712902,1803085,56687,833066,2600640,12655,0
355,144480,51807.9,176142134,15549594,50621990,5266140,63250993,144480,53636,7449692,18258630,2105679,56709,833851,2600640,12473,0
356,144480,48931.9,166365806,14249910,50668195,4859221,58440798,144480,53967,7988830,18602854,2405618,56698,833523,2600640,12442,0
357,144480,35746.9,121538851,10295064,33508837,4113020,45206194,144480,53656,6025329,10540673,1924034,56765,834466,2600640,12339,0
358,144480,31753.5,107961356,10083754,29352314,2913450,38655024,144480,53626,5129623,8874625,1558860,56769,835217,2600640,12361,0
359,144480,35891.6,122031208,10492604,34399270,3733674,44565405,144480,53781,6048418,10941490,1986404,56761,835392,2600640,12455,0
360,144480,31946.6,108617726,10102998,29607600,2893428,38846625,144480,53607,5189429,8986854,1563350,56776,835784,2600640,12280,0
361,144480,36605.9,124459584,10527114,32757414,4641583,47942314,144480,53837,5696788,9799035,1776225,56775,835577,2600640,12293,0
362,144480,31250.0,106249524,10110206,28950783,2804412,37992634,144480,53672,5101880,8693485,1543209,56787,836055,2600640,12196,0
363,144480,31950.8,108632380,10105412,29728761,2900833,38861994,144480,53733,5294075,9055751,1559378,56818,836694,2600640,12243,0
364,144480,33157.4,112733970,10433750,30836445,3041257,40290115,144480,53813,5270325,9546023,1624796,56831,836944,2600640,12226,0
365,144480,34137.4,116064882,10933448,31613620,3222400,41335707,144480,53591,5363494,9964437,1614201,56869,837419,2600640,12087,0
366,144480,34801.4,118320309,10219720,34829559,3116751,41794979,144480,53878,6159450,11261222,2030443,56933,838241,2600640,12065,0
367,144480,31544.2,107249736,10098510,29253271,2846704,38370004,144480,53668,5167488,8786784,1557229,57003,839019,2600640,12046,0
368,144480,34012.8,115643006,10902372,31633161,3107576,41060925,144480,53723,5471853,9926431,1657478,57018,838844,2600640,11926,0
369,144480,53769.3,182813122,14960850,55727429,5571144,65507456,144480,53762,8229193,18667989,2913676,57039,838984,2600640,11971,0
370,144480,34932.1,118764924,10246376,33397676,3763604,43253761,144480,53797,5993434,10616796,1915701,57036,839053,2600640,11942,0
371,144480,31412.7,106802534,9900664,29130157,2833164,38409330,144480,53609,5152166,8712331,1554459,57060,839958,2600640,11909,0
372,144480,34332.5,116728222,10365750,32970192,3388370,42053366,144480,53739,5811594,10523385,1901498,57058,839537,2600640,11837,0
373,144480,34659.7,117838442,10176932,33573562,3490452,42647216,144480,53568,5958863,10897290,1969218,57084,840056,2600640,11800,0
374,144480,34279.4,116547512,10169264,33011401,3451648,42014131,144480,53212,5947525,10468468,1919812,57077,840166,2600640,11715,0
375,144480,34119.6,116006334,10089704,30481071,4061851,43552675,144480,53564,5534322,9183119,1683400,57139,841012,2600640,11794,0
376,144480,39634.7,134754722,11880762,39684056,3906057,47692961,144480,53644,6485169,13482198,2168212,57163,841758,2600640,11625,0
377,144480,39065.4,132817243,11469798,38818658,3802261,47591169,144480,53652,6757076,12938676,2080729,57178,841820,2600640,11606,0
378,144480,40398.3,137350279,11795620,41059673,3725363,48298271,144480,53897,6891808,14278225,2200143,57196,842376,2600640,11535,0
379,144480,32070.5,109039326,10323080,29765057,2916400,38973624,144480,53623,5236718,9096042,1562032,57207,842493,2600640,11446,0
380,144480,32327.3,109912752,10245968,30146935,2949601,39311076,144480,53711,5352654,9174372,1581540,57264,843434,2600640,11426,0
381,144480,53928.4,183351290,15099332,55314181,5697810,65014599,144480,53691,7778186,19784887,2964690,57287,843792,2600640,11512,0
382,144480,54099.7,183934900,15715922,58511631,5256092,63490104,144480,53603,8503964,21564084,2557712,57320,844588,2600640,11385,0
383,144480,34520.4,117366368,10781230,32024818,3193448,41974525,144480,53530,5401940,10085394,1653485,57359,845029,2600640,11464,0
384,144480,37609.6,127871694,10538300,34690943,4424657,48362588,144480,53726,6153269,10801802,1973302,57388,845558,2600640,11342,0
385,144480,47230.0,160576434,13042876,51203307,4310528,56250855,144480,53892,8420135,17981341,2815473,57406,845491,2600640,11492,0
386,144480,55459.0,188557439,16793586,54958978,5677514,66503344,144480,53990,7858920,20479797,2424345,57407,845367,2600640,11515,0
387,144480,48576.4,165156938,14494948,49363161,4701743,57608674,144480,53798,7709126,18123405,2241961,57416,845492,2600640,11313,0
388,144480,45495.9,154682714,13791163,45170543,4734787,53984531,144480,53609,7035688,16093222,2487900,57420,845590,2600640,11426,0
389,144480,38644.4,131387633,11457286,39127418,3516503,46756684,144480,53513,6837825,13223498,2179149,57412,845752,2600640,11180,0
390,144480,38354.0,130400154,11248628,37776607,3959341,46829130,144480,53641,6407284,12582519,2097611,57430,845939,2600640,11274,0
391,144480,53871.1,183158450,16623046,55477348,5423209,63289432,144480,53834,7974337,20985571,2702548,57463,846079,2600640,11304,0
392,144480,33018.1,112257502,9973730,32210848,2845557,39981794,144480,53950,5823762,10159686,1974260,57511,847126,2600640,11147,0
393,144480,40539.2,137829851,11742920,41193623,3976184,48606588,144480,53649,7167521,13980777,2347974,57525,847493,2600640,11164,0
394,144480,33567.5,114129298,10320190,31970795,3419403,40886810,144480,53686,5492804,10231021,1831111,57523,847481,2600640,11030,0
395,144480,34545.6,117454530,10914714,32184359,3256910,41962155,144480,53934,5500912,10191386,1667907,57564,848156,2600640,11225,0
396,144480,38550.1,131066160,11031096,37497927,4256342,48619688,144480,53632,6512512,12395098,2166058,57566,848006,2600640,11050,0
397,144480,31577.6,107363228,9898182,29325194,2953146,38516099,144480,53855,5222697,8909506,1573588,57587,848164,2600640,11019,0
398,144480,38591.9,131212173,11241760,35677003,4642156,49172319,144480,53547,5969869,11336298,2005795,57608,848792,2600640,10822,0
399,144480,31530.9,107205026,9968290,29397398,2839155,38369600,144480,53447,5192768,8982553,1545756,57596,848772,2600640,10926,0
400,144480,38647.1,131400075,11024398,35518524,4767066,49537458,144480,53835,5935351,10941472,2020070,57582,848929,2600640,10986,3469041859603128757
