frame,moved,max_cheb,max_elem,gt1,gt2,gt4,gt8,gt16,gt32,gt64
500,768,97.00,OIL,624,541,431,309,149,5,1
501,741,80.00,OIL,591,526,403,274,152,4,1
502,722,88.00,OIL,583,523,418,284,143,6,1
503,722,46.00,OIL,566,496,402,274,144,2,0
504,758,127.00,OIL,605,538,439,307,157,3,1
505,798,104.00,OIL,641,554,439,298,171,3,1
506,780,64.00,OIL,624,551,434,308,156,4,0
507,781,96.00,OIL,632,533,421,307,141,4,2
508,714,73.00,OIL,551,472,376,265,140,2,1
509,750,47.00,OIL,570,477,383,266,124,2,0
510,764,46.00,OIL,594,520,410,294,140,3,0
511,752,30.00,WATR,600,523,427,305,138,0,0
512,735,55.00,OIL,576,493,402,263,130,10,0
513,762,67.00,OIL,604,510,408,265,132,4,1
514,747,88.00,OIL,600,510,409,261,128,2,1
515,762,52.00,OIL,614,532,433,292,146,6,0
516,807,59.00,OIL,657,567,448,332,168,5,0
517,864,134.00,OIL,698,608,491,361,187,11,6
518,813,52.00,OIL,640,565,463,330,161,5,0
519,755,40.00,OIL,602,519,415,301,156,1,0
520,727,134.00,OIL,570,471,378,283,141,6,3
521,698,125.00,OIL,562,490,381,281,145,4,1
522,713,100.00,OIL,551,470,360,260,138,5,4
523,816,90.00,OIL,652,567,456,354,171,4,2
524,727,109.00,OIL,572,478,388,278,145,4,1
525,720,48.00,OIL,565,486,389,270,134,2,0
526,739,167.00,OIL,608,531,439,328,166,4,3
527,759,78.00,OIL,625,543,444,321,167,4,3
528,733,57.00,OIL,586,520,420,297,151,3,0
529,826,112.00,OIL,669,588,485,359,205,13,7
530,871,80.00,OIL,726,655,542,392,210,6,2
531,886,62.00,OIL,737,655,534,370,175,4,0
532,910,126.00,OIL,761,677,569,408,184,6,3
533,858,56.00,OIL,723,658,524,362,175,2,0
534,872,163.00,OIL,734,656,565,404,220,10,5
535,782,105.00,OIL,641,570,466,321,152,7,3
536,769,73.00,OIL,611,553,453,317,140,5,2
537,742,107.00,OIL,620,543,450,340,172,7,1
538,721,95.00,OIL,611,540,437,306,144,5,2
539,750,120.00,OIL,632,566,461,348,173,6,2
540,684,157.00,OIL,570,504,413,301,147,5,1
541,719,131.00,OIL,591,532,441,333,149,8,2
542,636,42.00,OIL,529,458,376,277,124,1,0
543,672,52.00,OIL,543,488,407,307,151,1,0
544,697,54.00,OIL,575,507,445,351,173,6,0
545,709,32.00,OIL,587,522,453,322,180,0,0
546,701,92.00,OIL,594,539,464,343,174,4,2
547,715,72.00,OIL,589,523,446,325,171,3,1
548,714,112.00,OIL,586,531,461,329,153,3,1
549,688,73.00,OIL,550,486,420,312,145,4,1
550,639,141.00,OIL,532,475,404,291,138,7,2
551,680,161.00,OIL,579,515,430,313,156,5,3
552,675,92.00,OIL,549,496,422,304,123,3,3
553,661,73.00,OIL,536,483,397,283,143,9,1
554,608,65.00,OIL,498,453,387,264,129,8,1
555,620,35.00,OIL,511,464,388,286,133,1,0
556,685,115.00,OIL,574,516,434,310,154,7,1
557,744,115.00,OIL,635,575,493,351,186,5,2
558,727,82.00,OIL,609,556,483,376,193,8,3
559,753,129.00,OIL,646,586,496,373,177,5,4
560,745,114.00,OIL,653,581,497,375,196,4,2
561,746,164.00,OIL,630,575,492,359,176,7,1
562,736,106.00,OIL,626,582,501,401,212,1,1
563,695,122.00,OIL,584,535,478,362,188,8,1
564,711,102.00,OIL,612,565,500,381,210,9,2
565,744,63.00,OIL,639,600,536,417,191,8,0
566,747,90.00,OIL,662,617,563,417,229,6,2
567,708,78.00,OIL,620,586,516,409,223,6,1
568,755,81.00,OIL,662,610,539,424,245,5,3
569,727,71.00,OIL,625,582,510,391,207,8,2
570,735,97.00,OIL,647,611,534,417,228,8,2
571,720,98.00,OIL,642,596,504,401,200,8,4
572,652,49.00,OIL,561,524,452,338,181,4,0
573,656,121.00,OIL,569,539,466,357,183,6,2
574,662,65.00,OIL,583,555,477,356,185,8,1
575,653,128.00,OIL,571,531,471,368,185,8,1
576,694,49.00,OIL,618,577,502,393,219,3,0
577,678,132.00,OIL,596,552,479,362,206,5,1
578,669,86.00,OIL,577,542,489,382,200,8,3
579,669,117.00,OIL,598,562,498,406,228,5,2
580,705,69.00,OIL,628,587,518,401,218,5,2
581,667,70.00,OIL,589,562,497,390,228,7,1
582,674,209.00,OIL,607,576,518,404,225,6,3
583,591,60.00,OIL,522,487,443,343,177,2,0
584,545,72.00,OIL,484,464,412,313,174,3,1
585,567,70.00,OIL,501,465,415,327,168,5,1
586,593,95.00,OIL,528,499,443,351,191,7,2
587,581,36.00,OIL,515,483,434,349,189,2,0
588,545,40.00,OIL,484,448,405,320,190,4,0
589,552,68.00,OIL,493,464,413,327,178,4,1
590,583,180.00,OIL,515,491,437,339,200,8,5
591,600,85.00,OIL,531,508,467,373,220,8,1
592,601,125.00,OIL,536,521,472,387,221,4,2
593,532,117.00,OIL,486,462,420,349,197,6,3
594,539,102.00,OIL,484,460,416,340,199,7,1
595,551,150.00,OIL,500,470,423,347,219,4,1
596,497,178.00,OIL,444,422,376,301,176,6,4
597,471,94.00,OIL,431,409,381,307,186,2,1
598,458,147.00,OIL,410,389,351,273,164,6,2
599,422,143.00,OIL,377,349,316,239,136,5,2
600,425,134.00,OIL,382,367,331,268,159,5,3
601,354,70.00,OIL,315,300,276,219,140,5,1
602,375,167.00,OIL,337,326,299,234,146,4,3
603,387,190.00,OIL,354,344,318,273,164,1,1
604,400,42.00,OIL,360,347,311,250,142,1,0
605,388,94.00,OIL,353,336,307,260,151,4,2
606,398,57.00,OIL,354,337,305,252,146,3,0
607,379,86.00,OIL,349,331,299,242,145,3,3
608,358,104.00,OIL,328,313,297,251,147,4,2
609,364,128.00,OIL,333,320,297,248,153,3,2
610,369,148.00,OIL,336,318,300,242,147,2,1
611,356,167.00,OIL,325,306,277,231,152,5,3
612,348,98.00,OIL,315,298,262,216,122,2,1
613,357,172.00,OIL,336,319,289,245,145,3,1
614,255,87.00,OIL,230,215,198,159,104,4,3
615,237,60.00,OIL,212,204,178,146,87,1,0
616,262,144.00,OIL,232,216,193,165,97,5,5
617,267,63.00,OIL,234,223,199,173,99,2,0
618,292,104.00,OIL,268,257,232,192,128,5,2
619,268,201.00,OIL,246,235,209,177,114,4,1
620,232,127.00,OIL,203,193,176,153,106,4,3
621,223,175.00,OIL,204,199,179,157,96,3,2
622,236,113.00,OIL,215,208,196,157,101,4,3
623,225,46.00,OIL,202,192,176,149,89,1,0
624,241,152.00,OIL,213,207,194,151,78,1,1
625,246,117.00,OIL,225,216,198,170,99,2,2
626,235,125.00,OIL,213,204,187,149,102,3,2
627,244,67.00,OIL,219,209,191,156,95,3,1
628,240,97.00,OIL,216,208,188,153,95,3,1
629,206,75.00,OIL,183,174,154,134,77,1,1
630,214,62.00,OIL,192,184,173,141,88,2,0
631,202,204.00,OIL,176,171,156,124,78,3,2
632,209,51.00,OIL,189,183,168,140,81,2,0
633,199,74.00,OIL,180,174,161,138,84,1,1
634,170,50.00,OIL,152,143,125,103,63,2,0
635,180,122.00,OIL,160,155,143,113,71,2,2
636,181,61.00,OIL,160,152,143,122,76,1,0
637,183,37.00,OIL,168,159,150,125,78,1,0
638,140,99.00,OIL,125,116,111,93,59,1,1
639,162,186.00,OIL,146,144,131,119,76,2,2
640,149,132.00,OIL,134,124,119,102,63,2,1
641,157,61.00,OIL,144,136,123,105,49,1,0
642,159,199.00,OIL,145,137,127,110,67,1,1
643,137,146.00,OIL,125,123,114,95,56,2,2
644,123,69.00,OIL,110,103,91,75,48,2,1
645,130,101.00,OIL,115,108,102,86,53,2,1
646,141,93.00,OIL,128,124,117,96,69,1,1
647,124,104.00,OIL,113,110,104,90,58,2,2
648,125,50.00,OIL,113,108,101,81,52,2,0
649,120,166.00,OIL,105,101,97,81,51,2,1
650,130,67.00,OIL,116,111,103,86,60,2,1
651,145,59.00,OIL,126,122,112,95,60,2,0
652,141,116.00,OIL,125,122,109,88,55,2,2
653,120,63.00,OIL,111,107,101,81,48,1,0
654,131,210.00,OIL,118,112,101,87,57,2,2
655,133,120.00,OIL,121,119,109,99,60,2,2
656,142,74.00,OIL,123,114,106,91,58,2,1
657,122,154.00,OIL,107,103,90,70,43,2,2
658,144,155.00,OIL,131,121,112,94,65,2,2
659,122,99.00,OIL,110,105,97,82,51,2,1
660,116,153.00,OIL,106,100,90,72,48,1,1
661,91,87.00,OIL,82,79,76,61,41,1,1
662,102,146.00,OIL,95,91,90,70,45,1,1
663,102,161.00,OIL,92,87,79,65,43,1,1
664,85,38.00,OIL,74,70,69,62,45,1,0
665,98,55.00,OIL,83,79,77,62,38,1,0
666,97,102.00,OIL,89,86,79,66,44,1,1
667,73,45.00,OIL,64,62,56,40,26,1,0
668,89,49.00,OIL,81,79,75,64,45,1,0
669,71,53.00,OIL,65,65,61,48,31,1,0
670,89,70.00,OIL,80,76,72,62,40,1,1
671,85,64.00,OIL,75,74,72,57,42,1,0
672,104,82.00,OIL,96,91,81,65,44,1,1
673,94,80.00,OIL,84,82,74,61,43,1,1
674,65,37.00,OIL,59,52,50,44,28,1,0
675,51,26.00,OIL,44,40,38,31,14,0,0
676,34,27.00,OIL,29,26,25,19,14,0,0
677,27,29.00,OIL,24,22,22,20,12,0,0
678,31,30.00,OIL,28,27,25,20,15,0,0
679,32,30.00,OIL,27,26,25,20,10,0,0
680,34,29.00,OIL,28,26,26,20,11,0,0
681,36,30.00,OIL,32,29,25,23,18,0,0
682,26,29.00,OIL,20,19,18,17,11,0,0
683,31,29.00,OIL,24,23,19,14,8,0,0
684,33,30.00,OIL,25,25,25,20,14,0,0
685,31,29.00,OIL,25,22,22,21,14,0,0
686,32,29.00,OIL,28,28,27,22,10,0,0
687,40,29.00,OIL,32,31,29,26,19,0,0
688,36,30.00,OIL,31,29,29,27,15,0,0
689,27,30.00,OIL,24,24,22,19,16,0,0
690,36,30.00,OIL,32,31,29,26,16,0,0
691,36,30.00,OIL,33,32,29,25,19,0,0
692,33,27.00,OIL,30,28,26,22,14,0,0
693,27,30.00,OIL,26,26,25,21,13,0,0
694,32,30.00,OIL,28,28,27,22,12,0,0
695,33,29.00,OIL,31,31,26,19,11,0,0
696,27,30.00,OIL,21,21,20,16,13,0,0
697,30,27.00,OIL,28,28,26,23,12,0,0
698,38,28.00,OIL,32,29,26,22,14,0,0
699,30,29.00,OIL,26,25,23,19,14,0,0
700,24,30.00,OIL,20,19,18,15,8,0,0
701,27,29.00,OIL,26,26,26,22,15,0,0
702,29,30.00,OIL,24,23,23,21,17,0,0
703,26,29.00,OIL,23,22,22,20,11,0,0
704,31,30.00,OIL,28,27,25,23,14,0,0
705,35,28.00,OIL,31,30,23,20,14,0,0
706,36,28.00,OIL,31,29,26,22,9,0,0
707,40,29.00,OIL,35,32,31,28,20,0,0
708,28,28.00,OIL,24,24,23,19,13,0,0
709,23,26.00,OIL,19,19,18,14,8,0,0
710,28,29.00,OIL,24,22,19,15,9,0,0
711,33,28.00,OIL,28,27,24,23,20,0,0
712,26,30.00,OIL,21,19,19,16,10,0,0
713,35,29.00,OIL,32,29,22,18,11,0,0
714,29,28.00,OIL,26,25,23,18,10,0,0
715,30,29.00,OIL,25,25,24,21,12,0,0
716,31,30.00,OIL,26,25,24,22,12,0,0
717,27,29.00,OIL,25,24,23,17,11,0,0
718,24,29.00,OIL,18,18,17,15,11,0,0
719,38,30.00,OIL,33,33,31,24,18,0,0
720,27,29.00,OIL,24,24,24,21,12,0,0
721,25,30.00,OIL,22,22,20,19,15,0,0
722,35,30.00,OIL,32,31,30,26,14,0,0
723,32,29.00,OIL,29,29,28,24,14,0,0
724,33,28.00,OIL,29,29,24,19,13,0,0
725,38,29.00,OIL,34,33,30,24,14,0,0
726,40,30.00,OIL,34,32,29,23,16,0,0
727,34,29.00,OIL,30,28,26,25,18,0,0
728,38,30.00,OIL,32,31,29,24,16,0,0
729,38,30.00,OIL,34,34,31,27,14,0,0
730,24,30.00,OIL,22,22,18,16,11,0,0
731,30,29.00,OIL,27,26,22,16,9,0,0
732,30,29.00,OIL,24,24,22,20,14,0,0
733,24,30.00,OIL,19,19,19,14,11,0,0
734,24,28.00,OIL,22,21,21,17,14,0,0
735,32,30.00,OIL,24,24,22,20,12,0,0
736,32,29.00,OIL,29,28,26,25,12,0,0
737,32,28.00,OIL,31,30,28,24,13,0,0
738,34,29.00,OIL,32,32,31,29,20,0,0
739,29,30.00,OIL,24,24,20,19,10,0,0
740,32,29.00,OIL,26,25,24,18,13,0,0
741,37,30.00,OIL,35,34,32,27,14,0,0
742,34,29.00,OIL,30,29,27,23,13,0,0
743,33,30.00,OIL,28,27,24,21,16,0,0
744,32,28.00,OIL,29,29,27,26,15,0,0
745,35,28.00,OIL,32,31,27,22,13,0,0
746,26,28.00,OIL,18,16,15,11,7,0,0
747,25,23.00,OIL,22,19,17,14,8,0,0
748,26,29.00,OIL,23,22,19,15,8,0,0
749,31,30.00,OIL,27,26,23,19,13,0,0
750,27,26.00,OIL,25,25,24,18,8,0,0
751,33,27.00,OIL,28,27,25,20,13,0,0
752,32,29.00,OIL,25,24,23,17,10,0,0
753,27,28.00,OIL,22,19,18,11,9,0,0
754,30,29.00,OIL,26,25,21,17,7,0,0
755,29,28.00,OIL,27,24,24,20,13,0,0
756,35,30.00,OIL,30,30,29,23,12,0,0
757,36,30.00,OIL,34,31,29,21,16,0,0
758,27,28.00,OIL,25,25,23,18,11,0,0
759,24,30.00,OIL,20,18,18,15,8,0,0
760,35,29.00,OIL,28,27,26,22,14,0,0
761,28,30.00,OIL,24,21,21,19,11,0,0
762,35,27.00,OIL,32,30,27,25,13,0,0
763,37,30.00,OIL,33,31,31,26,11,0,0
764,38,30.00,OIL,34,30,28,26,12,0,0
765,32,29.00,OIL,27,27,23,20,14,0,0
766,33,29.00,OIL,31,31,30,26,19,0,0
767,30,29.00,OIL,26,26,24,20,10,0,0
768,26,30.00,OIL,22,22,20,14,7,0,0
769,33,29.00,OIL,25,24,23,22,13,0,0
770,27,29.00,OIL,24,23,22,18,13,0,0
771,27,28.00,OIL,23,21,20,16,14,0,0
772,33,30.00,OIL,28,26,25,21,14,0,0
773,25,28.00,OIL,22,21,21,17,13,0,0
774,30,29.00,OIL,27,27,26,21,11,0,0
775,36,28.00,OIL,30,29,24,22,17,0,0
776,29,29.00,OIL,27,26,24,21,14,0,0
777,32,30.00,OIL,25,23,21,15,12,0,0
778,27,29.00,OIL,24,22,22,17,10,0,0
779,30,30.00,OIL,26,26,24,20,14,0,0
780,31,30.00,OIL,29,28,27,24,18,0,0
781,33,29.00,OIL,28,28,28,22,12,0,0
782,32,30.00,OIL,28,27,21,18,14,0,0
783,31,28.00,OIL,26,26,24,20,14,0,0
784,29,28.00,OIL,26,26,25,22,15,0,0
785,22,29.00,OIL,21,20,19,16,11,0,0
786,31,30.00,OIL,25,24,23,21,14,0,0
787,27,30.00,OIL,26,26,22,18,12,0,0
788,23,29.00,OIL,20,20,20,17,11,0,0
789,38,29.00,OIL,37,35,33,27,14,0,0
790,26,29.00,OIL,21,18,18,11,6,0,0
791,38,29.00,OIL,32,30,28,22,13,0,0
792,37,30.00,OIL,34,33,29,24,17,0,0
793,37,29.00,OIL,31,30,30,29,22,0,0
794,24,29.00,OIL,23,22,22,19,10,0,0
795,35,29.00,OIL,29,27,26,20,12,0,0
796,22,29.00,OIL,21,21,19,15,12,0,0
797,44,30.00,OIL,38,37,34,25,15,0,0
798,38,29.00,OIL,31,31,28,25,13,0,0
799,30,29.00,OIL,24,24,21,17,10,0,0
800,35,29.00,OIL,31,30,29,25,15,0,0
801,33,27.00,OIL,28,22,21,17,10,0,0
802,32,30.00,OIL,29,28,27,23,14,0,0
803,29,29.00,OIL,24,22,21,19,8,0,0
804,38,28.00,OIL,33,32,30,22,15,0,0
805,35,29.00,OIL,31,30,28,23,16,0,0
806,32,29.00,OIL,27,25,23,18,12,0,0
807,26,29.00,OIL,22,21,20,15,8,0,0
808,41,30.00,OIL,40,39,35,28,15,0,0
809,34,30.00,OIL,30,27,26,20,14,0,0
810,28,29.00,OIL,26,25,23,21,11,0,0
811,22,29.00,OIL,19,18,17,14,12,0,0
812,28,28.00,OIL,24,24,21,17,10,0,0
813,36,30.00,OIL,32,28,26,19,14,0,0
814,34,29.00,OIL,30,28,26,22,14,0,0
815,35,30.00,OIL,33,31,31,27,18,0,0
816,28,29.00,OIL,24,23,20,15,10,0,0
817,32,27.00,OIL,27,27,26,19,9,0,0
818,35,30.00,OIL,33,32,32,26,15,0,0
819,37,29.00,OIL,35,30,27,24,13,0,0
820,37,28.00,OIL,30,29,28,24,18,0,0
821,26,29.00,OIL,23,22,20,19,10,0,0
822,35,29.00,OIL,29,28,24,20,13,0,0
823,32,29.00,OIL,26,26,23,21,15,0,0
824,33,27.00,OIL,27,27,23,21,11,0,0
825,26,30.00,OIL,23,23,21,17,15,0,0
826,44,30.00,OIL,40,40,35,24,17,0,0
827,36,30.00,OIL,30,28,27,20,13,0,0
828,26,23.00,OIL,21,20,20,12,5,0,0
829,29,28.00,OIL,24,23,21,19,9,0,0
830,39,30.00,OIL,36,34,30,25,16,0,0
831,34,30.00,OIL,29,29,28,22,16,0,0
832,37,30.00,OIL,33,32,31,24,16,0,0
833,22,30.00,OIL,20,19,17,15,9,0,0
834,35,30.00,OIL,30,29,27,22,15,0,0
835,20,27.00,OIL,18,15,14,13,11,0,0
836,30,30.00,OIL,26,26,24,19,14,0,0
837,29,29.00,OIL,25,24,21,15,8,0,0
838,33,29.00,OIL,27,26,24,21,16,0,0
839,27,29.00,OIL,21,21,18,16,10,0,0
840,25,29.00,OIL,21,21,19,15,7,0,0
841,35,30.00,OIL,31,30,26,26,15,0,0
842,37,30.00,OIL,31,31,29,25,12,0,0
843,25,22.00,OIL,23,23,21,14,7,0,0
844,31,28.00,OIL,27,26,23,19,8,0,0
845,27,29.00,OIL,26,26,26,21,18,0,0
846,24,29.00,OIL,20,20,17,13,9,0,0
847,31,29.00,OIL,26,24,23,19,10,0,0
848,30,27.00,OIL,22,22,21,20,11,0,0
849,30,28.00,OIL,25,24,23,18,14,0,0
850,41,30.00,OIL,36,33,31,30,20,0,0
851,38,29.00,OIL,35,34,32,26,17,0,0
852,24,29.00,OIL,23,21,20,18,9,0,0
853,26,26.00,OIL,24,23,21,15,7,0,0
854,28,29.00,OIL,24,24,23,18,11,0,0
855,38,29.00,OIL,33,29,28,21,14,0,0
856,30,29.00,OIL,27,26,23,22,13,0,0
857,34,28.00,OIL,31,30,29,22,12,0,0
858,32,29.00,OIL,31,30,29,28,13,0,0
859,39,30.00,OIL,34,33,31,26,16,0,0
860,32,30.00,OIL,28,27,24,21,9,0,0
861,28,30.00,OIL,23,23,21,18,12,0,0
862,34,29.00,OIL,27,26,25,22,14,0,0
863,26,30.00,OIL,24,24,22,20,12,0,0
864,33,30.00,OIL,29,26,25,20,15,0,0
865,27,30.00,OIL,23,22,20,15,9,0,0
866,26,29.00,OIL,20,20,18,15,9,0,0
867,33,29.00,OIL,30,27,24,19,14,0,0
868,32,29.00,OIL,29,26,23,18,12,0,0
869,28,30.00,OIL,24,22,18,14,10,0,0
870,38,30.00,OIL,35,35,31,28,17,0,0
871,38,27.00,OIL,33,31,27,22,12,0,0
872,33,27.00,OIL,26,26,24,17,8,0,0
873,35,30.00,OIL,31,29,25,24,16,0,0
874,25,30.00,OIL,23,22,22,20,12,0,0
875,38,30.00,OIL,36,36,34,30,20,0,0
876,33,28.00,OIL,26,25,21,16,9,0,0
877,38,29.00,OIL,33,32,32,26,18,0,0
878,37,29.00,OIL,32,32,31,25,14,0,0
879,31,30.00,OIL,27,27,25,22,15,0,0
880,33,29.00,OIL,32,31,30,25,14,0,0
881,43,29.00,OIL,37,36,34,25,22,0,0
882,48,30.00,OIL,43,43,40,36,26,0,0
883,28,30.00,OIL,25,23,23,20,13,0,0
884,29,29.00,OIL,26,25,24,19,15,0,0
885,31,30.00,OIL,28,26,22,21,18,0,0
886,25,29.00,OIL,21,20,18,16,8,0,0
887,29,27.00,OIL,22,21,17,13,8,0,0
888,34,30.00,OIL,29,28,26,22,15,0,0
889,33,29.00,OIL,28,26,23,20,15,0,0
890,32,30.00,OIL,31,30,30,24,18,0,0
891,26,30.00,OIL,25,25,23,21,13,0,0
892,29,29.00,OIL,27,26,25,20,12,0,0
893,32,28.00,OIL,28,28,28,23,17,0,0
894,33,30.00,OIL,30,28,26,20,15,0,0
895,33,30.00,OIL,31,30,29,26,19,0,0
896,41,29.00,OIL,36,33,29,23,12,0,0
897,30,29.00,OIL,27,26,24,22,13,0,0
898,29,29.00,OIL,26,24,21,19,10,0,0
899,47,29.00,OIL,43,43,37,29,20,0,0
900,42,30.00,OIL,39,39,36,32,20,0,0
