frame,live,checksum,freelist_ok,freelist_count,segments,local_alloc,rescue,cls_parallel,cls_serial_type,cls_serial_move,cls_mispredict
84,143732,d302c25af1d35f95,1,0,1,0,0,143732,0,0,0
85,143732,e730f489bf417f3f,1,0,1,0,0,143732,0,0,0
86,143732,fe180a7a1392a763,1,0,1,0,0,143732,0,0,0
87,143732,65ec6d7ccd1724be,1,0,1,0,0,143732,0,0,0
88,143732,0a5fb1cd933f82dd,1,0,1,0,0,143732,0,0,0
89,143732,11a4dd949b5f08e2,1,0,1,0,0,143732,0,0,0
90,143732,6696f552df2682fc,1,0,1,0,0,143732,0,0,0
91,143732,e433c81b5d1f5c55,1,0,1,0,0,143732,0,0,0
92,143732,f7227d8b45d890a3,1,0,1,0,0,143732,0,0,0
93,143732,39c1513291f79c06,1,0,1,0,0,143732,0,0,0
94,143732,18a2fe840bc848ff,1,0,1,0,0,143732,0,0,0
95,143732,f1875a515bd33e0b,1,0,1,0,0,143732,0,0,0
96,143732,f444a5c7018e407d,1,0,1,0,0,143732,0,0,0
97,143732,e20abf5608de7155,1,0,1,0,0,143732,0,0,0
98,143732,91249cea24cf35eb,1,0,1,0,0,143732,0,0,0
99,143732,505a9d21c04edf7d,1,0,1,0,0,143732,0,0,0
100,143732,c7af06d4fc548f7f,1,0,1,0,0,143732,0,0,0
101,143732,f7922808c5ca4ec2,1,0,1,0,0,143732,0,0,0
102,143732,cfce3bb461fe5307,1,0,1,0,0,143732,0,0,0
103,143732,085b69d7507f5780,1,0,1,0,0,143732,0,0,0
104,143732,1a4a08afbb588db1,1,0,1,0,0,143732,0,0,0
105,143732,77da845a0a2c0a51,1,0,1,0,0,143732,0,0,0
106,143732,2587bfc877886c53,1,0,1,0,0,143732,0,0,0
107,143732,e16acc9e054646c3,1,0,1,0,0,143732,0,0,0
108,143732,59cfd4ac39d060cf,1,0,1,0,0,143732,0,0,0
109,143732,dd237f2d13ea09f0,1,0,1,0,0,143732,0,0,0
110,143732,e7a4ca8c50e73676,1,0,1,0,0,143732,0,0,0
111,143732,2e9a39d941c69cac,1,0,1,0,0,143732,0,0,0
112,143732,dab77a7acb1ec96e,1,0,1,0,0,143732,0,0,0
113,143732,65daa359b89a8f7e,1,0,1,0,0,143732,0,0,0
114,143732,f98188d94763545b,1,0,1,0,0,143732,0,0,0
115,143732,cd144e7ce8421272,1,0,1,0,0,143732,0,0,0
116,143732,d879fce6cd3a13c3,1,0,1,0,0,143732,0,0,0
117,143732,506c388def3761c5,1,0,1,0,0,143732,0,0,0
118,143732,b7ceaca387d6b2e9,1,0,1,0,0,143732,0,0,0
119,143732,86cd6b80ad158442,1,0,1,0,0,143732,0,0,0
120,143730,197aa5aa93800dc7,1,2,1,0,0,143730,0,0,0
121,143728,6305a76d57b10c01,1,4,1,0,0,143728,0,0,0
122,143727,0cace91693a3166e,1,5,1,0,0,143727,0,0,0
123,143725,e4292656ad2645eb,1,7,1,0,0,143725,0,0,0
124,143725,6ef85ed1cf63d9e6,1,7,1,0,0,143725,0,0,0
125,143721,6e0407ebc14fee0c,1,11,1,0,0,143721,0,0,0
126,143721,0401d0fba7fc13e4,1,11,1,0,0,143721,0,0,0
127,143718,fe7f315de6e10cad,1,14,1,0,0,143718,0,0,0
128,143715,da76afbc7464eaff,1,17,1,0,0,143715,0,0,0
129,143711,2f625f5fe0d08747,1,21,1,0,0,143711,0,0,0
130,143708,a8c07997398e8771,1,24,1,0,0,143708,0,0,0
131,143705,15150d7a2d3b7175,1,27,1,0,0,143705,0,0,0
132,143704,9204baf72785a6ed,1,28,1,0,0,143704,0,0,0
133,143704,c840b84f9d3452e1,1,28,1,0,0,143704,0,0,0
134,143701,643ba6efb0835fee,1,31,1,0,0,143701,0,0,0
135,143700,f495d5785366edc9,1,32,1,0,0,143700,0,0,0
136,143698,ff39dfc3a182bca0,1,34,1,0,0,143698,0,0,0
137,143696,e294708363b76956,1,36,1,0,0,143696,0,0,0
138,143695,0cfb1586bc3876a3,1,37,1,0,0,143695,0,0,0
139,143694,dad99e8043e8c7b2,1,38,1,0,0,143694,0,0,0
140,143691,3046bfee67b9a990,1,41,1,0,0,143691,0,0,0
141,143690,b509b8e40bd44710,1,42,1,0,0,143690,0,0,0
142,143689,cb3afb09d4276623,1,43,1,0,0,143689,0,0,0
143,143689,30b008eb80fdbae1,1,43,1,0,0,143689,0,0,0
144,143688,f6109ce4217723da,1,44,1,0,0,143688,0,0,0
145,143685,83937e4cc6091eee,1,47,1,0,0,143685,0,0,0
146,143685,e6e371296c354a07,1,47,1,0,0,143685,0,0,0
147,143684,0c88d7c31a03d064,1,48,1,0,0,143684,0,0,0
148,143682,1482a33c8b3fe2bb,1,50,1,0,0,143682,0,0,0
149,143680,eaf3cd2ef78fba31,1,52,1,0,0,143680,0,0,0
150,143675,30ed5e1b8ac4e80b,1,57,1,0,0,143675,0,0,0
151,143672,73bfe3f2372206b4,1,60,1,0,0,143672,0,0,0
152,143670,bda4b22e8d791b66,1,62,1,0,0,143670,0,0,0
153,143669,2f9fcc74d69e5662,1,63,1,0,0,143669,0,0,0
154,143666,12285b4cfbb4a2bd,1,66,1,0,0,143666,0,0,0
155,143663,b26c22cba00708b5,1,69,1,0,0,143663,0,0,0
156,143662,88fbc2743de75596,1,70,1,0,0,143662,0,0,0
157,143659,5b40f2ad53f1a3de,1,73,1,0,0,143659,0,0,0
158,143656,19d0cfa8e9202370,1,76,1,0,0,143656,0,0,0
159,143655,a751e0451248e348,1,77,1,0,0,143655,0,0,0
160,143654,d02a6011b6160f9c,1,78,1,0,0,143654,0,0,0
161,143651,20c16fa37e234084,1,78,1,0,0,143651,0,0,0
162,143648,9b431922382bab36,1,81,1,0,0,143648,0,0,0
163,143645,21ce6419b39b799b,1,84,1,0,0,143645,0,0,0
164,143643,cf5678271486f999,1,86,1,0,0,143643,0,0,0
165,143642,56399412e4f3d0cb,1,87,1,0,0,143642,0,0,0
166,143642,6bd74746a5e126cc,1,87,1,0,0,143642,0,0,0
167,143640,5e41d3f4300e5c65,1,89,1,0,0,143640,0,0,0
168,143640,2e01869a18a2c48c,1,89,1,0,0,143640,0,0,0
169,143636,866aa116d0283886,1,0,1,0,0,143636,0,0,0
170,143636,9d7c0567121c4cae,1,0,1,0,0,143636,0,0,0
171,143636,5ea14bae0b5eaf0e,1,0,1,0,0,143636,0,0,0
172,143636,d0265ffbc58e98cf,1,0,1,0,0,143636,0,0,0
173,143636,420810e19d7eb8ea,1,0,1,0,0,143636,0,0,0
174,143636,a0609cdda05ad92f,1,0,1,0,0,143636,0,0,0
175,143636,1f41ebcc59ed7501,1,0,1,0,0,143636,0,0,0
176,143636,d6ba2f69c073b00d,1,0,1,0,0,143636,0,0,0
177,143636,e01f8b4bb4799460,1,0,1,0,0,143636,0,0,0
178,143636,0fa8a1636b86d870,1,0,1,0,0,143636,0,0,0
179,143636,e03e7e305b31aa07,1,0,1,0,0,143636,0,0,0
180,143636,020ada3486c6093e,1,0,1,0,0,143636,0,0,0
181,143636,e5c290c1c52c174c,1,0,1,0,0,143636,0,0,0
182,143636,c285286db6957f56,1,0,1,0,0,143636,0,0,0
183,143636,e10d26c7c16e289a,1,0,1,0,0,143636,0,0,0
184,143636,60b33d49323ec8e0,1,0,1,0,0,143636,0,0,0
185,143636,9a639c90cae81df1,1,0,1,0,0,143636,0,0,0
186,143636,8374dea38361eda0,1,0,1,0,0,143636,0,0,0
187,143636,6d4a48a1006c2806,1,0,1,0,0,143636,0,0,0
188,143636,7280390ad990a62d,1,0,1,0,0,143636,0,0,0
189,143636,4881984c462f0370,1,0,1,0,0,143636,0,0,0
190,143636,7202cbfd096e569f,1,0,1,0,0,143636,0,0,0
191,143636,50dd14fdab0fd449,1,0,1,0,0,143636,0,0,0
192,143636,96658571439a3c47,1,0,1,0,0,143636,0,0,0
193,143636,aa538bc6476c12cb,1,0,1,0,0,143636,0,0,0
194,143636,659cbc14d1a28c22,1,0,1,0,0,143636,0,0,0
195,143636,9729d4ee8abd0e55,1,0,1,0,0,143636,0,0,0
196,143636,2e88d18138f7e3a6,1,0,1,0,0,143636,0,0,0
197,143636,da1f09e7ed71e930,1,0,1,0,0,143636,0,0,0
198,143636,f1054d91b7351c35,1,0,1,0,0,143636,0,0,0
199,143636,36a22dfc63db9195,1,0,1,0,0,143636,0,0,0
200,143636,da97f75e5e455212,1,0,1,0,0,143636,0,0,0
201,143636,fa80c3555971a98c,1,0,1,0,0,143636,0,0,0
202,143636,1a884b1e3b448fca,1,0,1,0,0,143636,0,0,0
203,143636,4d88a57b720605b2,1,0,1,0,0,143636,0,0,0
204,143636,d034eca5416935fe,1,0,1,0,0,143636,0,0,0
205,143636,0d6e3f4bdf947637,1,0,1,0,0,143636,0,0,0
206,143636,5b23969190db461d,1,0,1,0,0,143636,0,0,0
207,143636,718f856a475773d8,1,0,1,0,0,143636,0,0,0
208,143636,171bfb0510dd7378,1,0,1,0,0,143636,0,0,0
209,143636,2aee48d7ecbc900a,1,0,1,0,0,143636,0,0,0
210,143636,cebb63d774eca304,1,0,1,0,0,143636,0,0,0
211,143636,9b2a0e8e64ee6d80,1,0,1,0,0,143636,0,0,0
212,143636,2ff2dbf6f32da775,1,0,1,0,0,143636,0,0,0
213,143636,db8603d8a01be48b,1,0,1,0,0,143636,0,0,0
214,143636,9b5643e61a96f5bf,1,0,1,0,0,143636,0,0,0
215,143636,737aa69f27894385,1,0,1,0,0,143636,0,0,0
216,143636,21d18aaa3b707263,1,0,1,0,0,143636,0,0,0
217,143636,244a0efc50131ad4,1,0,1,0,0,143636,0,0,0
218,143636,f45ecc06741383ac,1,0,1,0,0,143636,0,0,0
219,143636,1091292566e24ee5,1,0,1,0,0,143636,0,0,0
220,143636,29dddd232cae0489,1,0,1,0,0,143636,0,0,0
221,143636,1f25aa77034c7397,1,0,1,0,0,143636,0,0,0
222,143636,ec66d39d7ea6c631,1,0,1,0,0,143636,0,0,0
223,143636,14bb4b2f7877c19a,1,0,1,0,0,143636,0,0,0
224,143636,e6c9f0be3773fce7,1,0,1,0,0,143636,0,0,0
225,143636,d2db5e24100431fe,1,0,1,0,0,143636,0,0,0
226,143636,65fa5c175c530ade,1,0,1,0,0,143636,0,0,0
227,143636,570c92d4fa7f480c,1,0,1,0,0,143636,0,0,0
228,143636,22daec67520d15c6,1,0,1,0,0,143636,0,0,0
229,143636,32886f10a9802894,1,0,1,0,0,143636,0,0,0
230,143636,d4aac7a6544fbd89,1,0,1,0,0,143636,0,0,0
231,143636,241b2411da42d3a3,1,0,1,0,0,143636,0,0,0
232,143636,0fc9bfeb6d628a0b,1,0,1,0,0,143636,0,0,0
233,143636,97d7ad0d43074631,1,0,1,0,0,143636,0,0,0
234,143636,5e6de8a401f46872,1,0,1,0,0,143636,0,0,0
235,143636,88d632dcb3db7641,1,0,1,0,0,143636,0,0,0
236,143636,0a6cd91af20f99b2,1,0,1,0,0,143636,0,0,0
237,143636,4b686360ed589f0d,1,0,1,0,0,143636,0,0,0
238,143636,39703b46048d53b2,1,0,1,0,0,143636,0,0,0
239,143636,3e0b5cf6ae61e82e,1,0,1,0,0,143636,0,0,0
240,143636,186db827a7697c24,1,0,1,0,0,143636,0,0,0
241,143636,6f898d23e45f6493,1,0,1,0,0,143636,0,0,0
242,143636,a660dc5b1e149f82,1,0,1,0,0,143636,0,0,0
243,143636,e975f665470cf138,1,0,1,0,0,143636,0,0,0
244,143636,50b3d4fbcc50f03f,1,0,1,0,0,143636,0,0,0
245,143636,6f9777647465f296,1,0,1,0,0,143636,0,0,0
246,143636,bf9f2e37f05aff72,1,0,1,0,0,143636,0,0,0
247,143636,41ba94f9d6f3bfd3,1,0,1,0,0,143636,0,0,0
248,143636,ae745693684eeecf,1,0,1,0,0,143636,0,0,1
249,143636,8b7c56c2ca22ed22,1,0,1,0,0,143636,0,0,0
250,143636,7e4323dd655146ef,1,0,1,0,0,143636,0,0,1
251,143636,cc2aa6d303bf08ff,1,0,1,0,0,143636,0,0,3
252,143636,e644c8469e8fb55e,1,0,1,0,0,143636,0,0,9
253,143636,d0a6ff9bdab24c3b,1,0,1,0,0,143636,0,0,14
254,143636,e621184332e142c8,1,0,1,0,0,143636,0,0,14
255,143636,1f7edef8d2386278,1,0,1,0,0,143636,0,0,10
256,143636,78e5735a4f311fe6,1,0,1,0,0,143636,0,0,12
257,143636,34592bc04dcd2a56,1,0,1,0,0,143636,0,0,11
258,143636,304324466c8b318e,1,0,1,0,0,143636,0,0,12
259,143636,8223e20063a54114,1,0,1,0,0,143636,0,0,12
260,143636,fdebb49fb10acade,1,0,1,0,0,143636,0,0,17
261,143636,438ba7d53e5cced4,1,0,1,0,0,143636,0,0,13
262,143636,530b0e7b453ece5d,1,0,1,0,0,143636,0,0,16
263,143636,17397da540984d31,1,0,1,0,0,143636,0,0,16
264,143636,8df9dcd0bcc44c8f,1,0,1,0,0,143636,0,0,12
265,143636,822485d447403737,1,0,1,0,0,143636,0,0,7
266,143636,da907c78c27716d5,1,0,1,0,0,143636,0,0,11
267,143636,fdf5d2198796cb28,1,0,1,0,0,143636,0,0,11
268,143636,5930de1281734d5c,1,0,1,0,0,143636,0,0,9
269,143636,d4eef1d71a5995fd,1,0,1,0,0,143636,0,0,11
270,143636,675894f1abd541d0,1,0,1,0,0,143636,0,0,5
271,143636,7b35f8f70fb07b4f,1,0,1,0,0,143636,0,0,9
272,143636,708f974f99730911,1,0,1,0,0,143636,0,0,9
273,143636,a4b79e3acaf8fa5e,1,0,1,0,0,143636,0,0,8
274,143636,6ae93b472d17fafa,1,0,1,0,0,143636,0,0,13
275,143636,e7aaaca6abd61ea8,1,0,1,0,0,143636,0,0,12
276,143636,652a9d73ac5870ea,1,0,1,0,0,143636,0,0,15
277,143636,c0c65beba9bd7a7c,1,0,1,0,0,143636,0,0,9
278,143636,6db1b122d361ccb9,1,0,1,0,0,143636,0,0,9
279,143636,4c60afad567e0ecc,1,0,1,0,0,143636,0,0,7
280,143636,538fe4cac861d6c1,1,0,1,0,0,143636,0,0,8
281,143636,b3f1625b1bf3ae9c,1,0,1,0,0,143636,0,0,13
282,143636,0e9d43d3c862c5c7,1,0,1,0,0,143636,0,0,14
283,143636,b0cbaf302adfe106,1,0,1,0,0,143636,0,0,2
284,143636,11a9860ef7339daf,1,0,1,0,0,143636,0,0,5
285,143636,248e2fe8db4655ee,1,0,1,0,0,143636,0,0,7
286,143636,85893d16b2e300fb,1,0,1,0,0,143636,0,0,9
287,143636,797d047f356c2d37,1,0,1,0,0,143636,0,0,13
288,143636,45f056805ace6eb2,1,0,1,0,0,143636,0,0,5
289,143636,247c598c97fbe0c6,1,0,1,0,0,143636,0,0,8
290,143636,4f37c436da93afb8,1,0,1,0,0,143636,0,0,8
291,143636,33ed96508c048f1f,1,0,1,0,0,143636,0,0,8
292,143636,1937aedd5ef6d868,1,0,1,0,0,143636,0,0,10
293,143636,58184d0f03c7981a,1,0,1,0,0,143636,0,0,5
294,143636,d7214e4373d085fe,1,0,1,0,0,143636,0,0,8
295,143636,6e713d14fe5c78a6,1,0,1,0,0,143636,0,0,6
296,143636,b1a2ccea52d97cce,1,0,1,0,0,143636,0,0,14
297,143636,dafbf755f2a010ae,1,0,1,0,0,143636,0,0,11
298,143636,ffbac5a93142cfe0,1,0,1,0,0,143636,0,0,9
299,143636,61d40a0e2a0ff3e5,1,0,1,0,0,143636,0,0,8
300,143636,fc72af49e35cd27e,1,0,1,0,0,143636,0,0,7
301,143636,304688e1e5094221,1,0,1,0,0,143636,0,0,16
302,143636,f059170694c6fe1b,1,0,1,0,0,143636,0,0,7
303,143636,44624ce4ae05ee9f,1,0,1,0,0,143636,0,0,7
304,143636,2e41265d997d204a,1,0,1,0,0,143636,0,0,4
305,143636,695317193fe866cd,1,0,1,0,0,143636,0,0,12
306,143636,e864147941e626d4,1,0,1,0,0,143636,0,0,14
307,143636,8e075185fe45e1e6,1,0,1,0,0,143636,0,0,10
308,143636,3eb03b2561a2af37,1,0,1,0,0,143636,0,0,13
309,143636,507e19be81563ba1,1,0,1,0,0,143636,0,0,19
310,143636,a8df0cba466c1b4f,1,0,1,0,0,143636,0,0,8
311,143636,541b6d54665f1137,1,0,1,0,0,143636,0,0,11
312,143636,23be8d582a4802cb,1,0,1,0,0,143636,0,0,9
313,143636,5264290270ef4a9a,1,0,1,0,0,143636,0,0,11
314,143636,7c9fa9cecde6b53b,1,0,1,0,0,143636,0,0,9
315,143636,6b3d5ae3cf1e0d61,1,0,1,0,0,143636,0,0,9
316,143636,db4ffaebeb4a4517,1,0,1,0,0,143636,0,0,15
317,143636,60db8554560f4f5f,1,0,1,0,0,143636,0,0,8
318,143636,1d6ef3c1cc77d48f,1,0,1,0,0,143636,0,0,12
319,143636,eec59769052606fc,1,0,1,0,0,143636,0,0,5
320,143636,dbfff1fee24bb9e8,1,0,1,0,0,143636,0,0,12
321,143636,5c5547d4e609ecfa,1,0,1,0,0,143636,0,0,10
322,143636,7500d04edc6b1bc8,1,0,1,0,0,143636,0,0,9
323,143636,07bfbe8112bc8b10,1,0,1,0,0,143636,0,0,6
324,143636,e287c4f2b960bad4,1,0,1,0,0,143636,0,0,16
325,143636,fbf7dc4b7e0eff38,1,0,1,0,0,143636,0,0,7
326,143636,9c948be2467d1865,1,0,1,0,0,143636,0,0,8
327,143636,e26b159c6db2e199,1,0,1,0,0,143636,0,0,10
328,143636,81c75d92ef121fd3,1,0,1,0,0,143636,0,0,9
329,143636,36b343b6f09cb915,1,0,1,0,0,143636,0,0,15
330,143636,68508f4914017369,1,0,1,0,0,143636,0,0,14
331,143636,9a310cd0baa7e705,1,0,1,0,0,143636,0,0,13
332,143636,255993ea6d344352,1,0,1,0,0,143636,0,0,10
333,143636,9217810af97eaadd,1,0,1,0,0,143636,0,0,7
334,143636,10379d72e2375c9b,1,0,1,0,0,143636,0,0,6
335,143636,b594e154215529a7,1,0,1,0,0,143636,0,0,1
336,143636,7ce3e6941e3cbeb9,1,0,1,0,0,143636,0,0,3
337,143636,e8974dfa3000833f,1,0,1,0,0,143636,0,0,5
338,143636,d59831cf55453b8c,1,0,1,0,0,143636,0,0,10
339,143636,c32e9224a9b040ea,1,0,1,0,0,143636,0,0,10
340,143636,e52e5c2b0d8aabe7,1,0,1,0,0,143636,0,0,4
341,143636,2c555cca037ffb6c,1,0,1,0,0,143636,0,0,4
342,143636,5309cb59f19cb4ec,1,0,1,0,0,143636,0,0,3
343,143636,4da6133a82288e89,1,0,1,0,0,143636,0,0,7
344,143636,ea8b90274effed98,1,0,1,0,0,143636,0,0,2
345,143636,5ae1aa03d6727f68,1,0,1,0,0,143636,0,0,5
346,143636,a100f2909b5f834e,1,0,1,0,0,143636,0,0,5
347,143636,79d2e883c84d5ea1,1,0,1,0,0,143636,0,0,3
348,143636,68e6c1ab981a1b40,1,0,1,0,0,143636,0,0,3
349,143636,03bbe0fe71563542,1,0,1,0,0,143636,0,0,1
350,143636,a8f2a00e3dc00340,1,0,1,0,0,143636,0,0,7
351,143636,c1732ce043e0c0dc,1,0,1,0,0,143636,0,0,6
352,143636,2d26bcad34c5751e,1,0,1,0,0,143636,0,0,4
353,143636,816ad1d8a155191a,1,0,1,0,0,143636,0,0,4
354,143636,0c536f2980bcc070,1,0,1,0,0,143636,0,0,1
355,143636,84c2d114ea9750de,1,0,1,0,0,143636,0,0,1
356,143636,b562a2faa81ce42e,1,0,1,0,0,143636,0,0,8
357,143636,045e8422e819791f,1,0,1,0,0,143636,0,0,6
358,143636,acf83270417174f0,1,0,1,0,0,143636,0,0,3
359,143636,06af9e41cee533d5,1,0,1,0,0,143636,0,0,2
360,143636,a021bf9b38af86e5,1,0,1,0,0,143636,0,0,5
361,143636,73f5403888fdbe7e,1,0,1,0,0,143636,0,0,9
362,143636,af33821ad7d3a135,1,0,1,0,0,143636,0,0,11
363,143636,8b4eb234afa7b212,1,0,1,0,0,143636,0,0,6
364,143636,1b03e9039e1725eb,1,0,1,0,0,143636,0,0,0
365,143636,8be6624af1faa6c5,1,0,1,0,0,143636,0,0,0
366,143636,36dd9095a982a80f,1,0,1,0,0,143636,0,0,6
367,143636,1f40f697fd6a50f3,1,0,1,0,0,143636,0,0,3
368,143636,a59f142daffabf68,1,0,1,0,0,143636,0,0,3
369,143636,f1e4d5933ce5b76b,1,0,1,0,0,143636,0,0,4
370,143636,5fb84a2063170bb0,1,0,1,0,0,143636,0,0,3
371,143636,1cd8db0cebeaf50c,1,0,1,0,0,143636,0,0,1
372,143636,ce9601975bd03826,1,0,1,0,0,143636,0,0,5
373,143636,c4fb82164e481989,1,0,1,0,0,143636,0,0,2
374,143636,6354162605bec493,1,0,1,0,0,143636,0,0,1
375,143636,83df45e25b8161ae,1,0,1,0,0,143636,0,0,5
376,143636,895b22a98dd1cd5c,1,0,1,0,0,143636,0,0,3
377,143636,3f2c2894950b163d,1,0,1,0,0,143636,0,0,5
378,143636,7b92e0528a86dbdb,1,0,1,0,0,143636,0,0,1
379,143636,92eb39bac02d1249,1,0,1,0,0,143636,0,0,3
380,143636,ce4bd8a357b5e088,1,0,1,0,0,143636,0,0,9
381,143636,32d2b0c931be477b,1,0,1,0,0,143636,0,0,4
382,143636,10b3a132598f2231,1,0,1,0,0,143636,0,0,2
383,143636,3e90477486cc26ef,1,0,1,0,0,143636,0,0,3
384,143636,845bf231bc82be05,1,0,1,0,0,143636,0,0,4
385,143636,7d38327a00e62bc1,1,0,1,0,0,143636,0,0,8
386,143636,23c179c89ddf2c55,1,0,1,0,0,143636,0,0,5
387,143636,39d4541992bacc29,1,0,1,0,0,143636,0,0,2
388,143636,30eb5df60990f311,1,0,1,0,0,143636,0,0,1
389,143636,b62875f15a9f92b4,1,0,1,0,0,143636,0,0,2
