frame,live,checksum,freelist_ok,freelist_count,segments,local_alloc,rescue,cls_parallel,cls_serial_type,cls_serial_move,cls_mispredict
390,143636,3aa8bb0021600e65,1,0,1,0,0,143636,0,0,5
391,143636,927aea981ecf8d51,1,0,1,0,0,143636,0,0,5
392,143636,707646cc49e8344d,1,0,1,0,0,143636,0,0,5
393,143636,9d96061ea6d8bc75,1,0,1,0,0,143636,0,0,6
394,143636,aba8b50b7b9972e8,1,0,1,0,0,143636,0,0,4
395,143636,787b8b5c223cd660,1,0,1,0,0,143636,0,0,7
396,143636,6d8faed4532d18a4,1,0,1,0,0,143636,0,0,2
397,143636,c5cd5d9a3de63326,1,0,1,0,0,143636,0,0,1
398,143636,a320c8aedf307505,1,0,1,0,0,143636,0,0,2
399,143636,e24a4182eb9877be,1,0,1,0,0,143636,0,0,3
400,143636,5761c1d412637b9c,1,0,1,0,0,143636,0,0,1
401,143636,fc60d5230203af9a,1,0,1,0,0,143636,0,0,2
402,143636,69d69dedf5e92a4d,1,0,1,0,0,143636,0,0,2
403,143636,b7a517e564dcc4b0,1,0,1,0,0,143636,0,0,5
404,143636,235e462f5e964dd9,1,0,1,0,0,143636,0,0,4
405,143636,158c7b672a110f24,1,0,1,0,0,143636,0,0,2
406,143636,425ac7f7a67e4dd2,1,0,1,0,0,143636,0,0,5
407,143636,0d189dfd7ef87283,1,0,1,0,0,143636,0,0,3
408,143636,356fa1ef24d0feb4,1,0,1,0,0,143636,0,0,3
409,143636,56d837a0e50811e2,1,0,1,0,0,143636,0,0,6
410,143636,03768e2541bdf6f2,1,0,1,0,0,143636,0,0,4
411,143636,5167892553f5cede,1,0,1,0,0,143636,0,0,3
412,143636,9cc78e7e86233a81,1,0,1,0,0,143636,0,0,5
413,143636,c0f7aa63a9a012f9,1,0,1,0,0,143636,0,0,7
414,143636,86a1a64a4166e3bb,1,0,1,0,0,143636,0,0,4
415,143636,69e45c8dca0e1c32,1,0,1,0,0,143636,0,0,3
416,143636,aedf8154292fee34,1,0,1,0,0,143636,0,0,2
417,143636,a4e42cebd6b68db0,1,0,1,0,0,143636,0,0,5
418,143636,dfc413049bde9bdc,1,0,1,0,0,143636,0,0,5
419,143636,fb0af7cb233cd05b,1,0,1,0,0,143636,0,0,4
420,143636,75e58c3b70b75990,1,0,1,0,0,143636,0,0,4
421,143636,51926ece5337bb15,1,0,1,0,0,143636,0,0,5
422,143636,3cd648aa4da69e01,1,0,1,0,0,143636,0,0,4
423,143636,eb8848e23362bfaa,1,0,1,0,0,143636,0,0,10
424,143636,3c7107275b0ecaa6,1,0,1,0,0,143636,0,0,4
425,143636,111166f84607aedb,1,0,1,0,0,143636,0,0,2
426,143636,75babb99f8020b91,1,0,1,0,0,143636,0,0,3
427,143636,7943d01c6e04d705,1,0,1,0,0,143636,0,0,4
428,143636,94e78f04f8a6409f,1,0,1,0,0,143636,0,0,6
429,143636,51ff50d479fb65dd,1,0,1,0,0,143636,0,0,3
430,143636,f13b4774adc3a321,1,0,1,0,0,143636,0,0,8
431,143636,8776f6be4042eea2,1,0,1,0,0,143636,0,0,6
432,143636,d26c90ecb0971800,1,0,1,0,0,143636,0,0,3
433,143636,469cbfbad9ddaecf,1,0,1,0,0,143636,0,0,2
434,143636,1a8e5652c39e3965,1,0,1,0,0,143636,0,0,7
435,143636,a9234cf7c7e4095f,1,0,1,0,0,143636,0,0,4
436,143636,e7483b8c7e3bfb33,1,0,1,0,0,143636,0,0,2
437,143636,1151c54bbbf8cf4c,1,0,1,0,0,143636,0,0,3
438,143636,05f82b50b695f577,1,0,1,0,0,143636,0,0,4
439,143636,425dd89e03d9b384,1,0,1,0,0,143636,0,0,3
440,143636,6eab53e564448f43,1,0,1,0,0,143636,0,0,4
441,143636,a172b2591ddfef71,1,0,1,0,0,143636,0,0,4
442,143636,fb50a85bb0f6504c,1,0,1,0,0,143636,0,0,2
443,143636,ce6977fc84a12e75,1,0,1,0,0,143636,0,0,1
444,143636,281cca79cf755a51,1,0,1,0,0,143636,0,0,4
445,143636,e68aea85d12b96bc,1,0,1,0,0,143636,0,0,8
446,143636,f126f7954f9d4ea9,1,0,1,0,0,143636,0,0,3
447,143636,dc310e5bf8afa28c,1,0,1,0,0,143636,0,0,0
448,143636,e4f20f00d5b7d20d,1,0,1,0,0,143636,0,0,1
449,143636,bdb1f02a92d6ee74,1,0,1,0,0,143636,0,0,3
450,143636,98ed1d9fdaec8161,1,0,1,0,0,143636,0,0,2
451,143636,522275b8dc62f832,1,0,1,0,0,143636,0,0,0
452,143636,2ca78e8fbc7aa30f,1,0,1,0,0,143636,0,0,1
453,143636,a7bbfc5ef4bce467,1,0,1,0,0,143636,0,0,5
454,143636,da6b3e8238188d6a,1,0,1,0,0,143636,0,0,8
455,143636,818102e07585f86e,1,0,1,0,0,143636,0,0,4
456,143636,1ae0b7716cb057ed,1,0,1,0,0,143636,0,0,5
457,143636,432df22026d16503,1,0,1,0,0,143636,0,0,2
458,143636,522c1b6139c39426,1,0,1,0,0,143636,0,0,3
459,143636,3307b2d899a248f7,1,0,1,0,0,143636,0,0,1
460,143636,8e8fcd0e9cb8c495,1,0,1,0,0,143636,0,0,2
461,143636,a599c160f6d77472,1,0,1,0,0,143636,0,0,2
462,143636,a791f15536fb18c2,1,0,1,0,0,143636,0,0,5
463,143636,c761d9536bf5bc2c,1,0,1,0,0,143636,0,0,11
464,143636,487ea02a0945beb3,1,0,1,0,0,143636,0,0,5
465,143636,b32eca65f7498a80,1,0,1,0,0,143636,0,0,12
466,143636,d14155a9b96746d6,1,0,1,0,0,143636,0,0,7
467,143636,26e64595f613b919,1,0,1,0,0,143636,0,0,7
468,143636,16064883379d8489,1,0,1,0,0,143636,0,0,4
469,143636,4cfc2f52743883c6,1,0,1,0,0,143636,0,0,2
470,143636,1123093b954e4f09,1,0,1,0,0,143636,0,0,3
471,143636,d89b0e0388edd79e,1,0,1,0,0,143636,0,0,5
472,143636,52dbbba6495d161c,1,0,1,0,0,143636,0,0,1
473,143636,bd79ebb3fd178cf5,1,0,1,0,0,143636,0,0,2
474,143636,f745284edaf620bd,1,0,1,0,0,143636,0,0,3
475,143636,c66418d7aa113f2b,1,0,1,0,0,143636,0,0,1
476,143636,302d616da08e5d24,1,0,1,0,0,143636,0,0,6
477,143636,5e547fd0cdcaea26,1,0,1,0,0,143636,0,0,7
478,143636,a560ea1f2e608ab2,1,0,1,0,0,143636,0,0,6
479,143636,bb579ebc8e28a2cc,1,0,1,0,0,143636,0,0,2
480,143636,12961e48fec565c9,1,0,1,0,0,143636,0,0,2
481,143636,8d028a7dcc05eef0,1,0,1,0,0,143636,0,0,4
482,143636,2c6bad153522ad3f,1,0,1,0,0,143636,0,0,4
483,143636,d23b218de11dc076,1,0,1,0,0,143636,0,0,2
484,143636,8ed1cfabb2827f6c,1,0,1,0,0,143636,0,0,4
485,143636,13a229d674d25448,1,0,1,0,0,143636,0,0,3
486,143636,e655c5522b4b04ec,1,0,1,0,0,143636,0,0,3
487,143636,e6282eda25ec9709,1,0,1,0,0,143636,0,0,7
488,143636,aa8ced56c287ead1,1,0,1,0,0,143636,0,0,7
489,143636,c3a2679caa69c297,1,0,1,0,0,143636,0,0,4
490,143636,5131ec414f873514,1,0,1,0,0,143636,0,0,7
491,143636,5cf5110d3cc5c8fd,1,0,1,0,0,143636,0,0,4
492,143636,ae79d96357968a40,1,0,1,0,0,143636,0,0,4
493,143636,07d0af192ce1ebb2,1,0,1,0,0,143636,0,0,2
494,143636,a63cc3b6384e34b0,1,0,1,0,0,143636,0,0,1
495,143636,a1025e41bace3b2f,1,0,1,0,0,143636,0,0,6
496,143636,2ad3717f00b1cf0c,1,0,1,0,0,143636,0,0,7
497,143636,e206f8141ea57eb6,1,0,1,0,0,143636,0,0,9
498,143636,73f5421fc777fed1,1,0,1,0,0,143636,0,0,6
499,143636,1fe26358596ac728,1,0,1,0,0,143636,0,0,6
500,143636,386f2f351f35d8fe,1,0,1,0,0,143636,0,0,2
501,143636,5bfb68568a6911de,1,0,1,0,0,143636,0,0,3
502,143636,a987577ca4a905ba,1,0,1,0,0,143636,0,0,5
503,143636,52be64b5a433eca0,1,0,1,0,0,143636,0,0,2
504,143636,60a5659d2527c50c,1,0,1,0,0,143636,0,0,8
505,143636,511a406727330421,1,0,1,0,0,143636,0,0,2
506,143636,84811b1a1439a7d5,1,0,1,0,0,143636,0,0,3
507,143636,8a238f9daffdab1c,1,0,1,0,0,143636,0,0,2
508,143636,5f18d861c58bdd45,1,0,1,0,0,143636,0,0,9
509,143636,d38e69a6e5ad7915,1,0,1,0,0,143636,0,0,2
510,143636,fa59576ab5611f37,1,0,1,0,0,143636,0,0,9
511,143636,f30d347138efad12,1,0,1,0,0,143636,0,0,7
512,143636,ec230b3ebad3c41d,1,0,1,0,0,143636,0,0,6
513,143636,43d2c0fc043d1611,1,0,1,0,0,143636,0,0,11
514,143636,d5f630fc31698fca,1,0,1,0,0,143636,0,0,3
515,143636,8e9a5de3cae04b30,1,0,1,0,0,143636,0,0,5
516,143636,177a3c0153d58815,1,0,1,0,0,143636,0,0,1
517,143636,2c2fa99f4463598f,1,0,1,0,0,143636,0,0,10
518,143636,e917c12979d4f6ad,1,0,1,0,0,143636,0,0,8
519,143636,d6d0b2cffebcd25e,1,0,1,0,0,143636,0,0,3
520,143636,b4d364f9d9f6b70f,1,0,1,0,0,143636,0,0,4
521,143636,8f0ca54b7316f590,1,0,1,0,0,143636,0,0,4
522,143636,806366149d064ce7,1,0,1,0,0,143636,0,0,5
523,143636,d6c7d44ec2c7da8e,1,0,1,0,0,143636,0,0,4
524,143636,b06962ec85cbd9e9,1,0,1,0,0,143636,0,0,10
525,143636,ae5e4be047c6abf7,1,0,1,0,0,143636,0,0,1
526,143636,9c96586cb9a9beae,1,0,1,0,0,143636,0,0,10
527,143636,649c793f9cc91154,1,0,1,0,0,143636,0,0,12
528,143636,6c400979d2095072,1,0,1,0,0,143636,0,0,7
529,143636,5b93755ce9664bf4,1,0,1,0,0,143636,0,0,4
530,143636,9fbf810bd1b22a93,1,0,1,0,0,143636,0,0,4
531,143636,2191729fba732597,1,0,1,0,0,143636,0,0,6
532,143636,bef0df7d7b6a8152,1,0,1,0,0,143636,0,0,2
533,143636,182d2a8948cc1ee4,1,0,1,0,0,143636,0,0,6
534,143636,1cd239fa0c098337,1,0,1,0,0,143636,0,0,4
535,143636,bf2e894fba7244b2,1,0,1,0,0,143636,0,0,4
536,143636,a1fb0e9eace90ab1,1,0,1,0,0,143636,0,0,14
537,143636,7f7f476f547206ed,1,0,1,0,0,143636,0,0,5
538,143636,8da4fd1418e20d37,1,0,1,0,0,143636,0,0,2
539,143636,31cc1ddb225b25a5,1,0,1,0,0,143636,0,0,6
540,143636,aed3613d9cfd4c5a,1,0,1,0,0,143636,0,0,5
541,143636,9965a421d4e14744,1,0,1,0,0,143636,0,0,7
542,143636,8cc206d75b2a124b,1,0,1,0,0,143636,0,0,9
543,143636,52052cfa19778d47,1,0,1,0,0,143636,0,0,9
544,143636,5e3c9f928f25f663,1,0,1,0,0,143636,0,0,11
545,143636,27bf540815275fb6,1,0,1,0,0,143636,0,0,4
546,143636,86bc5b3cb07a87de,1,0,1,0,0,143636,0,0,7
547,143636,c10e372df94fd51f,1,0,1,0,0,143636,0,0,5
548,143636,187fbc04420e01e5,1,0,1,0,0,143636,0,0,4
549,143636,3e9de7f98ad39f0a,1,0,1,0,0,143636,0,0,7
550,143636,f950ef51a598dc94,1,0,1,0,0,143636,0,0,9
551,143636,351c631d4ce83c7c,1,0,1,0,0,143636,0,0,11
552,143636,3a58c691bf073b75,1,0,1,0,0,143636,0,0,5
553,143636,7679f9db49416d06,1,0,1,0,0,143636,0,0,5
554,143636,77395963f68d3ee0,1,0,1,0,0,143636,0,0,8
555,143636,3f95152c14c99789,1,0,1,0,0,143636,0,0,7
556,143636,91b195aeecf5ce1b,1,0,1,0,0,143636,0,0,6
557,143636,3b355612f9996bf1,1,0,1,0,0,143636,0,0,6
558,143636,959d4b5933281478,1,0,1,0,0,143636,0,0,5
559,143636,fffe49d5493e9bea,1,0,1,0,0,143636,0,0,5
560,143636,54f58e8b8a9d1386,1,0,1,0,0,143636,0,0,3
561,143636,d3087b012a617969,1,0,1,0,0,143636,0,0,8
562,143636,1c49f70386d2b3a6,1,0,1,0,0,143636,0,0,6
563,143636,e1e9ebeae5f1eb18,1,0,1,0,0,143636,0,0,7
564,143636,9ff82f61e16f18d2,1,0,1,0,0,143636,0,0,5
565,143636,e5919b1587cf0cc8,1,0,1,0,0,143636,0,0,3
566,143636,8178e6fad28e6fdc,1,0,1,0,0,143636,0,0,9
567,143636,9931c9ff8a91acff,1,0,1,0,0,143636,0,0,4
568,143636,ae4047ea037ff098,1,0,1,0,0,143636,0,0,2
569,143636,b94e6b94da1a601d,1,0,1,0,0,143636,0,0,4
570,143636,19905a5e5fe0271b,1,0,1,0,0,143636,0,0,2
571,143636,c7668b7c9504b638,1,0,1,0,0,143636,0,0,4
572,143636,8f85d7dd4c9a1f11,1,0,1,0,0,143636,0,0,5
573,143636,9fbc87398045bce0,1,0,1,0,0,143636,0,0,4
574,143636,8154d4c7c2f11e80,1,0,1,0,0,143636,0,0,4
575,143636,ce3201a1ad156a53,1,0,1,0,0,143636,0,0,2
576,143636,302464d059ac99b0,1,0,1,0,0,143636,0,0,4
577,143636,ca8d62a098157c7b,1,0,1,0,0,143636,0,0,2
578,143636,fad06cec7c032e4b,1,0,1,0,0,143636,0,0,3
579,143636,6543506efe9b889e,1,0,1,0,0,143636,0,0,1
580,143636,13f46d5885f40548,1,0,1,0,0,143636,0,0,2
581,143636,f592f3e2f8720896,1,0,1,0,0,143636,0,0,2
582,143636,76759d5c0176e416,1,0,1,0,0,143636,0,0,2
583,143636,65622a83ff3b5cf1,1,0,1,0,0,143636,0,0,2
584,143636,7fd7bc61479bc0cf,1,0,1,0,0,143636,0,0,2
585,143636,8ca1434b2f0efd06,1,0,1,0,0,143636,0,0,3
586,143636,d5759df60e2691fd,1,0,1,0,0,143636,0,0,3
587,143636,4e580153236722dd,1,0,1,0,0,143636,0,0,3
588,143636,4ddf202f90477e1f,1,0,1,0,0,143636,0,0,1
589,143636,b21db691ee5e3382,1,0,1,0,0,143636,0,0,3
590,143636,bb212449769a57f1,1,0,1,0,0,143636,0,0,1
591,143636,a84b7eed3d675731,1,0,1,0,0,143636,0,0,3
592,143636,c41cc94c42771bf2,1,0,1,0,0,143636,0,0,1
593,143636,1fe05732273e70bf,1,0,1,0,0,143636,0,0,1
594,143636,850125cfd21914a5,1,0,1,0,0,143636,0,0,1
595,143636,f0251be850236c9f,1,0,1,0,0,143636,0,0,2
596,143636,96941b103916c264,1,0,1,0,0,143636,0,0,2
597,143636,d85fa23d22fd6eb5,1,0,1,0,0,143636,0,0,1
598,143636,edc76e46fd2070dc,1,0,1,0,0,143636,0,0,2
599,143636,6b3ed3a09987cdaf,1,0,1,0,0,143636,0,0,1
600,143636,9c2608e87904db46,1,0,1,0,0,143636,0,0,3
601,143636,01a6b906ddf126b9,1,0,1,0,0,143636,0,0,2
602,143636,d9470600983b48f9,1,0,1,0,0,143636,0,0,3
603,143636,ce36ca596fa152f7,1,0,1,0,0,143636,0,0,2
604,143636,0814932f8ea4e331,1,0,1,0,0,143636,0,0,2
605,143636,fa826c12dae5d530,1,0,1,0,0,143636,0,0,2
606,143636,9d6ec230ccf88084,1,0,1,0,0,143636,0,0,0
607,143636,5cb1ab7e8af774e2,1,0,1,0,0,143636,0,0,2
608,143636,8a0cfe9c7c160f38,1,0,1,0,0,143636,0,0,2
609,143636,d4a26aa90c4190e9,1,0,1,0,0,143636,0,0,1
610,143636,c845e92e5911d96e,1,0,1,0,0,143636,0,0,2
611,143636,b6968d162f136999,1,0,1,0,0,143636,0,0,2
612,143636,866106e21bb8d4bd,1,0,1,0,0,143636,0,0,2
613,143636,d8a9f7759d7256fa,1,0,1,0,0,143636,0,0,1
614,143636,b927769cc79d85bf,1,0,1,0,0,143636,0,0,1
615,143636,4413e3b6bc961aa0,1,0,1,0,0,143636,0,0,2
616,143636,1984601106f918fd,1,0,1,0,0,143636,0,0,1
617,143636,1ba3bfc3381dc550,1,0,1,0,0,143636,0,0,0
618,143636,22d09208b3e0560b,1,0,1,0,0,143636,0,0,1
619,143636,998cbc086a5da4fc,1,0,1,0,0,143636,0,0,1
620,143636,45c19fd9f41c8f1f,1,0,1,0,0,143636,0,0,2
621,143636,607c2fe86b75aa15,1,0,1,0,0,143636,0,0,1
622,143636,84c3478858048e38,1,0,1,0,0,143636,0,0,0
623,143636,14e84189bbb28c0f,1,0,1,0,0,143636,0,0,2
624,143636,a7baa1d57bc755ea,1,0,1,0,0,143636,0,0,2
625,143636,ed27364b98d195a0,1,0,1,0,0,143636,0,0,2
626,143636,32e555b99b9eeff5,1,0,1,0,0,143636,0,0,0
627,143636,16fe04d9ed66d5f1,1,0,1,0,0,143636,0,0,1
628,143636,ddc966af2d92e8d0,1,0,1,0,0,143636,0,0,2
629,143636,ba671abbab09a54a,1,0,1,0,0,143636,0,0,2
630,143636,8ef4526f2fabc7aa,1,0,1,0,0,143636,0,0,2
631,143636,ead69008de1a0780,1,0,1,0,0,143636,0,0,2
632,143636,97cc1621fe1485be,1,0,1,0,0,143636,0,0,1
633,143636,4190568856038c67,1,0,1,0,0,143636,0,0,1
634,143636,566161d3127eb5ed,1,0,1,0,0,143636,0,0,1
635,143636,a47d886bd7b32509,1,0,1,0,0,143636,0,0,1
636,143636,9260738343c075a9,1,0,1,0,0,143636,0,0,1
637,143636,2cc60012109cc1d1,1,0,1,0,0,143636,0,0,1
638,143636,82a8ff38c9500483,1,0,1,0,0,143636,0,0,1
639,143636,9043af61c3c629cf,1,0,1,0,0,143636,0,0,1
640,143636,18e289df20f488f8,1,0,1,0,0,143636,0,0,1
641,143636,4dd24c61dcc6f96d,1,0,1,0,0,143636,0,0,0
642,143636,5fa11a176c6f008f,1,0,1,0,0,143636,0,0,0
643,143636,f70fbfe9309855db,1,0,1,0,0,143636,0,0,1
644,143636,490fabeb54e98690,1,0,1,0,0,143636,0,0,1
645,143636,507489392d6c4358,1,0,1,0,0,143636,0,0,1
646,143636,ccb074e3cd352684,1,0,1,0,0,143636,0,0,0
647,143636,b42f941fb43fd9f1,1,0,1,0,0,143636,0,0,0
648,143636,bfcfc6db4f586c90,1,0,1,0,0,143636,0,0,0
649,143636,f8a292751f8b53a0,1,0,1,0,0,143636,0,0,1
650,143636,2d22ec239aef05cc,1,0,1,0,0,143636,0,0,0
651,143636,fbcf6c12c14eb8c1,1,0,1,0,0,143636,0,0,1
652,143636,4faacadd89263ef9,1,0,1,0,0,143636,0,0,1
653,143636,aad0d393214aba53,1,0,1,0,0,143636,0,0,1
654,143636,cff91ada955c041e,1,0,1,0,0,143636,0,0,0
655,143636,673f76f98cdf6a67,1,0,1,0,0,143636,0,0,1
656,143636,4a52e9b74e93dc42,1,0,1,0,0,143636,0,0,1
657,143636,9e09a33447667f85,1,0,1,0,0,143636,0,0,1
658,143636,7ccf7f07a5d3648f,1,0,1,0,0,143636,0,0,1
659,143636,937fd382a5158244,1,0,1,0,0,143636,0,0,1
660,143636,b35e1b35151e981f,1,0,1,0,0,143636,0,0,0
661,143636,666c895d8ebe8664,1,0,1,0,0,143636,0,0,1
662,143636,187363e677e4b805,1,0,1,0,0,143636,0,0,0
663,143636,7d853aa14c9e1420,1,0,1,0,0,143636,0,0,0
664,143636,3ee9d83637a99f99,1,0,1,0,0,143636,0,0,1
665,143636,a456be24cdd9b193,1,0,1,0,0,143636,0,0,1
666,143636,5f442767cd69583a,1,0,1,0,0,143636,0,0,1
667,143636,a91a9888eb160c00,1,0,1,0,0,143636,0,0,1
668,143636,7c5511aa2369ac87,1,0,1,0,0,143636,0,0,1
669,143636,854dbc2620d557f5,1,0,1,0,0,143636,0,0,1
670,143636,03009672c9f1776e,1,0,1,0,0,143636,0,0,0
671,143636,28eeb3d26e55cc3f,1,0,1,0,0,143636,0,0,1
672,143636,744f1c5d21ede623,1,0,1,0,0,143636,0,0,0
673,143636,1e926f4f4b3ace41,1,0,1,0,0,143636,0,0,1
674,143636,72d0eb4734462420,1,0,1,0,0,143636,0,0,0
675,143636,3f1422eea7672bee,1,0,1,0,0,143636,0,0,1
676,143636,d02fc40a19ad0824,1,0,1,0,0,143636,0,0,1
677,143636,3afab39d7b707e1c,1,0,1,0,0,143636,0,0,0
678,143636,14e2677ab7576782,1,0,1,0,0,143636,0,0,0
679,143636,96eaa7a12697690a,1,0,1,0,0,143636,0,0,0
680,143636,375dc67ae0f2f241,1,0,1,0,0,143636,0,0,0
681,143636,f702fba8765fa545,1,0,1,0,0,143636,0,0,1
682,143636,604079751193a44b,1,0,1,0,0,143636,0,0,1
683,143636,0a0ddc31898df68b,1,0,1,0,0,143636,0,0,1
684,143636,d37ac454a1d81f84,1,0,1,0,0,143636,0,0,0
685,143636,53f6e8d063304680,1,0,1,0,0,143636,0,0,1
686,143636,4a622add3d7eddee,1,0,1,0,0,143636,0,0,1
687,143636,9cdb6c0351b09e78,1,0,1,0,0,143636,0,0,1
688,143636,6e39d8d8d3344c21,1,0,1,0,0,143636,0,0,0
689,143636,b29f12ca5c18305e,1,0,1,0,0,143636,0,0,1
690,143636,60f8420fc3fe4abb,1,0,1,0,0,143636,0,0,0
691,143636,18d04ff3559e1291,1,0,1,0,0,143636,0,0,1
692,143636,abd1eb8091c440bc,1,0,1,0,0,143636,0,0,1
693,143636,df5172bf125a62ea,1,0,1,0,0,143636,0,0,1
694,143636,99deffd8294a062b,1,0,1,0,0,143636,0,0,1
695,143636,9288590f775685d6,1,0,1,0,0,143636,0,0,1
696,143636,6a8db9e5fe1fcef6,1,0,1,0,0,143636,0,0,0
697,143636,fcda5f4eb74289af,1,0,1,0,0,143636,0,0,1
698,143636,649212af436e7d81,1,0,1,0,0,143636,0,0,0
699,143636,182eb61dfbc76e33,1,0,1,0,0,143636,0,0,0
700,143636,d1f6b0f114a536f5,1,0,1,0,0,143636,0,0,1
701,143636,330b36a2b517b692,1,0,1,0,0,143636,0,0,1
702,143636,3f57b82eb200d937,1,0,1,0,0,143636,0,0,1
703,143636,1f07c82ece13f01b,1,0,1,0,0,143636,0,0,1
704,143636,b45d6adb0c443922,1,0,1,0,0,143636,0,0,1
705,143636,dddc4c1eb6936b31,1,0,1,0,0,143636,0,0,0
706,143636,e9130f230c2e2618,1,0,1,0,0,143636,0,0,1
707,143636,3492c7f15faba9d5,1,0,1,0,0,143636,0,0,1
708,143636,5c83d869262bfe19,1,0,1,0,0,143636,0,0,1
709,143636,4e0cab6170657097,1,0,1,0,0,143636,0,0,1
710,143636,e0922766b72dd7c5,1,0,1,0,0,143636,0,0,1
711,143636,0ff92a8bc4fa0780,1,0,1,0,0,143636,0,0,1
712,143636,673d71ae36cc6e43,1,0,1,0,0,143636,0,0,1
713,143636,db141dc2201a6fbe,1,0,1,0,0,143636,0,0,1
714,143636,d3362bba21f624c6,1,0,1,0,0,143636,0,0,1
715,143636,212810c91ed20ff1,1,0,1,0,0,143636,0,0,1
716,143636,0def00dce468fb67,1,0,1,0,0,143636,0,0,1
717,143636,9e0ba0e006db23e6,1,0,1,0,0,143636,0,0,1
718,143636,3b1d885d33465254,1,0,1,0,0,143636,0,0,0
719,143636,1ee3025b8e34e3e5,1,0,1,0,0,143636,0,0,0
720,143636,a1b3bd4f8d7d0311,1,0,1,0,0,143636,0,0,1
721,143636,4f38dc267e498513,1,0,1,0,0,143636,0,0,0
722,143636,774745944055fe1b,1,0,1,0,0,143636,0,0,1
723,143636,2987c91384cf6126,1,0,1,0,0,143636,0,0,0
724,143636,6c89f9dfeebeb209,1,0,1,0,0,143636,0,0,0
725,143636,85c067f390b9e3f0,1,0,1,0,0,143636,0,0,1
726,143636,64051f0bd90ace3c,1,0,1,0,0,143636,0,0,0
727,143636,0ea2377f3c9e22ba,1,0,1,0,0,143636,0,0,1
728,143636,0133cb7736404109,1,0,1,0,0,143636,0,0,1
729,143636,9e38c33149fcde4c,1,0,1,0,0,143636,0,0,1
730,143636,44f4d131ea299520,1,0,1,0,0,143636,0,0,0
731,143636,a6dad54bef237ac7,1,0,1,0,0,143636,0,0,1
732,143636,f3c681f6240725e3,1,0,1,0,0,143636,0,0,0
733,143636,c05375d649039e94,1,0,1,0,0,143636,0,0,0
734,143636,d833d03ad45885c2,1,0,1,0,0,143636,0,0,0
735,143636,d55608f924bdfcdd,1,0,1,0,0,143636,0,0,0
736,143636,b05ddb78e18626f9,1,0,1,0,0,143636,0,0,0
737,143636,240563a422630013,1,0,1,0,0,143636,0,0,0
738,143636,c3bd59a6eed8ebbb,1,0,1,0,0,143636,0,0,0
739,143636,bddbbc2b321f8f0c,1,0,1,0,0,143636,0,0,0
740,143636,3aa50304427762d1,1,0,1,0,0,143636,0,0,0
741,143636,cf91e248c0cfb536,1,0,1,0,0,143636,0,0,0
742,143636,5e2c66c3f1ee262d,1,0,1,0,0,143636,0,0,0
743,143636,e8fee0f829f5f092,1,0,1,0,0,143636,0,0,0
744,143636,efdb833c471d8664,1,0,1,0,0,143636,0,0,0
745,143636,f02c5691348f828c,1,0,1,0,0,143636,0,0,0
746,143636,a358ab541acb4636,1,0,1,0,0,143636,0,0,0
747,143636,af58ac89884ef72f,1,0,1,0,0,143636,0,0,0
748,143636,a74cfc27e99b832e,1,0,1,0,0,143636,0,0,0
749,143636,c4fca61ec004903b,1,0,1,0,0,143636,0,0,0
750,143636,b7a46b9df20fa366,1,0,1,0,0,143636,0,0,0
751,143636,e06b8dd66d34493a,1,0,1,0,0,143636,0,0,0
752,143636,f232562eff3a8aee,1,0,1,0,0,143636,0,0,0
753,143636,c70da04ae41d0e76,1,0,1,0,0,143636,0,0,0
754,143636,a75e3fa5f777ac2f,1,0,1,0,0,143636,0,0,0
755,143636,c31b7237d93f04ca,1,0,1,0,0,143636,0,0,0
756,143636,a7dd2d99b3b0195a,1,0,1,0,0,143636,0,0,0
757,143636,75ea3f19b2b0e11c,1,0,1,0,0,143636,0,0,0
758,143636,f4aa5ea32cfae0a4,1,0,1,0,0,143636,0,0,0
759,143636,ef8bcb9ab1f75131,1,0,1,0,0,143636,0,0,0
760,143636,edd85a7ca870e507,1,0,1,0,0,143636,0,0,0
761,143636,c58389570f88a295,1,0,1,0,0,143636,0,0,0
762,143636,57511de3d0c3be01,1,0,1,0,0,143636,0,0,0
763,143636,75dd488460d4add4,1,0,1,0,0,143636,0,0,0
764,143636,eba4402ead49f08d,1,0,1,0,0,143636,0,0,0
765,143636,53aa532b0b181a27,1,0,1,0,0,143636,0,0,0
766,143636,adcf0581adbf50c4,1,0,1,0,0,143636,0,0,0
767,143636,1dbc9e11264d46e2,1,0,1,0,0,143636,0,0,0
768,143636,e17798d5a191d8dc,1,0,1,0,0,143636,0,0,0
769,143636,5947268196cc10bf,1,0,1,0,0,143636,0,0,0
770,143636,10807b9a856ea688,1,0,1,0,0,143636,0,0,0
771,143636,c177d4609240dd84,1,0,1,0,0,143636,0,0,0
772,143636,380a43ed3ee7d5ad,1,0,1,0,0,143636,0,0,0
773,143636,a85d5be2a54c6ce3,1,0,1,0,0,143636,0,0,0
774,143636,f7b59274774cb939,1,0,1,0,0,143636,0,0,0
775,143636,c7249e09cf876801,1,0,1,0,0,143636,0,0,0
776,143636,174e1cd7c8888006,1,0,1,0,0,143636,0,0,0
777,143636,00b98dcf30c5c6b4,1,0,1,0,0,143636,0,0,0
778,143636,f9003c50819d7343,1,0,1,0,0,143636,0,0,0
779,143636,dcb7c6795cc24432,1,0,1,0,0,143636,0,0,0
780,143636,7d9807ac044645d9,1,0,1,0,0,143636,0,0,0
