frame,Frame time,GameController::Update,GameModel::UpdateUpTo,GameModel::BeforeSim,Air::update_air,Simulation::DispatchNewtonianGravity,Simulation::RecalcFreeParticles,Simulation::UpdateParticles,GameModel::AfterSim
430,17017.68,7161.97,7158.70,1371.28,681.31,0.07,626.93,5785.03,1.35
431,16941.76,7085.74,7082.51,1358.87,674.46,0.07,622.39,5721.30,1.31
432,16945.57,7089.11,7085.90,1350.38,667.76,0.06,620.76,5733.16,1.31
433,16994.78,7214.18,7210.89,1382.92,667.89,0.07,653.07,5825.55,1.36
434,17657.88,7296.24,7292.81,1433.22,679.64,0.06,692.03,5857.14,1.38
435,17634.64,7462.40,7459.02,1487.71,672.91,0.07,752.96,5968.90,1.34
436,18169.79,7490.85,7487.51,1483.59,675.75,0.06,745.96,6001.46,1.36
437,17950.82,7434.94,7431.64,1471.68,674.93,0.06,735.89,5957.52,1.35
438,17857.52,7412.97,7409.71,1465.25,676.80,0.06,727.66,5942.00,1.38
439,17663.69,7315.57,7312.32,1449.66,672.03,0.06,717.97,5860.23,1.36
440,17536.30,7202.37,7199.13,1437.99,678.22,0.05,700.87,5758.74,1.34
441,17492.24,7154.19,7150.99,1434.07,673.42,0.06,697.10,5.55,5714.53,1.34
442,17344.79,7054.58,7051.39,1410.77,666.66,0.06,681.61,5638.27,1.31
443,17285.36,7000.59,6997.43,1407.66,665.18,0.06,675.69,5.51,5587.47,1.28
444,17268.06,6995.08,6991.92,1416.69,672.96,0.06,677.02,5572.92,1.27
445,17977.12,7016.44,7013.29,1410.02,675.17,0.06,668.46,5600.99,1.25
446,17931.85,7110.58,7107.41,1419.93,683.68,0.06,669.56,5685.18,1.26
447,17753.32,7140.56,7137.36,1432.69,687.24,0.05,680.03,5702.35,1.26
448,17635.47,7166.05,7162.87,1478.04,687.73,0.05,713.49,10.78,5682.52,1.25
449,17454.57,7116.36,7113.20,1456.57,684.12,0.05,697.50,5654.30,1.26
450,17390.96,7107.08,7103.94,1444.84,684.79,0.05,686.86,5656.75,1.28
451,17306.82,7109.84,7106.74,1438.05,691.50,0.05,674.77,5666.35,1.29
452,17133.26,7029.12,7026.03,1417.83,682.66,0.05,664.95,5605.85,1.29
453,17032.15,6938.36,6935.27,1398.75,671.96,0.04,658.14,5534.21,1.27
454,16936.27,6831.90,6828.78,1382.20,668.17,0.04,646.82,5444.28,1.28
455,16938.16,6802.11,6798.99,1378.30,669.33,0.04,642.23,5418.39,1.27
456,16931.36,6842.08,6838.97,1360.35,661.25,0.04,633.61,5476.34,1.26
457,16860.45,6879.75,6876.61,1359.23,664.16,0.05,629.70,5515.11,1.26
458,17470.71,6822.16,6819.01,1351.32,660.75,0.07,626.39,5465.44,1.25
459,17468.57,6861.28,6858.09,1361.82,660.92,0.07,631.94,5.90,5494.00,1.25
460,17387.16,6888.71,6885.48,1355.01,653.75,0.07,633.77,5528.16,1.28
461,17237.92,6859.16,6855.85,1385.31,673.15,0.06,645.68,5468.18,1.30
462,17212.23,6894.23,6890.90,1431.76,678.47,0.08,686.25,5456.63,1.38
463,17024.75,6835.77,6832.50,1413.56,676.12,0.07,671.39,5416.48,1.35
464,17155.89,6997.61,6994.37,1418.83,690.14,0.07,662.69,5573.09,1.35
465,16981.85,7061.90,7058.70,1413.43,695.47,0.06,652.07,5642.84,1.35
466,16878.89,7098.46,7095.28,1397.74,688.09,0.07,644.98,5695.14,1.34
467,16795.48,7115.43,7112.20,1397.05,692.12,0.07,640.05,5712.66,1.42
468,16653.48,7060.22,7057.02,1391.52,693.63,0.07,634.04,5663.03,1.40
469,16664.07,7052.66,7049.46,1391.20,695.28,0.07,631.63,5655.84,1.37
470,16550.20,6987.86,6984.67,1396.02,701.36,0.07,629.93,5586.26,1.35
471,16493.74,6921.93,6918.64,1390.09,704.46,0.06,620.81,5526.19,1.34
472,16486.02,6909.55,6906.33,1402.28,698.69,0.07,638.88,5501.66,1.33
473,16420.86,6881.40,6878.24,1389.59,690.67,0.07,635.52,5486.30,1.30
474,17262.53,6938.04,6934.84,1389.96,695.76,0.06,630.33,5542.53,1.30
475,17052.10,6845.85,6842.64,1385.13,692.29,0.06,624.93,5.34,5455.19,1.29
476,17063.27,6843.07,6839.75,1410.27,705.21,0.06,637.56,5427.19,1.27
477,17015.77,6876.37,6873.03,1421.39,696.33,0.06,658.91,5449.32,1.27
478,16932.85,6903.10,6899.67,1423.90,706.77,0.05,650.75,5473.30,1.39
479,16804.89,6869.20,6865.79,1406.78,696.32,0.06,644.14,5456.57,1.37
480,16692.39,6797.53,6793.18,1386.17,690.34,0.06,630.96,5404.48,1.44
481,16601.17,6698.09,6693.84,1370.10,683.20,0.05,623.37,5321.25,1.42
482,16558.33,6616.74,6612.55,1351.48,674.09,0.06,615.15,5258.62,1.40
483,16545.89,6578.74,6574.55,1336.69,667.56,0.06,608.04,5235.43,1.39
484,16479.71,6532.69,6528.50,1333.20,660.49,0.07,611.62,5192.87,1.37
485,16480.86,6539.47,6535.35,1328.11,664.61,0.07,603.34,5204.82,1.37
486,16389.75,6504.78,6500.61,1317.49,655.75,0.07,602.63,5180.73,1.35
487,16376.65,6504.35,6500.23,1309.00,646.59,0.07,604.14,5188.84,1.34
488,16331.70,6502.80,6498.69,1350.85,682.50,0.06,609.96,5145.46,1.33
489,17037.22,6473.81,6469.62,1361.48,686.41,0.07,617.23,5105.77,1.31
490,17027.31,6512.02,6507.81,1386.90,687.35,0.07,640.81,5118.51,1.32
491,16960.55,6560.02,6555.87,1386.88,683.82,0.07,644.23,5166.51,1.37
492,16898.11,6593.82,6589.71,1375.48,680.14,0.07,637.32,5211.74,1.39
493,16852.27,6653.06,6649.00,1375.66,680.20,0.08,638.19,5270.83,1.41
494,16768.47,6689.59,6685.50,1368.83,681.56,0.08,630.75,5314.17,1.40
495,16646.76,6671.03,6666.97,1357.95,681.15,0.07,620.28,5306.50,1.41
496,16561.36,6627.96,6623.96,1348.03,675.30,0.07,611.66,5.46,5273.41,1.42
497,16549.52,6629.25,6625.32,1333.87,671.53,0.07,602.14,5288.98,1.39
498,16469.87,6611.58,6607.73,1337.02,676.59,0.07,601.14,5268.26,1.39
499,16363.88,6539.06,6535.29,1324.55,675.87,0.07,590.35,5208.34,1.36
500,16333.94,6482.84,6479.16,1312.65,669.71,0.07,585.57,5164.13,1.35
501,16365.52,6477.62,6474.03,1312.56,673.16,0.07,582.90,5159.11,1.34
502,16349.51,6501.56,6498.04,1321.85,671.99,0.07,587.67,6.40,5173.81,1.33
503,17034.18,6476.47,6472.97,1331.66,678.55,0.07,591.94,5138.95,1.32
504,17013.36,6505.81,6502.31,1356.14,685.24,0.07,609.29,5143.81,1.32
505,16958.80,6558.16,6554.69,1400.06,692.47,0.07,646.81,5152.26,1.33
506,16821.74,6541.45,6537.90,1394.27,692.19,0.06,636.98,5.51,5141.24,1.34
507,16710.36,6484.01,6480.54,1383.82,692.17,0.06,626.32,5094.34,1.33
508,16706.51,6484.33,6480.85,1372.68,692.16,0.06,616.20,5105.76,1.35
509,16571.26,6410.81,6407.35,1352.11,681.77,0.06,607.24,5052.86,1.33
510,16552.37,6380.66,6377.25,1341.24,680.07,0.06,599.01,5033.64,1.33
511,16443.33,6296.45,6293.05,1322.08,672.14,0.06,589.04,4968.63,1.30
512,16454.36,6273.86,6270.51,1318.69,670.42,0.08,587.47,4949.49,1.29
513,16393.94,6239.66,6236.34,1315.48,675.05,0.08,579.28,4918.56,1.27
514,16359.58,6216.55,6213.27,1307.62,676.74,0.07,570.16,4903.35,1.25
515,16382.24,6257.82,6254.53,1322.87,684.40,0.08,577.43,4929.36,1.24
516,16995.58,6184.86,6181.59,1307.29,674.37,0.08,572.93,4872.01,1.23
517,17022.94,6214.01,6210.66,1319.60,680.65,0.08,579.37,4888.78,1.23
518,16998.55,6294.01,6290.70,1337.05,685.55,0.08,591.43,4951.36,1.23
519,16859.92,6310.75,6307.48,1333.60,680.84,0.07,585.66,7.87,4971.58,1.24
520,16806.45,6342.63,6339.44,1344.32,692.65,0.07,584.45,4992.86,1.24
521,16696.49,6328.44,6325.26,1328.84,689.83,0.07,573.14,4994.15,1.25
522,16563.24,6243.68,6240.50,1306.97,679.49,0.07,563.05,4931.25,1.27
523,16576.41,6231.54,6228.26,1295.28,675.74,0.07,555.94,4930.64,1.32
524,16460.90,6161.54,6158.28,1279.72,665.35,0.09,551.99,4876.25,1.31
525,16474.25,6156.34,6153.07,1273.81,662.60,0.09,549.96,4876.92,1.30
526,16456.30,6159.62,6156.38,1281.85,668.68,0.09,552.80,4872.19,1.31
527,16415.45,6169.83,6166.62,1274.15,663.72,0.08,551.00,4890.15,1.30
528,16330.34,6135.49,6132.19,1273.48,662.82,0.08,550.38,4856.41,1.29
529,16337.57,6156.74,6153.43,1291.52,668.89,0.08,562.86,4859.63,1.26
530,17062.48,6170.80,6167.51,1300.68,674.81,0.08,566.87,4864.58,1.24
531,16989.52,6193.55,6190.14,1305.84,674.41,0.08,573.38,4882.02,1.25
532,16925.12,6229.63,6226.21,1336.77,681.35,0.07,597.21,4887.09,1.29
533,16946.47,6358.20,6354.79,1343.91,685.02,0.07,600.25,5008.50,1.29
534,16758.37,6343.86,6340.44,1344.05,691.83,0.06,594.44,4993.99,1.30
535,16717.10,6351.60,6348.20,1335.94,693.07,0.06,585.94,5009.87,1.30
536,16615.24,6316.37,6313.01,1321.20,685.79,0.06,579.40,4989.40,1.33
537,16647.17,6375.77,6372.46,1309.48,681.08,0.06,573.22,5060.59,1.31
538,16654.15,6497.76,6494.49,1317.35,686.34,0.06,575.16,5174.74,1.32
539,16389.25,6405.45,6402.17,1300.28,678.56,0.05,566.70,5099.54,1.30
540,16474.47,6450.83,6447.58,1308.87,679.45,0.06,573.85,5136.37,1.28
541,16340.09,6398.40,6395.22,1293.14,671.65,0.05,566.74,5099.75,1.27
542,16483.17,6543.14,6539.91,1327.91,689.59,0.06,571.63,11.07,5209.64,1.30
543,17199.11,6644.35,6641.12,1343.76,681.37,0.06,594.83,5294.96,1.30
544,17022.97,6647.13,6643.89,1363.17,682.61,0.06,612.27,5278.30,1.29
545,16986.44,6694.84,6691.45,1368.12,680.15,0.06,620.77,5320.88,1.31
546,16871.26,6697.51,6693.94,1396.76,691.17,0.06,637.78,5294.76,1.29
547,16884.94,6786.93,6783.40,1415.15,696.29,0.06,649.99,5365.79,1.30
548,16779.12,6835.49,6831.96,1414.39,698.30,0.06,647.20,5415.04,1.32
549,16778.14,6947.26,6943.59,1412.58,699.85,0.07,645.27,5528.33,1.43
550,16618.45,6959.87,6956.21,1407.77,707.35,0.07,634.12,5545.71,1.47
551,16638.17,7043.15,7039.43,1404.62,710.62,0.07,627.89,5632.07,1.51
552,16570.22,7116.62,7112.93,1398.61,708.62,0.06,623.49,5711.57,1.49
553,16567.75,7237.48,7233.80,1398.52,708.12,0.07,618.99,6.31,5832.53,1.50
554,17155.82,7221.48,7217.77,1393.12,709.30,0.06,613.88,5821.83,1.54
555,17139.10,7269.84,7266.12,1396.93,713.64,0.07,613.75,5866.35,1.54
556,17093.14,7359.35,7355.58,1398.66,703.69,0.07,625.72,5954.00,1.60
557,16934.16,7364.64,7360.83,1396.66,701.54,0.07,626.27,5961.19,1.64
558,16852.34,7360.36,7356.55,1403.76,698.77,0.07,636.38,5949.85,1.61
559,16847.21,7417.79,7413.84,1436.01,703.50,0.08,664.93,5974.79,1.67
560,16801.43,7491.84,7487.89,1467.57,714.19,0.08,684.46,6017.27,1.65
561,16649.97,7484.79,7480.83,1478.15,708.54,0.07,691.61,10.55,5999.57,1.69
562,16588.89,7467.72,7463.76,1468.46,711.03,0.07,680.21,5992.21,1.69
563,16452.63,7376.65,7372.74,1445.96,705.18,0.08,665.53,5923.74,1.66
564,16566.64,7455.04,7451.13,1462.94,711.43,0.07,664.47,12.23,5985.13,1.67
565,16488.41,7505.97,7502.06,1465.80,716.57,0.07,662.97,6033.24,1.65
566,16439.96,7557.56,7553.68,1457.37,713.23,0.07,658.87,6093.32,1.63
567,16285.61,7502.94,7499.07,1440.17,705.08,0.07,652.05,6055.92,1.61
568,16389.14,7571.47,7567.58,1451.25,711.67,0.07,656.53,6113.29,1.67
569,16163.85,7456.53,7452.49,1435.00,703.11,0.07,649.69,6014.52,1.63
570,16152.23,7366.56,7362.51,1423.58,700.65,0.07,642.73,5936.02,1.60
571,16216.51,7381.67,7377.66,1429.63,701.25,0.08,649.99,5945.17,1.58
572,16999.81,7441.23,7437.28,1428.58,700.39,0.09,650.69,6005.85,1.56
573,16812.42,7380.29,7376.41,1437.28,706.67,0.09,654.66,5936.34,1.54
574,16714.27,7293.35,7289.43,1455.85,705.28,0.09,676.21,5830.83,1.50
575,16730.22,7294.77,7290.91,1482.82,705.09,0.09,704.63,5805.33,1.49
576,16680.05,7285.79,7281.92,1465.87,698.26,0.10,696.24,5813.27,1.52
577,16619.15,7278.88,7275.01,1462.44,699.47,0.10,693.00,5809.77,1.53
578,16500.13,7206.32,7202.51,1440.40,689.81,0.09,682.09,5759.34,1.52
579,16473.34,7166.89,7163.06,1425.96,687.21,0.09,671.37,5734.33,1.51
580,16421.84,7125.55,7121.68,1414.25,687.04,0.09,661.19,5704.60,1.58
581,16420.41,7132.28,7128.38,1407.77,687.61,0.09,655.28,5717.77,1.59
582,16375.11,7143.57,7139.67,1409.22,686.25,0.09,653.58,5.62,5727.64,1.57
583,16289.75,7119.95,7116.13,1400.04,679.74,0.09,651.26,5713.31,1.54
584,16316.72,7157.30,7153.48,1409.90,686.98,0.08,655.39,5740.82,1.53
585,17028.40,7167.82,7163.94,1438.05,700.02,0.08,663.60,7.83,5723.16,1.51
586,16949.01,7176.65,7172.72,1421.68,692.86,0.09,656.18,5748.31,1.49
587,16964.79,7278.68,7274.77,1436.35,690.03,0.09,674.06,5835.72,1.48
588,16778.83,7265.28,7261.45,1454.52,712.20,0.09,670.70,5804.26,1.45
589,16699.42,7239.86,7236.05,1466.66,713.41,0.08,681.11,5766.68,1.47
590,16638.34,7212.21,7208.44,1453.48,712.09,0.08,670.72,5752.26,1.48
591,16548.44,7157.53,7153.87,1437.38,708.72,0.08,659.04,5713.82,1.45
592,16655.10,7254.63,7250.97,1439.67,717.27,0.08,652.65,5808.59,1.48
593,16456.95,7187.72,7184.07,1432.20,719.01,0.08,645.07,5749.08,1.54
594,16447.78,7181.15,7177.46,1425.59,715.17,0.08,643.25,5749.06,1.56
595,16453.36,7228.49,7224.75,1399.24,704.23,0.07,629.26,5822.69,1.59
596,16356.28,7230.19,7226.43,1396.23,701.74,0.07,629.87,5827.39,1.58
597,16296.02,7218.69,7214.91,1390.62,701.14,0.07,625.72,5821.43,1.62
598,16196.65,7149.43,7145.68,1383.08,696.12,0.07,624.39,5759.78,1.59
599,16266.86,7190.26,7186.48,1380.76,691.61,0.07,627.49,5802.88,1.60
600,17011.16,7235.76,7231.97,1383.53,686.21,0.07,636.73,5845.61,1.59
601,16942.86,7262.21,7258.36,1390.38,690.50,0.06,639.14,5865.20,1.56
602,16951.67,7370.40,7366.56,1418.64,694.18,0.07,663.45,5945.13,1.57
603,16820.17,7414.55,7410.71,1464.02,696.38,0.08,705.75,5943.83,1.60
604,16617.18,7321.68,7317.86,1440.65,689.25,0.08,690.39,5874.40,1.56
605,16553.73,7226.77,7222.96,1413.62,679.32,0.07,674.43,5806.53,1.56
606,16505.54,7140.18,7136.38,1399.95,677.15,0.07,663.54,5733.66,1.53
607,16419.10,7024.65,7020.94,1381.48,674.02,0.07,648.90,5636.78,1.48
608,16407.86,6947.19,6943.54,1364.65,666.39,0.07,640.51,5576.26,1.47
609,16469.50,6981.29,6977.59,1362.05,667.52,0.07,637.51,5612.86,1.51
610,16483.12,7077.81,7074.01,1373.45,678.09,0.07,637.25,5697.74,1.58
611,16311.37,7050.06,7046.33,1365.62,675.38,0.07,632.50,5677.93,1.56
612,16377.11,7128.71,7125.00,1360.72,676.29,0.07,627.67,5761.52,1.55
613,17080.18,7149.79,7146.01,1363.22,678.72,0.07,628.46,5780.00,1.55
614,17056.44,7225.51,7221.69,1376.73,682.44,0.07,637.89,5842.11,1.57
615,16937.74,7259.91,7256.05,1376.38,685.30,0.07,634.45,5876.85,1.56
616,16888.39,7314.15,7310.31,1399.86,700.08,0.06,642.68,5907.63,1.56
617,16736.37,7300.52,7296.74,1412.65,693.57,0.06,654.79,8.06,5881.22,1.57
618,16703.82,7319.63,7315.84,1400.16,689.39,0.07,647.73,5912.77,1.60
619,16575.21,7272.52,7268.76,1388.45,688.72,0.07,637.73,5877.43,1.58
620,16496.21,7203.03,7199.26,1381.19,691.34,0.07,628.86,5815.24,1.56
621,16400.88,7091.75,7088.01,1366.97,689.35,0.07,617.51,5718.26,1.53
622,16363.91,6989.47,6985.83,1357.21,692.22,0.07,605.84,5625.94,1.48
623,16437.65,7016.15,7012.58,1351.36,696.68,0.08,595.32,5658.60,1.44
624,16352.26,7006.00,7002.48,1344.83,698.82,0.07,586.54,5655.11,1.40
625,16442.98,7129.30,7125.82,1342.57,702.02,0.07,580.07,5780.72,1.39
626,17161.81,7214.08,7210.54,1354.73,699.26,0.07,593.77,5853.24,1.38
627,16979.99,7196.99,7193.48,1364.55,708.69,0.07,594.01,5826.37,1.37
628,16916.28,7189.55,7186.08,1358.89,705.03,0.07,593.06,5824.61,1.37
629,16752.72,7091.50,7088.11,1352.97,704.16,0.07,589.11,5732.63,1.32
630,16705.37,7015.16,7011.81,1357.58,702.47,0.07,596.19,5651.78,1.29
631,16729.38,7027.27,7023.90,1372.76,702.21,0.08,612.38,5648.46,1.48
632,16717.20,7087.76,7084.40,1370.32,706.60,0.08,605.15,5711.42,1.46
633,16549.87,7041.81,7038.48,1366.06,704.34,0.08,598.63,5.42,5669.78,1.44
634,16636.51,7136.95,7133.61,1352.56,698.20,0.08,592.17,5778.33,1.49
635,16372.20,7022.31,7019.01,1330.99,687.49,0.08,582.59,5685.36,1.45
636,16457.14,7041.29,7037.96,1318.42,681.24,0.07,577.11,5716.82,1.50
637,16316.93,6972.34,6968.96,1323.31,686.30,0.07,577.99,5642.96,1.47
638,16434.59,7064.53,7061.07,1332.68,693.47,0.08,581.09,5725.67,1.50
639,17001.17,6993.60,6990.12,1331.25,699.79,0.07,573.16,5656.19,1.49
640,16966.61,6965.94,6962.44,1359.93,713.83,0.07,588.46,5599.88,1.46
641,16892.83,6953.21,6949.70,1369.43,710.58,0.06,601.77,5577.65,1.45
642,16807.54,6928.59,6925.02,1359.01,700.26,0.07,602.47,5563.38,1.46
643,16822.57,6959.69,6956.07,1364.69,699.16,0.06,609.93,5588.77,1.44
644,16859.74,7092.03,7088.42,1376.99,706.11,0.06,615.77,5708.83,1.43
645,16821.84,7251.61,7248.00,1435.61,710.97,0.07,669.55,5809.76,1.44
646,17425.54,7299.17,7295.57,1427.77,714.25,0.06,658.11,5865.16,1.44
647,17237.92,7255.63,7252.06,1417.58,711.38,0.06,651.27,5831.83,1.43
648,17245.28,7308.68,7305.10,1409.97,711.02,0.07,643.59,5892.49,1.44
649,17151.92,7351.43,7347.02,1406.76,711.58,0.06,639.29,5937.51,1.51
650,16947.03,7276.50,7272.10,1410.63,717.62,0.06,636.34,5858.74,1.49
651,16849.69,7171.46,7167.17,1403.18,714.23,0.06,632.00,5761.31,1.45
652,16967.28,7267.61,7263.29,1416.03,716.98,0.06,641.72,5844.55,1.46
653,17586.80,7281.19,7276.81,1433.11,727.64,0.06,647.43,5840.99,1.44
654,17479.84,7289.30,7284.87,1439.53,733.34,0.06,647.82,5842.64,1.44
655,17301.33,7221.75,7217.32,1452.75,736.72,0.06,656.18,5761.88,1.44
656,17191.60,7133.76,7129.19,1457.97,743.86,0.06,654.08,5668.52,1.45
657,17193.66,7156.79,7152.28,1496.65,748.41,0.06,687.88,5652.94,1.44
658,17034.12,7104.25,7099.79,1482.00,743.71,0.06,677.42,5615.08,1.45
659,16926.18,7022.51,7018.11,1459.73,736.90,0.06,663.01,5555.69,1.45
660,16972.33,7065.66,7061.29,1451.90,738.85,0.06,652.81,5606.73,1.46
661,16910.12,7112.33,7108.01,1445.57,739.47,0.06,645.78,5659.75,1.48
662,16847.99,7169.65,7165.31,1426.02,731.62,0.05,635.03,5736.56,1.50
663,16734.59,7178.61,7174.27,1423.88,733.88,0.05,630.21,5747.56,1.57
664,16577.04,7084.71,7080.31,1424.74,737.99,0.05,626.44,5652.77,1.54
665,16692.12,7141.67,7137.32,1421.96,740.05,0.05,621.47,5712.57,1.53
666,16625.83,7167.26,7162.93,1415.41,728.58,0.05,627.30,5744.73,1.51
667,16561.17,7185.37,7181.08,1412.23,725.84,0.05,627.84,5766.09,1.50
668,17269.16,7188.24,7183.97,1424.14,727.10,0.04,639.32,5757.10,1.48
669,17219.60,7227.23,7223.00,1422.87,723.24,0.05,642.84,5797.39,1.47
670,17240.15,7364.66,7360.47,1451.28,735.94,0.04,657.87,5906.46,1.46
671,17787.24,7364.53,7360.34,1473.88,733.40,0.05,682.61,5883.69,1.47
672,17775.31,7466.54,7462.40,1465.85,729.41,0.04,679.00,5993.80,1.47
673,17538.63,7443.13,7439.06,1468.73,740.33,0.05,671.64,5967.59,1.46
674,17462.07,7445.14,7441.08,1460.84,744.15,0.05,659.63,5977.54,1.44
675,17549.04,7606.16,7602.01,1484.03,753.09,0.05,660.04,13.04,6115.22,1.49
676,18050.01,7590.83,7586.65,1470.47,749.96,0.05,650.27,6113.35,1.56
677,17916.44,7571.63,7567.51,1461.09,748.15,0.04,643.15,6103.66,1.52
678,17850.73,7608.45,7604.33,1451.47,743.62,0.04,638.41,6150.13,1.51
679,17688.92,7593.73,7589.74,1438.58,742.65,0.04,626.97,6148.48,1.46
680,17525.32,7530.98,7526.98,1444.82,744.03,0.04,632.94,6079.49,1.45
681,17389.20,7439.57,7435.64,1436.26,732.68,0.05,637.17,5996.75,1.43
682,17485.61,7543.59,7539.69,1440.09,739.02,0.04,634.45,6096.99,1.41
683,17233.80,7488.98,7485.08,1448.68,746.11,0.04,637.23,6033.76,1.40
684,17227.70,7519.72,7515.79,1466.02,757.40,0.04,642.97,6047.14,1.40
685,17142.20,7553.56,7549.67,1500.38,746.96,0.05,688.61,6046.64,1.39
686,17003.26,7528.97,7525.08,1484.07,745.39,0.04,675.00,6038.33,1.41
687,16929.96,7506.71,7502.85,1473.72,741.17,0.04,670.01,6026.46,1.42
688,16869.64,7501.11,7497.30,1452.75,730.92,0.04,659.12,6041.86,1.46
689,16877.77,7575.31,7571.47,1452.07,734.39,0.05,654.61,6116.71,1.46
690,16684.46,7521.50,7517.62,1447.15,733.00,0.05,651.07,6067.74,1.52
691,16660.22,7511.64,7507.83,1434.85,732.95,0.05,639.01,6070.30,1.49
692,16674.50,7550.30,7546.53,1431.77,740.98,0.06,628.94,6112.08,1.49
693,16514.46,7488.77,7484.90,1417.24,733.16,0.05,622.26,6065.01,1.47
694,16595.24,7561.82,7557.95,1439.85,742.18,0.05,635.12,6115.42,1.46
695,17217.03,7533.71,7529.82,1468.25,742.91,0.06,663.68,6058.86,1.45
696,17163.49,7539.18,7535.33,1473.87,744.35,0.06,667.68,6058.80,1.44
697,17010.41,7476.68,7472.84,1477.14,745.22,0.06,670.97,5993.08,1.41
698,16976.31,7458.58,7454.53,1489.11,751.24,0.05,674.39,5962.66,1.52
699,16853.78,7418.25,7414.24,1519.35,757.57,0.05,686.63,11.46,5891.83,1.67
700,16783.82,7359.33,7355.31,1514.38,762.40,0.07,678.28,5837.92,1.65
701,16745.06,7331.75,7327.70,1490.84,751.73,0.06,667.00,5833.86,1.67
702,16687.32,7310.35,7306.36,1473.75,747.00,0.06,656.09,5829.59,1.67
703,16723.05,7385.42,7381.41,1466.74,749.34,0.06,647.38,5911.64,1.68
704,16619.39,7418.87,7414.91,1462.01,751.39,0.06,640.64,5949.92,1.66
705,16506.57,7392.71,7388.75,1451.34,746.46,0.05,636.08,5934.45,1.63
706,16548.03,7463.38,7459.37,1446.90,739.88,0.05,638.57,6009.49,1.66
707,17248.40,7513.17,7509.22,1430.83,733.84,0.05,628.91,6075.38,1.69
708,17078.00,7473.80,7469.87,1424.50,731.65,0.05,625.01,6042.42,1.66
709,17004.68,7460.88,7456.97,1441.55,730.48,0.05,641.85,6012.49,1.64
710,16950.62,7469.53,7465.66,1442.58,732.81,0.05,641.83,6020.18,1.61
711,16930.55,7531.01,7527.15,1451.58,734.93,0.07,648.12,6072.65,1.60
712,16791.87,7524.96,7521.06,1470.62,728.55,0.07,674.59,6047.51,1.60
713,16733.49,7528.05,7524.20,1479.42,733.06,0.07,678.90,6041.87,1.58
714,16671.45,7531.92,7528.13,1477.97,740.57,0.07,669.66,6047.26,1.57
715,16663.06,7586.77,7582.99,1474.53,744.83,0.07,661.72,6105.50,1.64
716,16536.27,7583.92,7580.18,1458.14,742.09,0.07,649.37,6119.05,1.65
717,16450.78,7546.76,7542.96,1450.45,742.16,0.07,641.61,6089.39,1.75
718,16398.03,7511.90,7508.07,1432.77,730.84,0.07,636.59,6072.20,1.74
719,16297.15,7422.56,7418.76,1438.16,743.21,0.07,630.51,5977.55,1.70
720,16295.92,7377.47,7373.66,1426.10,739.05,0.07,622.59,5944.46,1.73
721,16360.77,7439.22,7435.40,1424.39,742.92,0.07,616.83,6007.94,1.71
722,17132.48,7536.44,7532.58,1444.67,735.47,0.07,643.80,6084.85,1.71
723,17665.04,7468.60,7464.69,1451.83,736.74,0.07,650.78,6009.82,1.68
724,17681.36,7523.96,7519.79,1466.03,752.27,0.06,649.21,6050.70,1.69
725,17442.69,7467.92,7463.82,1460.87,748.93,0.06,647.44,5999.92,1.68
726,17371.45,7414.22,7410.05,1442.07,741.28,0.06,637.42,5964.90,1.70
727,17267.62,7358.92,7354.80,1421.94,735.64,0.05,624.04,5929.80,1.71
728,17146.60,7271.31,7267.24,1404.65,729.61,0.06,613.67,5859.52,1.71
729,17170.68,7299.37,7295.40,1398.50,730.21,0.05,606.78,5893.89,1.68
730,16974.51,7216.54,7212.63,1380.45,720.33,0.06,599.64,5829.21,1.64
731,16931.62,7169.86,7165.98,1378.32,715.93,0.06,602.45,5784.72,1.62
732,16978.60,7241.59,7237.67,1384.74,717.04,0.06,608.05,5849.88,1.69
733,17536.34,7172.65,7168.77,1375.06,708.78,0.06,607.61,5790.64,1.70
734,17417.44,7086.11,7082.19,1370.98,705.57,0.06,607.68,5708.18,1.67
735,17384.60,7070.04,7066.19,1365.83,699.66,0.07,609.09,5697.39,1.64
736,17232.60,6997.89,6994.04,1363.21,702.35,0.07,604.42,5627.90,1.60
737,17180.84,6958.47,6954.61,1375.42,703.61,0.07,615.50,5576.30,1.58
738,17166.88,6992.47,6988.60,1403.60,707.24,0.07,640.38,5582.11,1.56
739,17094.62,7041.84,7037.99,1405.90,696.64,0.07,653.95,5629.15,1.56
740,17051.79,7127.09,7123.28,1399.54,688.90,0.07,655.15,5720.77,1.60
741,16995.47,7232.28,7228.50,1402.48,698.09,0.07,648.55,5823.05,1.60
742,16848.75,7261.93,7258.16,1388.82,694.59,0.07,639.24,5866.41,1.58
743,16896.32,7376.19,7372.41,1381.85,687.33,0.07,640.24,5987.62,1.59
744,17475.55,7364.23,7360.47,1373.47,684.27,0.07,635.52,5984.07,1.61
745,17439.58,7411.44,7407.64,1374.86,690.35,0.07,630.57,6029.84,1.63
746,17309.97,7427.04,7423.30,1374.60,693.92,0.07,626.09,6045.76,1.60
747,17220.08,7444.28,7440.60,1369.46,695.97,0.07,618.38,6068.26,1.56
748,17051.97,7380.42,7376.69,1366.15,692.22,0.08,619.41,6007.70,1.54
749,17050.65,7393.50,7389.76,1399.74,710.04,0.07,634.05,5987.16,1.55
750,16895.45,7330.61,7326.85,1398.95,710.83,0.07,632.87,5925.04,1.56
