frame,Frame time,GameController::Update,GameModel::UpdateUpTo,GameModel::BeforeSim,Air::update_air,Simulation::DispatchNewtonianGravity,Simulation::RecalcFreeParticles,Simulation::UpdateParticles,GameModel::AfterSim
431,44196.78,27661.21,27658.83,2137.83,649.50,0.07,1420.92,5.58,25518.67,1.23
432,44312.43,27851.04,27848.67,2177.09,655.29,0.06,1455.54,25669.25,1.22
433,44005.23,27629.76,27627.42,2138.48,650.78,0.06,1422.68,25486.66,1.20
434,43394.50,27433.17,27430.88,2125.48,662.26,0.06,1398.89,25303.17,1.17
435,42839.06,27308.35,27306.12,2109.78,662.74,0.06,1382.14,25194.14,1.14
436,42969.00,27135.32,27133.13,2087.48,658.48,0.06,1365.56,25043.50,1.12
437,42511.01,27106.90,27104.75,2116.71,655.98,0.07,1397.91,24985.94,1.09
438,43449.83,27792.92,27790.79,2145.80,662.57,0.08,1420.66,25642.92,1.09
439,43555.26,27617.72,27615.60,2104.88,652.35,0.08,1391.14,25508.62,1.12
440,43073.60,27605.49,27603.31,2089.45,647.78,0.08,1380.76,25511.78,1.11
441,43266.09,27613.81,27611.66,2074.63,640.99,0.08,1373.18,25534.96,1.11
442,43430.73,27623.05,27620.88,2101.70,634.98,0.08,1401.27,5.53,25517.10,1.10
443,43418.59,27468.80,27466.66,2126.74,632.69,0.09,1429.84,25337.90,1.07
444,43653.27,28149.50,28147.38,2143.92,640.10,0.08,1439.69,26001.46,1.05
445,44063.09,28285.75,28283.67,2147.91,643.30,0.09,1440.59,26133.76,1.04
446,43819.66,28038.93,28036.86,2119.01,642.88,0.09,1413.34,25915.89,1.01
447,43233.57,27858.21,27856.16,2101.45,641.68,0.08,1395.96,25752.77,0.99
448,42617.80,27682.74,27680.72,2095.02,645.91,0.08,1385.78,25583.79,0.97
449,42138.30,27614.60,27612.60,2147.19,655.01,0.08,1429.40,25463.50,0.97
450,42430.17,27622.19,27620.15,2129.41,654.52,0.08,1413.36,25488.84,0.96
451,42931.67,27897.96,27895.92,2099.55,650.69,0.08,1388.59,25794.48,0.96
452,42629.33,27676.26,27674.24,2071.89,647.47,0.08,1365.00,25600.46,0.98
453,43093.02,28507.80,28505.70,2150.72,655.04,0.08,1435.82,26353.05,1.00
454,44153.14,29383.32,29381.17,2237.34,662.36,0.09,1514.76,27141.87,1.00
455,44758.72,29929.76,29927.51,2221.27,658.54,0.08,1502.96,27704.19,1.04
456,45732.81,30561.45,30559.09,2272.20,665.65,0.08,1546.38,28284.66,1.15
457,46220.73,30830.48,30828.12,2286.66,663.38,0.09,1564.13,28539.14,1.17
458,46018.44,30865.55,30863.21,2327.35,677.28,0.09,1591.73,28533.53,1.19
459,45987.93,30847.03,30844.71,2295.46,673.91,0.09,1564.13,28546.95,1.19
460,45847.31,30658.26,30655.91,2299.79,676.21,0.11,1566.92,28353.79,1.21
461,45973.61,30568.47,30566.12,2298.32,681.38,0.10,1559.39,28265.46,1.22
462,45977.17,30458.48,30456.13,2311.09,673.81,0.10,1579.34,28142.66,1.22
463,46346.07,30697.97,30695.47,2378.25,679.99,0.10,1640.91,28314.51,1.47
464,46414.62,30984.86,30982.31,2369.92,683.71,0.10,1629.84,28609.67,1.46
465,46177.87,30987.64,30985.03,2351.92,682.18,0.10,1614.32,28630.33,1.49
466,46361.75,31152.39,31149.71,2331.41,674.94,0.10,1601.82,28815.50,1.49
467,46119.62,31059.93,31057.28,2373.25,675.33,0.10,1643.90,28681.22,1.50
468,46211.31,31042.12,31039.47,2432.10,678.70,0.10,1699.45,28604.52,1.53
469,46170.47,30968.86,30966.19,2412.75,675.53,0.09,1683.15,28550.55,1.54
470,46088.82,30799.81,30797.12,2412.76,679.27,0.09,1679.06,28381.46,1.54
471,46200.59,30695.70,30692.98,2394.82,673.55,0.08,1666.93,28295.19,1.58
472,46147.42,30528.95,30526.22,2422.34,677.13,0.09,1691.20,28100.92,1.57
473,46162.75,30369.26,30366.57,2447.80,680.34,0.08,1713.75,27915.81,1.56
474,46158.80,30193.47,30190.79,2418.54,679.86,0.08,1684.96,27769.34,1.54
475,46078.99,29927.20,29924.45,2392.56,682.58,0.08,1651.04,5.91,27528.85,1.66
476,45613.49,29962.95,29960.17,2389.14,678.74,0.08,1651.38,27567.95,1.66
477,45972.93,30283.94,30281.19,2404.19,684.60,0.08,1660.75,27873.94,1.63
478,45608.97,30195.49,30192.72,2399.98,688.06,0.07,1653.92,27789.70,1.63
479,45691.52,30149.28,30146.51,2388.71,687.14,0.07,1644.25,27754.78,1.61
480,45967.19,30337.28,30334.44,2368.11,696.66,0.07,1614.96,27963.32,1.61
481,45890.51,30415.13,30412.32,2358.50,692.38,0.06,1609.85,28050.79,1.61
482,45800.98,30365.07,30362.18,2372.97,691.03,0.06,1625.35,27986.21,1.60
483,45840.31,30289.47,30286.55,2405.82,697.72,0.06,1644.77,7.10,27877.71,1.58
484,45830.33,30181.77,30178.89,2386.04,697.49,0.06,1626.31,27789.81,1.59
485,46052.80,30267.24,30264.38,2354.22,686.47,0.06,1606.75,27907.12,1.60
486,46447.84,30716.77,30713.92,2360.39,681.62,0.06,1617.68,28350.48,1.60
487,46072.86,30740.40,30737.54,2372.31,677.26,0.06,1634.89,28362.05,1.67
488,45929.66,30590.90,30587.99,2382.03,683.03,0.06,1639.37,28202.76,1.66
489,46223.70,30719.18,30716.32,2362.47,679.19,0.06,1624.68,28350.69,1.64
490,46044.95,30618.36,30615.49,2347.80,677.10,0.07,1612.94,28264.53,1.62
491,46009.72,30476.61,30473.76,2359.89,709.05,0.07,1593.40,28110.68,1.65
492,46077.01,30383.78,30380.91,2375.03,705.08,0.06,1601.09,10.55,28002.70,1.63
493,46042.47,30236.94,30234.10,2377.41,707.23,0.06,1601.48,27853.55,1.61
494,46137.51,30173.09,30170.28,2355.55,705.68,0.06,1582.09,27811.59,1.61
495,46138.65,30091.50,30088.67,2337.65,705.85,0.06,1564.67,27747.89,1.62
496,46136.31,29992.88,29990.06,2334.93,709.96,0.06,1558.58,27651.94,1.66
497,46262.94,30007.48,30004.55,2337.16,707.18,0.06,1564.75,27664.11,1.70
498,46010.72,29737.37,29734.43,2327.36,709.69,0.06,1553.48,27403.85,1.67
499,46273.75,29728.81,29725.91,2327.51,711.87,0.06,1552.51,27395.19,1.65
500,46201.20,29631.06,29628.20,2302.52,704.13,0.06,1535.73,27322.47,1.66
501,46190.78,29485.48,29482.59,2312.32,704.80,0.06,1545.41,27167.04,1.71
502,46383.87,29518.73,29515.83,2340.42,737.51,0.06,1541.62,27172.01,1.73
503,46601.74,29760.00,29757.02,2383.92,752.87,0.06,1564.25,6.16,27369.67,1.73
504,46627.60,30023.57,30020.64,2365.30,753.89,0.07,1545.87,27651.89,1.72
505,46117.59,29790.64,29787.77,2332.53,746.47,0.06,1521.33,27451.87,1.70
506,46187.98,29621.08,29618.25,2328.14,742.50,0.06,1511.44,9.46,27286.82,1.66
507,46346.31,29592.21,29589.41,2347.82,752.32,0.06,1522.19,27238.36,1.62
508,46225.51,29436.75,29433.92,2365.60,745.47,0.06,1548.21,27065.14,1.60
509,46308.03,29355.03,29352.27,2331.75,738.99,0.07,1517.06,5.36,27017.42,1.57
510,46452.73,29381.77,29379.06,2304.69,727.24,0.07,1503.54,27071.31,1.54
511,46296.44,29249.74,29247.01,2297.51,723.81,0.06,1501.36,26946.47,1.56
512,46644.58,29470.98,29468.24,2336.81,738.32,0.06,1515.17,11.13,27128.39,1.57
513,46860.56,29920.85,29918.14,2341.51,738.78,0.06,1520.22,27573.65,1.55
514,46151.61,29652.95,29650.31,2300.73,731.57,0.06,1488.55,27346.67,1.52
515,45394.29,29400.55,29397.97,2261.70,722.36,0.06,1455.53,5.35,27133.40,1.51
516,45476.98,29962.56,29960.00,2279.25,721.64,0.06,1465.13,14.99,27677.89,1.50
517,46269.54,30461.96,30459.42,2284.13,723.61,0.06,1469.53,28172.44,1.48
518,46422.93,31073.84,31071.27,2327.86,725.32,0.06,1512.93,28740.59,1.47
519,46747.48,31203.85,31201.30,2324.71,729.04,0.06,1508.45,28873.78,1.45
520,46277.56,30838.23,30835.62,2284.50,717.22,0.06,1482.31,28548.09,1.66
521,46520.80,30727.16,30724.45,2281.24,707.55,0.05,1489.73,28439.97,1.80
522,46512.84,30607.86,30605.17,2302.82,706.92,0.06,1513.97,28299.14,1.76
523,46651.46,30636.04,30633.37,2372.95,700.85,0.05,1591.03,28257.21,1.74
524,46870.81,30896.60,30893.97,2344.79,696.57,0.05,1569.34,28546.01,1.72
525,46458.97,30745.22,30742.55,2313.00,687.94,0.05,1548.15,28426.35,1.75
526,46853.27,30966.87,30964.21,2316.73,696.15,0.05,1543.78,28644.31,1.71
527,46374.04,30712.25,30709.63,2331.06,690.64,0.05,1564.60,28375.45,1.67
528,46335.26,30427.29,30424.69,2348.23,688.71,0.05,1579.45,6.21,28073.40,1.63
529,45810.63,30369.24,30366.69,2326.26,685.95,0.05,1561.59,28037.44,1.59
530,45728.71,30192.19,30189.61,2303.70,692.41,0.06,1534.43,27882.87,1.60
531,46320.91,30577.65,30575.09,2301.63,687.24,0.05,1539.44,28270.45,1.58
532,46629.87,31238.34,31235.80,2313.04,689.45,0.05,1549.30,28919.76,1.56
533,47197.45,31669.15,31666.53,2385.27,718.41,0.06,1587.78,6.15,29278.30,1.54
534,47256.32,32189.75,32187.11,2348.29,712.44,0.06,1558.62,29835.86,1.54
535,47797.61,32469.64,32467.03,2329.77,708.64,0.05,1545.89,30134.30,1.55
536,47956.62,32955.31,32952.66,2324.23,707.09,0.05,1543.55,30625.47,1.53
537,48832.61,33563.16,33560.48,2365.74,715.07,0.05,1577.09,31191.80,1.52
538,49401.58,34047.23,34044.57,2369.89,721.06,0.05,1575.31,31671.73,1.53
539,49932.04,34380.31,34377.70,2349.97,716.58,0.06,1561.72,32024.82,1.50
540,50663.25,34820.82,34818.21,2354.00,716.79,0.05,1565.89,32461.32,1.49
541,50928.54,34949.57,34946.99,2423.45,704.62,0.06,1647.31,32520.63,1.49
542,50458.91,34820.24,34817.69,2403.19,702.62,0.06,1625.17,5.44,32411.62,1.48
543,50638.95,35070.84,35068.30,2378.47,703.69,0.06,1601.25,32687.00,1.46
544,50580.30,35456.41,35453.88,2381.16,703.58,0.06,1604.59,33069.90,1.45
545,51155.13,35766.97,35764.43,2427.93,709.23,0.06,1635.27,10.44,33333.65,1.45
546,51542.03,35906.80,35904.22,2412.58,709.07,0.06,1616.91,15.34,33488.73,1.48
547,51525.47,36247.36,36244.79,2404.98,716.24,0.06,1604.20,33836.87,1.51
548,51821.49,36339.09,36336.49,2382.74,712.87,0.06,1586.16,33950.84,1.50
549,51442.66,36269.71,36267.13,2390.73,711.10,0.06,1596.55,33873.51,1.49
550,50838.23,35839.18,35836.57,2385.97,709.19,0.06,1594.55,33447.74,1.49
551,50679.72,35490.83,35488.23,2341.23,703.08,0.06,1558.03,33144.20,1.47
552,50315.78,35002.50,34999.85,2308.22,698.01,0.06,1526.73,5.34,32688.82,1.47
553,49608.44,34813.82,34811.18,2286.69,699.93,0.06,1505.43,32521.71,1.46
554,49904.39,35084.47,35081.79,2282.22,694.72,0.06,1497.55,9.62,32796.80,1.44
555,49783.60,35365.62,35362.98,2289.09,697.26,0.06,1492.48,19.72,33071.17,1.43
556,49724.08,34964.91,34962.28,2287.64,707.70,0.07,1483.56,32671.93,1.42
557,49620.82,34636.29,34633.63,2271.06,709.92,0.06,1467.49,32359.87,1.42
558,49609.08,34468.56,34465.83,2255.24,706.26,0.06,1458.08,32207.83,1.47
559,49883.11,34735.36,34732.61,2295.89,708.48,0.06,1485.93,11.68,32433.92,1.48
560,50073.44,35347.74,35344.97,2369.19,709.68,0.06,1547.93,22.74,32972.99,1.48
561,49792.92,35026.34,35023.60,2354.19,707.60,0.06,1538.32,32666.61,1.49
562,49724.47,34810.92,34808.17,2340.39,708.54,0.05,1527.03,32464.95,1.49
563,50226.06,35269.47,35266.59,2334.38,701.62,0.06,1529.98,32929.21,1.60
564,50505.76,35394.90,35392.00,2360.23,708.16,0.06,1541.05,10.34,33028.74,1.62
565,50468.24,35675.02,35672.15,2336.32,699.88,0.06,1519.91,19.03,33332.77,1.64
566,51155.24,36025.12,36022.19,2350.50,705.70,0.06,1530.52,33668.58,1.65
567,51105.60,35761.53,35758.61,2340.36,703.35,0.06,1526.47,33415.13,1.66
568,50744.91,35394.50,35391.59,2320.57,692.70,0.06,1520.88,33067.90,1.65
569,51240.22,35727.83,35724.90,2398.73,707.88,0.06,1585.09,33323.03,1.66
570,51224.08,35488.70,35485.83,2385.79,711.18,0.06,1572.08,33096.91,1.65
571,51157.46,35427.11,35424.29,2378.35,709.28,0.06,1569.65,33042.81,1.65
572,50816.93,35253.83,35251.00,2372.75,718.33,0.06,1557.87,32875.11,1.68
573,51034.18,35518.90,35516.06,2367.73,725.88,0.06,1548.25,33145.18,1.67
574,51740.21,35922.93,35920.14,2373.41,727.97,0.06,1553.16,33543.60,1.67
575,52143.73,36188.96,36186.13,2384.43,732.12,0.07,1561.01,33798.50,1.72
576,52395.64,36172.62,36169.77,2359.41,726.87,0.06,1543.78,33807.17,1.70
577,52359.04,36414.92,36412.06,2363.69,722.75,0.06,1553.44,34045.15,1.72
578,53111.59,36916.15,36913.21,2405.06,729.13,0.07,1589.26,34504.79,1.78
579,52700.42,36540.77,36537.80,2392.38,725.61,0.06,1568.93,12.09,34142.00,1.81
580,53228.92,37021.50,37018.54,2389.11,732.64,0.06,1561.20,34626.03,1.80
581,53061.25,36852.11,36849.00,2442.01,746.10,0.08,1601.75,34403.48,1.87
582,52731.73,36694.62,36691.52,2421.93,735.81,0.08,1592.78,34266.10,1.84
583,52770.94,36895.88,36892.82,2406.56,733.74,0.08,1580.46,34482.77,1.84
584,52912.54,36772.07,36768.90,2453.59,742.78,0.08,1619.93,34311.70,1.89
585,52376.90,36438.26,36435.09,2441.49,735.65,0.08,1617.54,33989.91,1.95
586,52343.68,36380.34,36377.17,2514.42,732.51,0.08,1695.07,33859.05,1.97
587,51920.30,36196.30,36193.17,2477.59,729.97,0.08,1662.15,33711.95,1.93
588,51477.09,35842.33,35839.19,2490.24,724.42,0.07,1671.56,9.93,33345.35,1.92
589,51389.17,35667.46,35664.27,2463.44,727.33,0.08,1644.14,33197.20,1.93
590,51210.58,35586.18,35582.99,2461.13,730.06,0.07,1641.74,33118.23,1.92
591,50790.19,35297.62,35294.49,2468.21,728.05,0.07,1652.95,32822.71,1.89
592,50448.58,34871.86,34868.77,2440.17,723.86,0.07,1630.86,32425.07,1.87
593,50636.25,34825.68,34822.63,2431.50,725.58,0.07,1622.57,32387.62,1.86
594,50226.47,34573.03,34570.02,2410.76,722.08,0.07,1606.16,32155.42,1.84
595,49938.18,34229.14,34226.11,2423.96,711.73,0.07,1631.41,31798.38,1.81
596,49740.88,33848.47,33845.42,2408.14,720.09,0.07,1609.11,31433.52,1.80
597,49641.60,33552.35,33549.34,2382.38,714.56,0.06,1590.00,31163.23,1.79
598,49327.75,33108.80,33105.86,2348.07,714.96,0.06,1557.16,30754.12,1.77
599,49195.15,32697.18,32694.27,2334.90,713.78,0.06,1546.94,30355.72,1.76
600,48366.84,32384.77,32381.90,2313.53,708.07,0.05,1533.11,30064.76,1.74
601,48340.51,32145.84,32142.97,2308.13,705.87,0.06,1531.50,29831.27,1.72
602,48304.28,31972.13,31969.29,2298.47,702.97,0.05,1523.78,29667.27,1.71
603,48093.05,31680.90,31678.05,2273.08,701.34,0.06,1501.35,29401.42,1.74
604,48079.10,31471.02,31468.21,2277.26,710.07,0.05,1497.06,29187.47,1.70
605,48043.62,31279.60,31276.77,2269.17,708.08,0.05,1491.53,29004.14,1.67
606,47981.87,31140.94,31138.11,2280.09,718.56,0.05,1492.86,28854.59,1.65
607,47953.92,31054.71,31051.90,2277.47,719.79,0.05,1481.88,8.11,28771.04,1.63
608,48759.03,31810.99,31808.21,2295.96,721.45,0.05,1499.01,29508.89,1.61
609,49053.25,32165.63,32162.85,2353.67,724.67,0.06,1552.37,29805.81,1.62
610,48912.67,32489.91,32487.15,2358.52,728.53,0.06,1553.83,30125.32,1.60
611,48146.58,32120.68,32117.91,2350.52,742.31,0.06,1533.50,29764.15,1.57
612,48290.95,31998.57,31995.85,2355.12,740.52,0.07,1541.51,29637.55,1.54
613,48111.85,31789.20,31786.45,2340.61,740.58,0.07,1526.45,29442.69,1.52
614,47821.65,31373.46,31370.74,2316.07,734.49,0.06,1509.69,29051.61,1.48
615,47036.00,31028.30,31025.61,2289.66,733.09,0.06,1485.62,28732.96,1.45
616,47750.66,31443.68,31441.03,2296.77,729.47,0.06,1497.79,29141.29,1.44
617,47137.45,31282.75,31280.11,2256.71,718.70,0.05,1470.12,29020.45,1.44
618,47497.49,31516.20,31513.55,2249.02,714.74,0.05,1466.37,29261.59,1.42
619,47037.92,31328.22,31325.60,2241.12,713.03,0.05,1460.96,29081.58,1.41
620,46806.14,30930.82,30928.22,2212.02,709.67,0.05,1436.27,28713.39,1.36
621,46073.86,30609.29,30606.71,2191.27,707.42,0.05,1419.01,28412.69,1.33
622,46121.91,31103.34,31100.77,2186.80,700.14,0.05,1421.33,28911.20,1.32
623,45756.55,31189.69,31187.13,2167.00,693.54,0.05,1409.34,29017.38,1.32
624,46001.53,31451.27,31448.72,2162.50,702.40,0.05,1396.98,29283.44,1.31
625,45388.51,31060.49,31057.97,2154.42,702.52,0.05,1390.07,28900.83,1.29
626,45189.31,31205.58,31203.06,2184.79,705.04,0.05,1417.91,29015.54,1.31
627,44814.10,30900.71,30898.14,2162.97,703.03,0.05,1398.96,28732.47,1.31
628,44866.72,31329.69,31327.11,2200.99,709.45,0.06,1430.35,29123.42,1.32
629,44454.96,31248.31,31245.74,2186.64,711.47,0.05,1415.21,29056.41,1.31
630,44373.12,31002.69,31000.11,2174.05,706.20,0.05,1408.61,28823.39,1.30
631,44759.27,31036.80,31034.21,2151.80,696.68,0.05,1396.84,28879.69,1.34
632,44950.76,31188.41,31185.83,2183.67,701.31,0.05,1423.94,28999.43,1.34
633,44524.08,30824.05,30821.52,2179.41,697.77,0.05,1424.04,28639.44,1.31
634,44107.67,30714.43,30711.96,2160.24,688.75,0.05,1414.09,28549.10,1.28
635,43965.74,30340.20,30337.74,2129.80,687.42,0.05,1385.83,28205.38,1.27
636,43487.81,30156.32,30153.84,2100.02,675.48,0.05,1368.78,28051.21,1.33
637,43484.75,29829.09,29826.63,2080.17,671.21,0.05,1353.49,27743.89,1.29
638,42969.76,29624.51,29622.06,2063.38,670.76,0.05,1337.79,27556.16,1.28
639,43194.07,29478.72,29476.30,2090.08,679.46,0.05,1356.50,27383.74,1.26
640,43796.20,29767.85,29765.44,2094.87,683.52,0.06,1356.88,27668.09,1.26
641,43580.89,29671.88,29669.48,2092.90,677.78,0.06,1360.50,27574.11,1.25
642,43689.39,29544.03,29541.63,2084.95,670.29,0.06,1359.16,27454.18,1.26
643,43870.25,29458.33,29455.96,2091.63,664.30,0.06,1372.59,27361.84,1.26
644,44670.87,30020.23,30017.86,2131.20,668.78,0.06,1407.46,27884.18,1.26
645,45620.60,30634.22,30631.87,2123.76,666.70,0.06,1402.79,28505.62,1.27
646,46242.54,31007.38,31005.00,2160.84,668.21,0.06,1438.61,28841.66,1.26
647,45770.65,30874.38,30872.00,2183.83,666.52,0.07,1463.47,28685.68,1.25
648,45707.60,30643.78,30641.37,2192.27,671.11,0.06,1467.80,28446.59,1.24
649,45725.57,30403.80,30401.43,2174.66,667.76,0.06,1453.47,28224.30,1.23
650,45672.81,30084.37,30082.00,2148.16,662.13,0.07,1427.99,5.34,27931.34,1.26
651,44976.66,29815.38,29813.05,2116.25,653.41,0.06,1405.78,27694.35,1.24
652,45028.94,29526.38,29524.08,2103.49,655.53,0.06,1391.62,27418.17,1.23
653,44460.71,29380.82,29378.55,2134.94,660.92,0.07,1417.52,27241.21,1.20
654,44702.74,29379.88,29377.63,2198.42,659.49,0.06,1474.29,7.24,27176.85,1.18
655,44903.49,29490.83,29488.59,2203.54,662.43,0.06,1476.56,27282.67,1.20
656,44700.14,29284.25,29282.03,2179.11,662.31,0.06,1448.25,5.40,27100.57,1.18
657,44710.72,29007.75,29005.55,2147.43,662.37,0.06,1417.98,26855.82,1.17
658,44023.31,28740.28,28738.04,2121.66,652.70,0.06,1403.38,26614.13,1.14
659,43413.31,28532.47,28530.28,2098.53,644.46,0.06,1389.90,26429.56,1.12
660,43048.48,28590.77,28588.62,2163.00,645.82,0.06,1453.75,26423.42,1.10
661,42975.74,28396.07,28393.96,2148.68,653.66,0.06,1432.70,26243.10,1.10
662,43663.49,28722.45,28720.33,2143.19,654.51,0.06,1426.67,26574.96,1.10
663,43927.90,29122.30,29120.16,2138.30,654.20,0.06,1423.19,26979.65,1.12
664,43730.22,29150.83,29148.64,2146.71,659.42,0.06,1421.79,5.55,26999.69,1.12
665,43995.32,29275.13,29272.94,2175.08,663.44,0.06,1445.36,27095.61,1.12
666,44071.70,29346.72,29344.50,2159.10,660.73,0.06,1432.52,27183.15,1.13
667,44523.93,29742.97,29740.77,2168.95,663.63,0.06,1439.23,27569.52,1.17
668,44221.71,29666.82,29664.60,2158.72,664.29,0.06,1429.65,27503.52,1.18
669,44193.82,29445.98,29443.74,2154.99,669.00,0.06,1422.36,27286.42,1.17
670,44670.80,29574.71,29572.43,2163.70,668.05,0.06,1433.04,27406.22,1.28
671,44335.73,29272.38,29270.12,2135.23,670.62,0.06,1403.30,27132.45,1.25
672,43931.94,29249.56,29247.31,2126.39,674.90,0.05,1389.96,27118.47,1.25
673,43890.56,29051.96,29049.63,2111.65,679.99,0.06,1371.02,26935.40,1.38
674,43528.67,29147.58,29145.21,2085.24,671.94,0.06,1353.04,27057.30,1.43
675,43401.38,28960.23,28957.85,2090.08,676.25,0.06,1348.88,5.58,26865.10,1.41
676,43689.61,28941.43,28939.04,2169.51,685.29,0.06,1419.89,26766.86,1.40
677,43893.51,28983.24,28980.86,2185.17,687.75,0.06,1433.11,26793.00,1.40
678,44235.60,29203.44,29201.07,2183.53,688.21,0.06,1431.12,27014.86,1.39
679,44046.01,29109.27,29106.80,2189.28,690.19,0.06,1435.21,26914.77,1.44
680,44737.22,29587.33,29584.79,2201.02,692.87,0.07,1445.31,27381.04,1.44
681,44328.94,29544.89,29542.32,2262.63,695.21,0.06,1505.17,27276.95,1.43
682,44669.41,29734.12,29731.58,2243.15,693.25,0.06,1488.39,27485.72,1.41
683,44483.69,29652.68,29650.16,2220.93,685.14,0.06,1474.40,27426.56,1.39
684,44633.87,29598.49,29596.01,2212.57,683.81,0.06,1467.33,27380.80,1.37
685,44557.90,29373.92,29371.49,2208.74,681.81,0.06,1465.98,27160.17,1.33
686,44818.93,29324.96,29322.53,2254.43,678.98,0.06,1514.82,27065.56,1.31
687,44669.54,29038.03,29035.63,2215.88,675.42,0.06,1480.65,26817.25,1.30
688,43964.54,28744.58,28742.21,2172.72,665.45,0.06,1448.51,26567.05,1.28
689,43550.59,28699.36,28697.00,2169.42,667.33,0.06,1443.53,26525.12,1.31
690,43613.75,28541.82,28539.47,2176.54,669.72,0.06,1449.35,26360.51,1.29
691,44462.19,29100.37,29097.98,2196.43,674.72,0.06,1463.94,26899.11,1.29
692,44272.58,29318.57,29316.22,2243.72,670.34,0.06,1516.45,27070.09,1.27
693,43968.79,29111.04,29108.73,2214.35,665.05,0.06,1487.86,5.30,26892.03,1.24
694,44070.39,28894.93,28892.67,2199.73,667.37,0.06,1472.02,26690.61,1.24
695,44196.49,28691.74,28689.51,2188.35,668.50,0.06,1460.68,26498.89,1.22
696,44236.82,28415.42,28413.23,2156.55,665.55,0.06,1432.82,26254.46,1.19
697,43876.67,28451.04,28448.90,2193.15,657.67,0.06,1478.02,26253.55,1.18
698,43756.87,28235.11,28233.01,2165.39,655.00,0.06,1453.85,26065.46,1.16
699,44171.36,29051.22,29049.06,2136.88,648.34,0.06,1432.74,26910.01,1.16
700,44494.22,29228.05,29225.91,2116.09,648.45,0.06,1411.26,27107.61,1.17
701,44177.07,28969.33,28967.19,2108.67,651.39,0.06,1401.11,26856.35,1.15
702,43743.58,28964.80,28962.66,2119.01,655.45,0.06,1406.31,26841.49,1.12
703,43651.64,28733.38,28731.22,2093.78,656.78,0.06,1380.65,26635.26,1.15
704,43090.20,28583.02,28580.85,2069.47,650.28,0.06,1358.38,5.42,26509.17,1.16
705,43371.85,28553.21,28551.04,2064.84,656.32,0.06,1347.80,26483.98,1.16
706,43514.21,28506.07,28503.86,2052.22,653.11,0.06,1339.36,26449.43,1.14
707,43457.87,28257.97,28255.79,2035.89,650.70,0.06,1326.09,26217.72,1.14
708,43112.70,28297.59,28295.41,2099.56,651.99,0.08,1388.97,26193.63,1.14
709,43050.95,28103.10,28100.93,2075.81,649.21,0.07,1368.76,26022.94,1.12
710,43045.59,28489.16,28486.99,2092.05,651.77,0.07,1382.15,26392.73,1.12
711,42851.74,28485.15,28482.99,2080.73,642.25,0.08,1380.56,26400.08,1.12
712,42857.96,28309.46,28307.29,2075.74,639.35,0.08,1379.24,26229.39,1.10
713,43182.21,28283.76,28281.57,2088.81,650.32,0.07,1381.15,26190.62,1.09
714,43377.20,28286.63,28284.45,2055.35,641.53,0.07,1357.35,26226.96,1.09
715,43326.15,28080.73,28078.59,2034.95,639.48,0.07,1339.87,26041.48,1.12
716,42738.95,27905.49,27903.39,2015.82,638.78,0.07,1322.37,25885.47,1.09
717,42164.68,27747.62,27745.56,1990.93,637.40,0.07,1299.63,25752.57,1.06
718,41916.48,27907.15,27905.05,2033.33,637.19,0.07,1341.48,25869.58,1.11
719,42013.68,27921.55,27919.41,2089.12,644.50,0.06,1390.33,25828.13,1.13
720,42137.38,27809.37,27807.20,2070.22,646.66,0.06,1369.53,25734.75,1.18
721,42263.70,27609.10,27606.86,2053.06,647.13,0.06,1346.16,6.38,25551.56,1.19
722,41693.13,27412.20,27409.97,2033.77,650.04,0.06,1324.84,25373.98,1.18
723,41195.38,27259.70,27257.44,2015.62,647.72,0.05,1309.65,25239.61,1.16
724,40825.52,27254.28,27251.96,2036.26,645.84,0.06,1332.54,25213.50,1.18
725,41724.91,27855.14,27852.78,2068.49,652.65,0.05,1357.52,25782.03,1.20
726,41297.16,27763.74,27761.39,2055.34,648.58,0.06,1348.67,25703.78,1.21
727,40743.16,27611.38,27609.00,2016.75,641.35,0.06,1318.40,25590.00,1.20
728,41133.47,27569.00,27566.57,2024.50,641.42,0.06,1318.94,7.08,25539.83,1.19
729,41269.38,27391.73,27389.34,2003.50,639.76,0.06,1300.85,25383.61,1.19
730,40748.62,27232.02,27229.67,1980.41,633.67,0.06,1285.16,25247.03,1.18
731,40359.91,27160.73,27158.31,1995.04,640.51,0.06,1293.79,25161.04,1.19
732,40568.10,26997.58,26995.17,1972.86,640.12,0.06,1272.96,25020.07,1.20
733,40320.63,27072.50,27070.12,1977.11,632.49,0.06,1284.70,25090.77,1.22
734,40425.06,26911.00,26908.65,1970.30,638.79,0.06,1272.76,24936.14,1.20
735,39921.45,26725.58,26723.27,1943.17,633.75,0.06,1251.53,24777.94,1.17
736,39520.59,26585.31,26583.02,1942.23,630.62,0.06,1254.76,24638.67,1.14
737,39112.89,26472.50,26470.20,1921.42,623.46,0.06,1242.07,24546.66,1.13
738,38722.78,26381.71,26379.47,1948.56,620.24,0.06,1272.21,24428.81,1.13
739,38482.00,26441.33,26439.09,1926.19,614.65,0.06,1256.18,24510.83,1.11
740,38901.52,26512.76,26510.51,1920.07,609.64,0.05,1255.20,24588.35,1.11
741,39279.00,26576.07,26573.82,1915.96,605.68,0.06,1254.62,24655.78,1.10
742,39590.93,26554.25,26551.97,1929.20,613.39,0.06,1260.84,24620.72,1.08
