frame,Frame time,GameController::Update,GameModel::UpdateUpTo,GameModel::BeforeSim,Air::update_air,Simulation::DispatchNewtonianGravity,Simulation::RecalcFreeParticles,Simulation::UpdateParticles,GameModel::AfterSim
156,41639.96,28723.76,28721.36,2151.68,672.94,0.08,1423.87,26567.23,1.32
157,41728.87,28551.00,28548.63,2127.32,662.82,0.08,1410.50,26418.92,1.29
158,41240.10,28432.72,28430.41,2134.40,669.33,0.08,1410.37,26293.67,1.27
159,41884.76,28704.25,28701.98,2122.58,671.71,0.08,1396.09,26577.10,1.25
160,42046.95,28880.01,28877.77,2111.30,670.50,0.08,1386.60,26764.16,1.24
161,41804.39,28587.40,28585.14,2078.76,666.04,0.07,1359.18,26504.12,1.21
162,41260.00,28305.09,28302.87,2047.26,661.77,0.08,1332.64,26253.42,1.17
163,40933.53,28223.03,28220.80,2057.35,657.78,0.08,1346.57,26161.31,1.15
164,41689.06,28591.11,28588.84,2033.52,652.80,0.08,1328.54,26553.10,1.19
165,41677.89,28688.62,28686.32,2054.34,658.74,0.08,1342.58,26629.74,1.20
166,41554.61,28416.41,28414.10,2043.91,657.74,0.07,1328.43,5.33,26367.93,1.20
167,41489.58,28620.08,28617.73,2046.31,658.58,0.07,1329.98,26569.13,1.22
168,41858.10,28929.96,28927.57,2087.21,657.96,0.07,1370.65,26838.06,1.22
169,41933.95,29068.09,29065.73,2135.14,659.00,0.07,1418.29,26928.27,1.22
170,42448.01,29484.48,29482.14,2130.21,662.25,0.07,1409.93,27349.59,1.24
171,42292.32,29492.31,29489.99,2104.43,660.64,0.07,1386.74,27383.26,1.22
172,42237.51,29217.67,29215.37,2079.38,659.71,0.07,1363.29,27133.72,1.22
173,41995.92,29235.72,29233.42,2072.18,657.58,0.06,1358.41,27158.89,1.27
174,41920.42,28957.63,28955.26,2073.50,649.29,0.07,1368.57,26879.45,1.25
175,41731.28,29054.55,29052.21,2129.43,662.09,0.06,1411.19,26920.45,1.26
176,41777.86,28953.15,28950.81,2114.39,654.93,0.06,1398.36,5.40,26834.07,1.26
177,42012.21,28826.65,28824.31,2114.14,666.46,0.07,1387.56,26707.77,1.26
178,42115.64,28585.60,28583.28,2108.35,667.57,0.07,1380.93,26472.55,1.25
179,41555.50,28346.08,28343.73,2090.22,665.90,0.06,1357.84,7.32,26251.15,1.22
180,41002.73,28095.74,28093.43,2084.98,660.65,0.07,1351.94,13.84,26006.14,1.19
181,40495.95,27849.99,27847.71,2082.89,657.85,0.07,1354.30,25762.56,1.17
182,40011.30,27605.16,27602.88,2054.22,655.71,0.06,1329.26,25546.40,1.20
183,39778.57,27591.66,27589.40,2034.61,650.84,0.07,1315.50,25552.50,1.20
184,39996.16,27431.11,27428.86,2045.14,651.86,0.07,1317.89,7.79,25381.44,1.20
185,39552.45,27284.15,27281.93,2031.44,645.89,0.07,1310.37,25248.22,1.19
186,39061.34,27079.01,27076.75,2015.68,642.43,0.07,1299.51,25058.82,1.18
187,38650.78,26869.46,26867.22,2003.51,640.31,0.07,1291.17,24861.46,1.19
188,38383.20,26789.33,26787.10,2039.37,643.75,0.07,1318.63,6.02,24745.53,1.16
189,37957.14,26654.88,26652.67,2022.37,650.56,0.07,1296.70,24628.01,1.27
190,37583.57,26502.44,26500.26,2021.45,656.51,0.07,1291.59,24476.54,1.26
191,37454.34,26540.74,26538.53,2002.62,649.04,0.06,1276.69,5.26,24533.60,1.29
192,37823.58,26525.82,26523.60,2043.92,659.22,0.07,1308.57,24477.36,1.29
193,38191.15,26419.67,26417.47,2065.59,662.97,0.07,1320.99,6.87,24349.59,1.28
194,37792.96,26275.91,26273.65,2075.25,667.17,0.07,1328.37,24196.12,1.27
195,37705.72,26390.70,26388.46,2087.34,659.48,0.07,1337.71,11.17,24298.78,1.28
196,37974.44,26304.21,26302.00,2081.07,660.28,0.07,1332.32,24218.60,1.27
197,38342.02,26183.24,26181.04,2076.74,668.64,0.07,1321.96,24102.01,1.25
198,37961.39,26052.68,26050.51,2039.89,657.63,0.07,1298.61,24008.36,1.25
199,38349.59,26660.03,26657.76,2098.20,663.35,0.07,1352.01,24557.25,1.26
200,38062.16,26514.18,26511.90,2109.32,668.77,0.07,1354.35,5.46,24400.25,1.26
201,38454.29,27086.35,27084.04,2145.03,664.95,0.07,1396.21,24936.63,1.25
202,38232.84,27040.85,27038.53,2136.28,665.72,0.07,1388.85,24899.83,1.29
203,39142.52,27494.91,27492.58,2145.38,672.03,0.07,1393.74,25344.77,1.29
204,39480.29,27891.36,27888.99,2143.33,677.06,0.06,1387.30,25743.28,1.26
205,39184.52,27618.14,27615.75,2122.16,679.86,0.06,1364.97,25491.28,1.22
206,38802.99,27385.84,27383.47,2116.66,674.37,0.06,1365.97,25264.55,1.19
207,38433.67,27161.60,27159.25,2081.98,672.57,0.05,1334.96,25075.04,1.17
208,38293.02,27177.64,27175.28,2069.40,667.91,0.06,1328.60,25103.67,1.14
209,38481.02,26973.02,26970.72,2057.54,666.84,0.06,1319.31,24911.02,1.12
210,38371.08,27033.55,27031.14,2049.06,666.94,0.06,1311.33,24979.95,1.11
211,38564.24,26881.30,26878.92,2050.79,668.46,0.06,1312.80,24826.04,1.09
212,38889.82,27440.94,27438.60,2069.46,670.54,0.06,1329.88,25367.06,1.07
213,39255.69,27964.34,27961.98,2056.17,665.43,0.06,1323.13,25903.69,1.09
214,38866.88,27682.45,27680.12,2032.34,663.55,0.05,1302.42,25645.68,1.07
215,38704.33,27644.27,27641.95,2030.26,663.56,0.06,1301.03,25609.61,1.07
216,39438.87,27948.52,27946.09,2064.34,667.20,0.05,1327.08,5.55,25879.56,1.11
217,39867.46,28288.94,28286.46,2092.62,667.75,0.05,1356.26,26191.56,1.16
218,39937.00,28350.84,28348.41,2097.48,665.84,0.05,1351.82,11.32,26248.68,1.15
219,39992.76,28134.44,28132.01,2081.97,664.48,0.05,1339.51,26047.74,1.17
220,39621.15,28001.64,27999.20,2062.32,661.47,0.05,1319.51,5.26,25934.59,1.17
221,39995.23,27910.64,27908.19,2068.35,657.35,0.05,1330.79,25837.54,1.17
222,40287.56,27799.18,27796.70,2108.35,663.58,0.05,1366.33,25686.02,1.18
223,40841.03,27913.83,27911.36,2165.66,657.86,0.05,1430.83,25743.34,1.18
224,41282.94,28176.24,28173.77,2145.98,652.57,0.05,1411.81,6.50,26025.42,1.18
225,41282.65,28152.74,28150.21,2141.61,653.42,0.05,1408.70,26006.12,1.25
226,41548.78,28148.44,28145.81,2166.02,652.77,0.05,1434.29,25977.10,1.37
227,41747.28,28069.32,28066.67,2211.91,653.08,0.06,1480.61,25852.08,1.36
228,41992.33,28005.32,28002.69,2250.76,656.80,0.06,1517.53,25749.23,1.37
229,42224.90,27944.89,27942.25,2237.57,658.27,0.06,1504.04,25701.95,1.39
230,42496.34,27943.73,27941.02,2239.17,664.25,0.06,1500.69,25699.04,1.43
231,42695.18,27940.01,27937.23,2232.59,656.48,0.06,1502.18,25701.72,1.50
232,42768.95,27820.28,27817.42,2256.41,659.40,0.07,1524.56,25558.08,1.49
233,43074.88,27803.21,27800.37,2305.82,657.36,0.08,1577.50,25491.64,1.47
234,43226.23,27760.92,27758.00,2273.95,655.00,0.08,1549.57,25481.03,1.51
235,43434.57,27768.61,27765.67,2262.67,654.54,0.08,1540.01,25499.92,1.55
236,43587.39,27773.51,27770.55,2242.34,657.22,0.08,1518.44,25525.06,1.62
237,44026.01,28042.48,28039.53,2276.45,663.49,0.08,1547.30,25759.92,1.60
238,44073.42,28220.76,28217.85,2331.77,672.13,0.09,1594.58,25882.93,1.61
239,43851.04,28047.27,28044.38,2312.10,675.06,0.09,1573.35,25729.18,1.60
240,44033.50,27934.07,27931.21,2286.81,674.01,0.09,1550.02,25641.32,1.58
241,44092.35,27755.88,27753.03,2273.75,674.66,0.08,1536.88,25476.25,1.55
242,43427.39,27575.44,27572.63,2262.23,670.02,0.09,1530.82,25307.46,1.50
243,42760.30,27357.75,27354.96,2240.48,673.44,0.09,1506.63,25111.60,1.49
244,42421.76,27400.68,27397.94,2303.15,679.88,0.09,1563.13,25091.96,1.47
245,42522.81,27334.52,27331.80,2270.50,675.34,0.09,1536.19,25058.52,1.45
246,42854.33,27379.42,27376.73,2253.93,674.14,0.09,1521.77,25120.01,1.46
247,43262.94,27642.79,27640.10,2237.27,671.41,0.09,1501.08,7.12,25400.05,1.46
248,43136.02,27600.00,27597.27,2256.65,670.73,0.08,1522.24,25337.85,1.46
249,43390.40,27643.89,27641.20,2312.57,676.09,0.08,1573.77,25325.88,1.44
250,43381.50,27522.23,27519.59,2298.73,678.46,0.08,1550.18,7.78,25218.13,1.42
251,43968.47,27829.20,27826.59,2288.95,673.06,0.09,1539.18,14.70,25534.91,1.42
252,43643.48,27663.52,27660.90,2254.07,668.88,0.09,1510.07,25404.13,1.40
253,43416.80,27912.43,27909.76,2257.12,672.24,0.10,1510.36,25649.90,1.43
254,43330.98,27904.27,27901.61,2291.15,682.91,0.10,1535.33,25607.76,1.41
255,43369.57,27754.71,27752.09,2258.38,682.98,0.10,1504.15,25491.02,1.42
256,42725.08,27580.98,27578.41,2230.27,681.57,0.10,1478.82,25345.51,1.39
257,42866.23,27370.09,27367.57,2211.88,683.38,0.10,1459.96,25153.12,1.36
258,42413.20,27305.74,27303.27,2178.88,678.30,0.09,1433.48,25121.88,1.33
259,42802.59,27426.07,27423.57,2234.51,685.06,0.10,1472.19,9.54,25186.56,1.31
260,42923.57,27475.49,27472.97,2295.49,691.80,0.10,1527.89,25174.97,1.32
261,43067.14,27484.35,27481.84,2255.61,681.21,0.10,1500.42,25223.72,1.30
262,43083.08,27314.28,27311.81,2231.07,679.61,0.09,1477.89,25078.25,1.30
263,42690.09,27363.74,27361.27,2238.49,676.11,0.09,1490.23,25120.30,1.28
264,42701.17,27227.37,27224.91,2229.60,675.33,0.08,1483.54,24992.85,1.25
265,42072.82,27052.89,27050.46,2211.76,670.87,0.08,1471.66,24836.29,1.22
266,41657.54,27022.08,27019.66,2236.08,665.24,0.08,1497.27,5.94,24781.23,1.20
267,41876.91,26969.05,26966.68,2204.07,661.79,0.07,1470.37,24760.28,1.18
268,42400.01,27204.45,27202.07,2199.13,663.95,0.07,1464.94,25000.58,1.19
269,42800.65,27598.23,27595.84,2178.62,660.42,0.10,1449.62,25414.84,1.21
270,42713.24,27698.32,27695.94,2196.44,662.96,0.11,1466.41,25497.13,1.19
271,43115.79,28006.31,28003.88,2224.64,667.06,0.11,1490.45,25776.82,1.25
272,43691.06,28709.10,28706.68,2252.28,669.04,0.10,1504.05,11.53,26451.99,1.24
273,44237.23,29004.45,29002.04,2257.09,682.53,0.10,1497.23,26742.50,1.26
274,43934.70,28841.13,28838.76,2233.31,676.52,0.10,1481.50,26603.04,1.25
275,44726.57,29350.15,29347.78,2229.37,671.22,0.10,1482.80,27115.97,1.26
276,45083.67,30095.16,30092.80,2292.77,664.99,0.10,1552.74,27797.57,1.26
277,45046.54,29921.03,29918.63,2270.87,661.46,0.10,1535.98,27645.18,1.35
278,45126.97,29755.76,29753.32,2245.30,660.51,0.10,1513.10,27505.37,1.40
279,45605.47,30011.75,30009.28,2230.14,659.62,0.09,1500.17,27776.47,1.40
280,45826.62,30396.23,30393.71,2260.15,671.35,0.09,1518.05,28130.88,1.39
281,45413.43,30318.00,30315.49,2234.78,666.15,0.10,1499.56,28078.04,1.39
282,45821.89,30595.85,30593.35,2217.54,658.85,0.09,1491.10,28373.12,1.39
283,46327.25,31327.71,31325.24,2238.92,662.49,0.09,1508.85,29083.59,1.42
284,46541.83,31426.77,31424.30,2250.76,658.64,0.09,1525.65,29170.78,1.42
285,47141.65,32128.49,32126.04,2300.58,667.74,0.08,1566.31,29822.72,1.43
286,47847.37,32766.87,32764.44,2271.25,664.63,0.08,1541.49,30490.43,1.43
287,48115.12,32935.85,32933.39,2280.34,663.10,0.08,1552.00,30650.27,1.43
288,47983.82,33016.89,33014.32,2286.14,667.56,0.09,1554.50,30725.28,1.52
289,47577.70,32755.64,32753.05,2300.79,676.58,0.09,1561.18,30449.34,1.52
290,47950.24,32888.41,32885.78,2308.53,675.92,0.09,1569.85,30574.16,1.59
291,47309.16,32446.77,32444.17,2278.51,679.73,0.08,1537.12,30162.62,1.57
292,46472.86,32004.37,32001.80,2252.66,680.03,0.08,1512.06,29746.15,1.54
293,45979.47,31860.67,31858.09,2253.60,676.36,0.08,1516.41,29601.46,1.55
294,46371.88,32059.98,32057.39,2271.60,684.72,0.08,1527.01,29782.77,1.56
295,45803.41,31672.39,31669.68,2264.48,689.03,0.08,1516.35,29402.20,1.55
296,45084.46,31340.90,31338.24,2233.55,684.28,0.07,1485.63,5.48,29101.77,1.52
297,45430.96,31276.86,31274.22,2244.01,690.93,0.07,1489.21,29027.30,1.51
298,45364.86,31092.83,31090.17,2251.03,701.00,0.08,1486.61,28836.20,1.53
299,45469.57,30931.21,30928.35,2279.83,695.78,0.08,1509.34,11.14,28645.43,1.60
300,45501.28,30731.33,30728.47,2297.89,699.11,0.08,1525.88,28427.51,1.59
301,45505.97,30502.74,30499.93,2328.17,699.02,0.08,1556.65,28168.72,1.57
302,45611.43,30331.24,30328.46,2304.82,693.79,0.08,1540.25,28020.57,1.59
303,45845.55,30332.18,30329.40,2290.65,689.30,0.08,1526.72,5.44,28035.64,1.61
304,46214.19,30665.40,30662.59,2291.04,691.66,0.08,1526.50,28368.43,1.62
305,46169.69,30921.98,30919.05,2322.03,690.07,0.09,1559.23,28593.82,1.70
306,45991.99,30972.69,30969.81,2371.50,683.30,0.10,1616.64,28595.10,1.70
307,46508.62,31505.14,31502.20,2345.89,681.85,0.10,1593.90,29153.12,1.70
308,47393.31,32118.33,32115.39,2354.23,681.14,0.10,1602.23,29757.91,1.75
309,47541.43,32116.65,32113.70,2332.92,681.18,0.10,1582.46,29777.50,1.76
310,47826.09,32448.12,32445.01,2395.60,710.89,0.10,1614.93,30046.02,1.85
311,47503.67,32487.65,32484.57,2374.96,715.57,0.10,1591.06,30106.25,1.84
312,47842.11,32904.56,32901.50,2397.08,729.93,0.10,1598.49,30501.07,1.84
313,48702.57,33449.94,33446.86,2395.70,727.51,0.09,1600.79,31047.82,1.82
314,49051.09,33644.39,33641.35,2445.75,727.46,0.09,1650.99,31192.24,1.83
315,48817.31,33724.71,33721.64,2431.57,720.02,0.09,1644.50,31286.62,1.88
316,48596.06,33669.07,33666.08,2413.64,716.14,0.09,1630.67,31249.04,1.85
317,48985.33,34104.67,34101.63,2380.85,715.36,0.08,1598.69,31717.35,1.88
318,49688.53,34574.94,34571.92,2399.70,708.22,0.09,1624.81,32168.84,1.86
319,50233.30,34956.96,34953.95,2459.88,696.74,0.09,1691.87,5.80,32490.65,1.85
320,50781.25,35280.49,35277.50,2465.91,705.90,0.08,1688.80,32808.21,1.82
321,51128.04,35386.25,35383.25,2470.87,707.83,0.08,1692.11,32909.03,1.80
322,50389.46,34977.33,34974.37,2472.70,708.34,0.08,1694.63,32498.36,1.78
323,50656.62,35045.68,35042.71,2517.58,699.26,0.07,1748.97,32521.79,1.78
324,50383.92,35043.96,35041.02,2499.81,712.68,0.07,1718.90,32537.92,1.75
325,49760.87,34611.64,34608.70,2463.77,710.44,0.07,1685.92,32141.67,1.74
326,49588.20,34189.10,34186.18,2419.82,703.74,0.06,1650.17,31763.13,1.71
327,49412.02,33758.05,33755.11,2437.22,708.50,0.06,1663.81,31314.69,1.68
328,49349.70,33430.60,33427.70,2444.53,705.29,0.06,1675.53,30980.03,1.65
329,49603.78,33506.67,33503.72,2418.52,703.58,0.05,1652.33,31082.09,1.64
330,49094.99,33224.46,33221.50,2392.59,695.55,0.06,1635.64,30825.70,1.72
331,48972.09,32934.74,32931.80,2394.98,699.54,0.05,1634.36,30533.59,1.73
332,48943.89,32764.65,32761.76,2458.18,714.37,0.06,1682.93,30300.43,1.69
333,48595.86,32381.38,32378.55,2458.14,709.02,0.06,1689.45,29917.34,1.65
334,47718.68,31990.49,31987.72,2413.74,705.77,0.06,1649.28,29570.86,1.71
335,46865.61,31600.05,31597.28,2370.10,700.65,0.06,1611.37,29224.13,1.69
336,46186.41,31341.94,31339.24,2374.48,710.69,0.06,1605.57,28961.78,1.65
337,46656.30,31543.73,31541.04,2353.37,709.69,0.06,1585.07,29184.71,1.63
338,46824.66,31916.79,31914.09,2378.24,714.04,0.06,1604.93,29532.86,1.64
339,46351.35,31809.71,31807.04,2436.60,720.96,0.06,1656.52,29367.50,1.61
340,46092.78,31438.31,31435.61,2404.33,725.25,0.06,1620.90,29028.34,1.63
341,46152.62,31122.35,31119.62,2378.82,724.82,0.06,1596.72,28737.82,1.66
342,46949.47,31602.65,31599.95,2390.77,724.50,0.06,1599.55,9.20,29206.22,1.64
343,47789.50,32138.43,32135.73,2390.22,725.20,0.05,1598.43,29742.57,1.61
344,47592.52,31738.67,31735.98,2349.90,722.75,0.06,1561.80,29383.16,1.59
345,46784.29,31377.88,31375.25,2296.77,709.56,0.05,1523.16,29075.64,1.55
346,46293.98,31329.65,31327.02,2289.64,704.22,0.05,1521.04,29034.54,1.54
347,46153.02,31104.24,31101.56,2265.46,696.10,0.05,1506.30,28833.25,1.52
348,46000.23,30723.17,30720.54,2244.08,688.38,0.05,1493.95,28473.68,1.48
349,45446.45,30550.86,30548.20,2243.81,685.69,0.05,1496.59,28301.68,1.44
350,45306.22,30193.94,30191.33,2205.70,680.29,0.05,1465.00,27983.01,1.39
351,44699.00,29962.20,29959.62,2165.64,672.64,0.05,1433.28,27791.39,1.38
352,44682.47,29637.41,29634.89,2158.23,685.91,0.05,1408.08,5.32,27474.13,1.35
353,43996.85,29322.15,29319.65,2127.79,675.50,0.05,1389.26,27189.39,1.31
354,43604.09,29253.99,29251.46,2122.76,675.09,0.05,1385.40,27126.27,1.27
355,43550.10,28983.34,28980.80,2109.58,671.45,0.05,1376.88,26868.83,1.25
356,43748.27,29552.88,29550.31,2141.32,670.64,0.05,1410.18,27406.54,1.28
357,43233.22,29441.31,29438.76,2124.41,671.20,0.05,1392.47,27311.90,1.29
358,43213.78,29149.70,29147.14,2104.63,669.07,0.05,1375.42,27040.12,1.25
359,42562.37,28832.43,28829.90,2062.97,659.99,0.05,1344.03,26764.60,1.21
360,42140.53,28681.68,28679.17,2065.89,664.82,0.05,1342.99,26611.00,1.18
361,43101.44,29284.85,29282.37,2106.70,668.07,0.05,1378.37,27173.39,1.17
362,42843.42,29425.90,29423.42,2096.76,669.59,0.06,1366.20,27324.38,1.18
363,43426.49,29950.21,29947.74,2093.77,671.98,0.06,1360.80,27851.62,1.22
364,43277.03,30116.57,30114.12,2100.43,673.70,0.05,1361.55,5.36,28011.36,1.22
365,42964.35,29795.84,29793.39,2065.31,667.13,0.05,1334.47,27725.82,1.18
366,42369.93,29492.77,29490.38,2041.30,657.97,0.05,1315.44,5.50,27446.86,1.17
367,41823.38,29228.66,29226.30,2054.56,649.23,0.05,1338.97,27169.55,1.15
368,41334.20,29028.22,29025.89,2031.84,648.71,0.04,1318.13,26991.87,1.16
369,41729.83,28989.43,28987.08,2023.79,642.63,0.05,1316.71,26961.09,1.16
370,42177.11,29162.76,29160.34,2039.35,645.88,0.05,1329.64,27118.58,1.32
371,42224.80,29156.37,29153.95,2061.84,647.17,0.05,1352.09,27089.69,1.32
372,42408.73,29122.75,29120.32,2100.39,647.32,0.05,1391.55,27017.53,1.30
373,42370.83,28846.78,28844.36,2076.40,646.96,0.05,1368.66,26765.63,1.25
374,41777.01,28560.14,28557.74,2032.12,638.57,0.05,1333.97,26523.35,1.23
375,41296.09,28342.23,28339.87,2023.94,639.06,0.05,1318.89,6.75,26313.69,1.22
376,40886.00,28243.52,28241.20,1992.67,636.54,0.05,1291.50,26246.29,1.23
377,41305.89,28311.25,28308.90,2055.62,643.57,0.05,1347.24,26251.01,1.23
378,41364.80,28170.61,28168.26,2105.10,647.48,0.05,1393.79,26060.87,1.24
379,40805.28,27968.86,27966.53,2071.37,642.87,0.05,1365.94,25892.86,1.25
380,40312.73,27771.56,27769.24,2039.66,640.31,0.05,1337.96,25727.32,1.23
381,39874.10,27609.78,27607.49,2018.65,648.36,0.05,1309.94,25586.54,1.29
382,40231.38,27481.16,27478.79,2013.87,654.46,0.05,1300.02,25462.64,1.26
383,39876.77,27438.32,27435.94,1994.82,647.23,0.05,1289.32,25438.82,1.29
384,40290.43,27476.44,27474.07,2041.30,655.67,0.05,1327.51,25430.45,1.28
385,40671.88,27585.39,27583.02,2053.15,655.83,0.06,1338.98,25527.52,1.28
386,40874.60,27593.89,27591.55,2037.23,646.72,0.06,1332.44,25551.98,1.27
387,40991.69,27433.76,27431.43,2040.98,653.76,0.06,1330.19,25388.13,1.27
388,40554.14,27344.57,27342.27,2050.55,657.00,0.06,1336.32,25289.42,1.26
389,40876.56,27281.35,27279.07,2058.96,651.01,0.06,1350.93,25217.84,1.23
390,41314.46,27373.41,27371.14,2097.85,662.69,0.07,1376.42,25270.99,1.22
391,41357.31,27240.09,27237.78,2081.70,663.52,0.07,1360.52,25153.76,1.24
392,41605.00,27080.27,27077.98,2060.87,662.38,0.07,1341.86,25014.83,1.22
393,41145.49,26997.47,26995.21,2049.11,659.76,0.07,1332.43,24943.85,1.20
394,41354.04,26860.10,26857.86,2061.36,665.11,0.07,1340.18,24794.29,1.19
395,40878.79,26759.68,26757.45,2057.63,663.86,0.07,1333.05,5.56,24697.65,1.16
396,40751.80,27036.20,27033.98,2058.21,662.02,0.07,1323.74,17.70,24973.57,1.19
397,41090.33,27322.30,27320.10,2043.48,657.72,0.07,1315.07,25274.39,1.20
398,41049.62,27293.13,27290.85,2044.21,665.10,0.06,1309.88,25244.33,1.26
399,41277.30,27209.47,27207.19,2022.83,663.22,0.06,1291.99,25182.06,1.24
400,41742.02,27334.65,27332.40,2057.31,659.18,0.07,1331.01,25272.76,1.26
401,41997.09,27465.45,27463.20,2068.80,656.90,0.07,1346.07,25392.04,1.26
402,42081.80,27444.22,27441.95,2055.12,654.06,0.07,1336.70,25384.45,1.28
403,42838.42,27956.96,27954.69,2045.71,647.02,0.07,1332.86,25906.58,1.27
404,42315.81,27735.38,27733.12,2018.93,643.79,0.06,1310.68,25711.85,1.24
405,41896.39,27668.43,27666.15,2071.06,649.59,0.06,1357.65,25592.75,1.23
406,42574.02,28049.27,28046.94,2127.50,656.93,0.06,1407.15,25917.04,1.25
407,42465.14,28081.36,28079.00,2100.63,658.47,0.06,1379.95,25975.92,1.28
408,42573.07,28017.20,28014.80,2083.45,657.14,0.06,1364.74,25928.90,1.30
409,42849.29,28045.15,28042.71,2094.15,664.06,0.06,1367.13,25946.01,1.34
410,42831.31,27846.59,27844.17,2080.77,662.71,0.06,1356.34,25760.92,1.31
411,42530.67,27947.68,27945.27,2086.04,661.30,0.05,1362.28,25856.72,1.32
412,42642.13,27958.12,27955.72,2086.48,668.33,0.06,1355.90,25866.75,1.31
413,42788.05,27910.78,27908.35,2070.29,663.23,0.05,1345.28,25835.49,1.38
414,43068.39,27961.33,27958.82,2115.85,669.42,0.05,1385.14,25840.38,1.36
415,43032.52,27799.93,27797.44,2114.15,669.57,0.05,1384.35,25680.74,1.34
416,43322.73,27764.53,27762.02,2135.28,673.04,0.05,1402.83,25624.26,1.30
417,43503.00,27750.64,27748.17,2119.20,666.93,0.05,1393.32,25626.51,1.30
418,43866.45,27920.99,27918.51,2110.76,666.31,0.05,1385.69,25805.17,1.36
419,43847.04,27928.27,27925.80,2121.17,667.73,0.05,1394.86,25802.08,1.35
420,43931.46,27880.49,27877.99,2134.58,666.45,0.06,1409.48,25740.85,1.34
421,44001.12,27774.38,27771.79,2134.64,669.09,0.07,1407.77,25634.65,1.31
422,44090.09,27635.98,27633.42,2107.40,664.77,0.06,1385.91,25523.58,1.29
423,44177.35,27467.36,27464.87,2083.99,662.14,0.06,1365.90,25378.48,1.26
424,43493.62,27273.22,27270.78,2053.34,655.42,0.07,1342.94,25215.11,1.23
425,43038.06,27255.18,27252.81,2024.96,651.61,0.07,1318.92,25225.56,1.22
426,43117.70,27146.45,27144.12,2029.36,649.41,0.07,1325.67,25112.51,1.19
427,43394.59,27148.75,27146.46,2090.20,643.58,0.07,1392.72,25054.01,1.17
428,43593.57,27191.05,27188.75,2090.85,642.78,0.07,1384.55,9.38,25095.67,1.17
429,43629.79,27121.17,27118.89,2077.19,646.54,0.07,1368.34,25039.50,1.16
430,44188.34,27468.49,27466.20,2111.00,648.18,0.07,1399.98,25352.97,1.17
